Timestamp;scop_accx;scop_accy;scop_accz;scop_gyrox;scop_gyroy;scop_gyroz
2499089;-54827;16448;133907;-169;149;44
2500078;-55808;24444;125480;-224;199;4
2501079;-43813;21428;112072;-274;248;-38
2502079;-40749;28826;97635;-320;290;-79
2503080;-41826;33662;89495;-361;328;-119
2504080;-28969;29089;76542;-395;361;-157
2505075;-15538;35506;63039;-421;384;-192
2506080;-12521;37493;53390;-439;401;-225
2507076;-5147;34045;43143;-448;407;-253
2508076;14987;32178;31986;-451;406;-273
2509090;17022;34069;26168;-448;396;-286
2510080;17908;29352;23678;-436;378;-299
2511075;28491;25689;17597;-416;355;-305
2512075;31268;30262;15801;-390;323;-308
2513076;38857;19129;17214;-360;286;-303
2514076;49679;7230;15298;-322;242;-293
2515075;55186;9289;19608;-279;192;-274
2516079;50374;4764;27964;-227;140;-251
2517080;54587;-5865;33590;-170;87;-221
2518079;56527;-8930;41012;-114;35;-187
2519090;42999;-7469;53366;-58;-21;-151
2520080;46926;-17142;63709;-4;-77;-111
2521079;49464;-26910;72304;47;-134;-70
2522080;35362;-27461;88202;93;-189;-27
2523079;25977;-31100;101226;135;-233;13
2524080;26719;-35242;109319;172;-270;53
2525079;23056;-38283;123876;204;-299;91
2526079;9050;-41515;137068;230;-323;128
2527079;766;-36200;145064;250;-337;160
2528079;-6847;-34500;155431;264;-343;187
2529078;-19416;-40797;166468;267;-340;209
2530096;-28131;-36918;171975;262;-331;224
2531090;-36200;-28467;175447;251;-312;236
2532078;-36583;-31220;182486;232;-286;242
2533079;-37110;-35889;183228;204;-253;244
2534078;-52385;-20231;181193;169;-215;238
2535078;-61914;-8930;181935;128;-170;225
2536077;-55473;-15658;176883;83;-122;206
2537079;-59950;-6368;170036;33;-70;180
2538078;-70844;5147;165295;-18;-12;148
2539078;-61459;4357;156939;-73;48;114
2540077;-50350;6967;145304;-126;106;77
2541088;-60046;16280;134458;-178;160;39
2542078;-57676;23846;122942;-227;209;1
2543078;-37158;22720;107834;-270;256;-39
2544078;-39671;29783;97851;-311;297;-82
2545078;-39528;30980;88609;-352;334;-122
2546078;-25594;31818;73190;-390;363;-160
2547077;-18770;38163;62608;-424;384;-195
2548078;-15777;33710;53270;-445;398;-227
2549077;-2609;33901;40342;-456;403;-254
2550077;14221;36727;31100;-459;404;-276
2551076;14915;33231;27629;-453;398;-294
2552090;24923;25187;22122;-441;381;-305
2553078;32704;25881;16208;-419;354;-308
2554079;29783;27844;17549;-390;319;-308
2555078;38546;18124;16998;-355;279;-300
2556078;47788;13838;15203;-312;232;-285
2557078;52600;9457;22218;-268;183;-265
2558078;52528;-837;28467;-221;129;-242
2559077;55880;-4357;33183;-170;73;-215
2560078;56191;-9217;43191;-119;15;-181
2561077;50374;-16376;53869;-67;-42;-146
2562190;46519;-16041;62608;-15;-94;-106
2563078;38522;-18387;75273;36;-146;-67
2564078;37158;-31627;91314;87;-193;-27
2565079;33542;-35242;101801;135;-236;12
2566078;19081;-29041;112575;175;-274;53
2567080;15203;-37014;127706;206;-305;91
2568079;17956;-47381;136158;233;-328;126
2569075;1244;-35362;144705;254;-345;158
2570075;-17741;-30741;158591;262;-351;186
2571076;-14580;-42329;166971;262;-348;207
2572076;-20183;-37660;171353;253;-334;222
2573088;-43143;-26791;177913;238;-314;233
2574077;-45394;-29472;183419;218;-286;239
2575078;-37110;-33662;181672;193;-253;241
2576078;-51475;-21667;180714;164;-212;235
2577080;-62488;-13910;181097;126;-164;222
2578079;-54851;-13431;175111;82;-114;204
2579075;-58801;-2657;170227;33;-62;180
2580080;-67253;2202;164864;-16;-9;152
2581079;-63613;5937;154282;-70;45;117
2582078;-59280;12042;144490;-126;103;79
2583090;-59567;14676;134218;-183;158;38
2584079;-49248;19440;120524;-236;210;-4
2585079;-40821;26048;107164;-285;257;-47
2586079;-43311;32872;97922;-329;299;-88
2587079;-30430;28538;84635;-367;335;-128
2588079;-23080;33494;69862;-398;366;-164
2589079;-22553;37684;62201;-421;387;-199
2590079;-12473;32225;51666;-438;401;-230
2591078;1604;36535;39336;-448;404;-257
2592078;9145;37014;32824;-451;401;-279
2593077;14652;30645;26360;-447;390;-293
2594092;31747;26264;18579;-436;372;-305
2595075;33135;27078;16065;-415;345;-311
2596076;32609;21547;17429;-387;311;-311
2597076;40605;16950;15658;-352;273;-303
2598076;42568;19632;17405;-314;227;-290
2599075;49966;8499;24157;-268;178;-268
2600075;56790;-4979;27030;-215;123;-242
2601080;56455;-3974;33997;-160;67;-212
2602075;50469;-8379;45705;-103;12;-178
2603079;53510;-19847;54013;-48;-44;-141
2604089;50110;-19680;63829;3;-99;-103
2605079;35122;-18411;79152;53;-154;-62
2606078;37995;-29568;91937;99;-203;-22
2607079;36966;-36056;101705;138;-244;16
2608078;17262;-32728;115711;174;-279;53
2609078;8164;-36511;128832;206;-306;90
2610077;13790;-43406;135966;232;-328;125
2611078;4094;-39193;147530;251;-341;157
2612077;-14413;-38211;160866;265;-346;183
2613077;-17669;-37205;166947;268;-343;206
2614092;-22697;-33231;172598;264;-332;224
2615076;-39671;-33327;179636;250;-312;236
2616076;-48410;-28706;182079;228;-283;241
2617077;-47477;-24301;181073;199;-248;239
2618076;-50086;-21691;183084;161;-204;230
2619076;-52552;-21547;180714;117;-157;216
2620075;-59448;-9744;174202;73;-105;198
2621076;-65649;2633;170634;22;-51;174
2622075;-60285;-1340;162183;-25;6;145
2623075;-61818;6679;151385;-77;65;109
2624080;-65816;15370;143556;-129;122;71
2625091;-57963;15969;133165;-181;174;32
2626076;-43143;18626;119829;-232;222;-9
2627076;-46639;25809;107523;-279;267;-50
2628077;-46064;32776;95815;-325;306;-93
2629077;-23391;30071;80205;-366;345;-134
2630078;-22050;35075;69479;-401;375;-174
2631078;-21571;34380;62345;-430;395;-210
2632079;-9121;34141;49583;-447;406;-241
2633079;550;40174;39959;-456;409;-265
2634080;5075;34237;33279;-457;406;-286
2635079;17166;29113;23391;-450;395;-302
2636092;33494;30214;17166;-433;377;-311
2637077;31292;27341;17166;-407;346;-315
2638078;39073;17286;16496;-377;309;-312
2639077;45418;16041;15227;-341;270;-305
2640078;41060;18243;19560;-300;222;-290
2641078;48793;7398;24037;-256;174;-270
2642079;56455;-1915;26336;-207;120;-245
2643079;55760;-4477;36703;-157;64;-218
2644079;49847;-10965;47429;-103;4;-184
2645079;52624;-17764;54444;-47;-53;-148
2646078;51188;-22625;67157;7;-108;-106
2647091;40557;-26839;80612;61;-160;-64
2648079;36104;-26072;90572;111;-209;-21
2649080;29257;-29879;102974;154;-250;19
2650079;19416;-38857;119039;192;-285;62
2651080;11563;-38307;129693;218;-314;100
2652079;4285;-34811;137858;239;-338;137
2653079;574;-40557;151983;254;-352;167
2654078;-3806;-47477;160148;262;-355;193
2655079;-20901;-33351;165343;261;-349;213
2656078;-33351;-27748;174896;254;-332;228
2657094;-33614;-37325;180546;241;-309;238
2658088;-41994;-28634;181384;219;-279;242
2659076;-56527;-18171;182725;193;-242;239
2660077;-55018;-20159;184209;161;-199;232
2661076;-46662;-23271;178966;122;-151;216
2662076;-62416;-8403;173531;73;-102;196
2663075;-70078;2322;169772;19;-48;169
2664076;-55353;-1005;159836;-35;4;137
2665080;-58059;8259;151576;-91;61;102
2666075;-65409;14508;143652;-148;120;62
2667080;-57819;18148;130436;-201;177;21
2668075;-46615;21619;118321;-253;228;-19
2669093;-49033;22864;106948;-299;276;-61
2670076;-40869;29400;92775;-340;314;-102
2671077;-22864;33686;78601;-375;349;-143
2672076;-23008;35697;70197;-406;374;-181
2673076;-14125;30526;59639;-428;390;-215
2674075;-5626;35553;46447;-442;399;-245
2675075;-3208;39552;39935;-453;403;-271
2676080;5506;31004;32034;-457;398;-291
2677076;19991;31220;21930;-454;383;-305
2678075;29376;32058;18938;-439;360;-314
2679075;31794;23894;17693;-415;329;-317
2680089;44963;16903;15107;-381;294;-314
2681078;47213;16304;15418;-338;256;-303
2682078;44508;11827;19967;-294;210;-286
2683077;48985;7278;22912;-247;161;-265
2684077;49727;5530;27533;-196;106;-238
2685077;53845;-5506;39360;-143;47;-207
2686077;56479;-16160;47309;-87;-9;-170
2687077;50876;-15107;56144;-35;-65;-132
2688077;44627;-21284;70030;15;-119;-91
2689076;46615;-32297;79679;65;-170;-50
2690088;37301;-26910;90261;111;-216;-7
2691077;20661;-26360;106518;152;-256;32
2692077;21978;-38786;120452;187;-290;71
2693076;19345;-40414;129286;218;-315;109
2694078;-1628;-33782;141018;242;-335;145
2695077;-9648;-37636;153851;257;-348;174
2696078;-3232;-44987;158735;267;-354;199
2697078;-17573;-35577;166277;267;-351;221
2698079;-35290;-32082;176644;257;-337;236
2699079;-34476;-33111;179780;241;-312;244
2700075;-38881;-25665;181887;215;-279;245
2701093;-55186;-22960;184640;184;-241;242
2702076;-60549;-18626;183491;149;-196;232
2703077;-56551;-13982;178679;108;-148;213
2704077;-60285;-10007;174776;64;-96;192
2705078;-60812;-5793;168503;16;-39;164
2706078;-60621;3782;158951;-35;16;134
2707079;-62512;13359;152079;-88;74;99
2708079;-57221;11372;141233;-143;129;59
2709080;-56144;19704;127682;-196;181;18
2710079;-55282;25163;118177;-248;230;-22
2711176;-46806;22649;105656;-296;274;-65
2712079;-32154;28275;90859;-340;312;-106
2713078;-30478;33782;79487;-380;349;-148
2714078;-26815;34883;68713;-410;378;-184
2715077;-4908;31699;54970;-433;399;-218
2716077;-2944;36487;45058;-445;410;-248
2717077;-2992;34332;39671;-451;412;-273
2718077;9911;30885;29855;-450;406;-291
2719076;18866;36104;22673;-439;390;-305
2720076;24109;29855;20159;-424;370;-314
2721075;35434;20350;14484;-399;340;-315
2722092;48674;20183;13120;-372;305;-311
2723075;45729;17238;16879;-337;261;-300
2724075;49847;7374;19728;-294;213;-283
2725080;54085;5363;22673;-245;163;-261
2726075;46016;7158;31052;-195;109;-233
2727080;52026;-4740;39695;-141;53;-199
2728080;58801;-16352;45441;-85;-4;-164
2729079;50086;-16328;59088;-27;-62;-126
2730079;40725;-20685;71993;27;-116;-85
2731079;43789;-27724;80086;77;-167;-42
2732092;40749;-31483;93828;125;-215;-1
2733076;25713;-34883;108792;163;-257;38
2734076;19871;-33016;119398;195;-294;77
2735076;14556;-34979;130531;221;-322;114
2736075;670;-41874;144681;241;-341;148
2737076;-8786;-39145;153995;254;-352;177
2738075;-15035;-33542;159956;264;-352;203
2739076;-17836;-38019;170754;264;-345;222
2740080;-22433;-43622;176524;256;-325;236
2741075;-39408;-27748;178583;241;-300;245
2742079;-49751;-19728;183395;218;-268;247
2743090;-47740;-29113;184592;189;-232;244
2744078;-55282;-19321;181815;152;-189;233
2745079;-68282;-7062;178894;109;-140;216
2746078;-61770;-9385;175662;58;-87;192
2747078;-52863;-9074;167594;1;-32;163
2748078;-66678;4525;158735;-53;24;128
2749078;-68641;13838;150858;-108;80;91
2750077;-51140;12042;137163;-161;135;53
2751077;-52792;20853;126701;-212;187;12
2752076;-56335;23965;117986;-259;239;-30
2753076;-44125;24995;103070;-303;285;-73
2754088;-34141;31387;90812;-346;323;-114
2755077;-34237;30238;79224;-383;355;-152
2756077;-22888;32968;65098;-413;378;-190
2757078;-3711;36679;52289;-438;395;-224
2758078;-3663;36631;45226;-453;404;-253
2759078;3830;30717;37660;-464;407;-277
2760079;14939;32680;26958;-464;401;-296
2761079;15849;36200;23175;-456;386;-308
2762075;23630;26455;19129;-438;363;-315
2763080;36391;23582;12713;-410;334;-317
2764093;45394;22385;14341;-377;299;-314
2765077;46998;11994;17238;-334;254;-305
2766077;53797;6751;19105;-288;206;-286
2767077;56072;4716;23942;-239;151;-262
2768079;50828;-239;31699;-187;93;-232
2769078;51858;-4261;38331;-134;33;-198
2770079;49727;-7972;46998;-77;-25;-161
2771080;49176;-19416;62225;-25;-79;-122
2772075;47716;-26791;72664;24;-132;-82
2773080;38762;-23056;82360;73;-181;-41
2774092;35386;-31507;97467;119;-227;1
2775075;34165;-41946;108337;161;-267;42
2776076;20039;-32321;118584;198;-302;80
2777075;4165;-31172;133859;230;-328;119
2778075;4381;-44915;146309;254;-345;152
2779079;-1939;-41491;154066;267;-352;181
2780079;-24420;-30837;163308;271;-354;207
2781078;-26336;-37756;173244;265;-346;225
2782078;-20183;-43335;175471;253;-331;239
2783078;-38474;-28514;178775;232;-308;247
2784093;-53151;-22744;184688;206;-274;248
2785076;-47117;-26743;183539;177;-235;244
2786076;-51571;-16950;182222;138;-189;233
2787076;-66774;-9600;180810;96;-138;215
2788076;-65768;-7493;174680;50;-85;190
2789075;-60429;-2130;166349;0;-29;163
2790075;-64212;3447;158328;-50;29;129
2791080;-61578;9193;148248;-105;87;93
2792080;-53654;15705;135344;-160;140;53
2793079;-54228;23056;126533;-213;192;10
2794080;-49200;21452;114514;-265;242;-33
2795089;-43239;27676;99407;-314;285;-76
2796078;-40749;33590;89926;-358;325;-119
2797079;-31100;28778;77643;-393;358;-160
2798078;-17190;33758;62775;-418;386;-196
2799078;-9744;38187;52385;-436;404;-230
2800077;-4596;35266;44173;-450;412;-259
2801078;12785;30909;33351;-454;412;-282
2802077;18028;34117;25761;-450;401;-299
2803078;17214;31986;23846;-438;384;-309
2804077;26767;25641;17980;-419;360;-315
2805077;33758;29305;14173;-393;329;-315
2806089;41826;20925;16711;-361;293;-311
2807079;50685;7733;15753;-323;248;-299
2808079;56359;8619;18100;-279;198;-280
2809078;53127;5147;25402;-228;145;-257
2810078;55306;-5961;32249;-174;90;-228
2811077;56167;-7493;38929;-117;33;-195
2812078;44292;-4692;50948;-61;-24;-157
2813077;49176;-18650;63302;-6;-82;-117
2814078;52433;-29520;71562;47;-137;-76
2815077;36415;-24827;86143;96;-189;-32
2816090;27126;-29975;100700;138;-233;10
2817079;31172;-38953;109008;177;-274;50
2818079;23558;-36774;121625;209;-306;88
2819079;3734;-36607;137163;235;-328;125
2820079;1532;-39312;146405;251;-343;158
2821078;-2968;-38259;155120;264;-349;186
2822078;-23008;-37301;166444;271;-349;210
2823077;-30621;-36607;173196;270;-340;230
2824079;-31220;-33518;175423;259;-323;244
2825078;-36679;-31100;181839;238;-297;250
2826088;-44388;-32130;184856;212;-264;250
2827078;-52049;-21260;182222;178;-224;242
2828079;-58155;-10558;182462;137;-180;232
2829079;-59783;-14317;179469;93;-129;213
2830079;-63685;-6943;172119;42;-73;187
2831079;-69910;3758;166133;-10;-15;157
2832075;-62464;3136;158735;-65;44;120
2833080;-52840;6129;146716;-120;100;82
2834075;-59567;17621;134841;-172;157;42
2835075;-58969;25378;125025;-222;210;3
2836088;-40964;21763;109989;-270;262;-41
2837079;-40773;29161;97396;-315;305;-83
2838079;-42018;32202;89447;-357;341;-128
2839075;-27317;29568;75321;-392;370;-167
2840075;-16328;36870;62632;-422;392;-206
2841076;-14293;35841;53127;-445;406;-239
2842075;-3184;33231;41323;-457;415;-267
2843075;17214;34141;30166;-462;416;-290
2844079;17094;33758;25522;-457;409;-306
2845078;21140;26408;22840;-445;390;-319
2846077;31794;25019;16663;-424;363;-325
2847090;31268;30430;15873;-393;329;-323
2848079;39408;18555;16256;-358;290;-314
2849079;51307;8714;13527;-315;242;-300
2850079;56144;9983;18890;-270;195;-282
2851079;52002;2992;27246;-221;141;-256
2852078;56503;-5626;32680;-172;82;-224
2853079;58825;-9002;41132;-123;24;-189
2854078;47213;-10319;53342;-70;-35;-151
2855077;48051;-15945;62608;-13;-90;-111
2856076;46806;-23654;72640;42;-143;-70
2857088;36607;-29855;89543;94;-190;-25
2858076;28371;-32321;101849;141;-236;18
2859076;23511;-31771;110564;181;-277;62
2860075;21380;-38546;125719;213;-309;102
2861076;13215;-45082;137451;239;-334;137
2862075;-335;-34739;145591;259;-351;170
2863075;-12785;-32106;157442;267;-358;198
2864080;-18076;-43095;168072;268;-358;221
2865075;-26216;-37636;172693;262;-346;239
2866079;-41922;-26360;177314;251;-325;250
2867090;-41419;-30526;184808;232;-297;253
2868079;-36966;-36152;183611;204;-262;250
2869079;-54372;-19704;181169;172;-221;242
2870078;-65265;-8595;183036;132;-174;228
2871079;-55018;-15179;177913;90;-123;209
2872078;-59376;-5506;171233;38;-71;183
2873078;-72137;4764;166540;-15;-16;151
2874078;-63781;4644;157418;-71;38;117
2875078;-53534;7972;145615;-128;96;77
2876077;-61028;15705;134793;-184;152;36
2877089;-56622;22529;122798;-238;209;-4
2878078;-38355;23463;107475;-288;262;-47
2879078;-40198;30334;97898;-332;305;-90
2880077;-36535;29568;87388;-370;341;-129
2881077;-24803;32225;71562;-401;369;-167
2882077;-20326;38570;62081;-425;389;-203
2883077;-14820;32944;51906;-444;403;-233
2884076;-454;34404;38498;-454;406;-261
2885076;14077;37158;30286;-457;403;-283
2886075;15921;32225;26120;-454;392;-302
2887076;28562;25067;19776;-444;374;-315
2888075;34835;26264;15418;-425;348;-319
2889093;31531;26336;16879;-399;314;-317
2890077;40054;17453;15514;-361;277;-308
2891078;47788;14987;14293;-317;232;-293
2892077;53079;8978;21523;-268;181;-271
2893079;55593;-2370;26862;-215;126;-245
2894078;57652;-4189;32106;-158;68;-213
2895079;55713;-9097;43574;-102;12;-180
2896079;53175;-17788;53366;-47;-45;-143
2897075;48338;-16496;62584;4;-102;-105
2898075;37397;-17669;76686;54;-157;-64
2899076;38642;-31747;91458;100;-207;-22
2900093;36224;-36750;101346;143;-250;18
2901078;18100;-29807;113628;181;-286;58
2902078;11444;-36248;128496;215;-315;97
2903079;16879;-46567;136325;242;-334;135
2904079;1604;-36032;146309;259;-346;167
2905080;-19321;-32034;160986;270;-352;195
2906079;-16400;-40797;168264;273;-351;219
2907075;-20997;-36703;172837;270;-341;236
2908079;-43622;-28730;179900;256;-323;247
2909079;-48530;-28634;183946;233;-294;250
2910077;-42377;-29592;182150;201;-259;247
2911090;-52480;-21284;182653;163;-218;238
2912079;-60453;-17046;182725;120;-169;224
2913079;-58131;-11731;176380;76;-119;204
2914079;-62345;-574;171927;29;-64;180
2915078;-65146;-430;165247;-21;-6;149
2916078;-64595;5865;153923;-73;54;114
2917078;-64332;13742;144681;-128;111;76
2918078;-58897;14221;134434;-181;164;33
2919078;-45441;17788;120691;-235;215;-10
2920078;-44795;26120;107739;-282;264;-53
2921077;-45513;32585;97683;-329;306;-97
2922093;-25689;28131;82767;-374;346;-140
2923076;-21930;34165;69216;-409;378;-180
2924076;-22433;35960;62105;-436;401;-216
2925075;-10223;32872;49966;-454;415;-247
2926075;2346;38857;38546;-462;419;-273
2927075;7469;35745;32345;-462;418;-293
2928075;16615;29544;23558;-453;404;-308
2929079;34883;28610;16256;-439;384;-317
2930080;33949;27461;15538;-416;355;-319
2931079;37493;18674;15993;-387;320;-317
2932091;44316;16663;14221;-354;280;-309
2933075;41994;20111;17429;-312;233;-294
2934080;50852;7685;23127;-268;184;-273
2935075;59687;-4213;24995;-218;129;-245
2936080;57819;-3830;34380;-164;71;-215
2937076;50014;-9074;45872;-109;13;-178
2938075;54587;-18722;53031;-51;-42;-140
2939075;52648;-20925;64619;4;-97;-97
2940079;37828;-22313;79774;59;-151;-53
2941080;36870;-26527;90812;111;-201;-9
2942079;33925;-32728;101562;154;-247;32
2943079;19105;-37086;117603;190;-286;71
2944091;8475;-36272;129167;218;-317;109
2945075;6871;-37038;137020;241;-341;143
2946075;2681;-40845;151002;254;-355;174
2947075;-7422;-45034;161345;262;-355;201
2948075;-20877;-34069;166684;262;-348;222
2949080;-30980;-29448;175040;256;-331;239
2950080;-36487;-37110;181288;244;-309;248
2951079;-45992;-28682;182581;224;-282;251
2952079;-56694;-19201;183180;196;-248;247
2953078;-55521;-20781;185454;161;-209;239
2954092;-49224;-23774;181193;119;-161;224
2955091;-64020;-8786;175207;71;-109;201
2956075;-71634;2896;171113;18;-56;174
2957077;-57197;-2059;161417;-33;0;141
2958076;-59807;7182;152103;-90;56;105
2959077;-67420;14796;144130;-148;116;64
2960077;-58634;17166;131705;-203;174;21
2961078;-45489;20063;119015;-253;227;-22
2962078;-49416;23247;107260;-297;271;-67
2963079;-42784;30430;93732;-337;312;-108
2964079;-22433;32537;79032;-370;348;-149
2965091;-22792;35242;69575;-401;375;-189
2966075;-16089;31651;60166;-427;396;-222
2967076;-5506;35841;46615;-445;407;-251
2968076;-1149;40054;39049;-456;410;-276
2969077;6416;31555;31675;-459;406;-299
2970076;21140;30909;21308;-456;393;-314
2971078;32249;32178;17190;-444;374;-325
2972077;33518;24564;16400;-419;345;-328
2973078;45298;16807;13982;-386;309;-323
2974077;47668;16543;13934;-345;268;-312
2975091;44699;13503;18674;-299;221;-294
2976077;50804;7493;21667;-251;170;-271
2977077;53127;4046;26024;-196;112;-242
2978077;55497;-5578;38115;-141;53;-210
2979076;55832;-15107;46399;-85;-6;-174
2980076;52600;-14939;54635;-33;-64;-134
2981075;47812;-21404;68737;18;-117;-91
2982075;47117;-31747;79295;67;-169;-48
2983080;37229;-26096;90117;108;-215;-4
2984075;21978;-26527;106158;151;-257;38
2985079;22194;-40054;120907;192;-293;80
2986090;18004;-40318;130148;225;-320;120
2987075;-1867;-32872;141090;253;-340;154
2988080;-8595;-38283;154186;268;-349;186
2989080;-2370;-46303;159525;277;-352;212
2990079;-18890;-35003;166780;277;-349;233
2991079;-37828;-30597;177769;268;-337;247
2992079;-35745;-33782;181312;250;-314;256
2993079;-39911;-26168;182605;222;-283;257
2994078;-57556;-20973;185095;190;-245;253
2995078;-62201;-17980;184449;154;-201;239
2996078;-56503;-15658;179493;111;-152;221
2997091;-62488;-10127;175590;68;-100;198
2998080;-64380;-4548;169988;21;-44;170
2999080;-61363;3423;160124;-29;15;137
3000079;-62943;12569;153252;-85;73;99
3001080;-59064;11324;142191;-143;128;59
3002079;-57484;19416;127634;-196;180;18
3003079;-55641;24372;118082;-250;230;-24
3004079;-47620;21236;105823;-297;276;-68
3005079;-32896;27509;91171;-345;317;-112
3006078;-29544;33925;79248;-384;355;-154
3007090;-26479;34620;68641;-413;383;-192
3008080;-5315;30645;54851;-436;403;-227
3009079;-2082;35913;44173;-450;415;-256
3010079;-1747;34500;39049;-457;418;-280
3011079;10702;30262;28945;-453;412;-299
3012079;20302;35553;20949;-442;395;-311
3013078;26096;29520;19081;-425;370;-319
3014078;36870;19847;13934;-401;338;-322
3015077;49847;19776;11683;-370;303;-317
3016078;47309;16807;15658;-335;261;-306
3017078;51355;6751;18507;-293;212;-288
3018089;55330;4644;21260;-245;160;-265
3019077;47931;6823;29472;-193;106;-236
3020078;53749;-5099;38833;-141;51;-203
3021078;59735;-16232;44675;-87;-6;-164
3022079;51379;-15514;57796;-30;-64;-125
3023079;42473;-20709;71778;25;-120;-80
3024080;44843;-28419;79990;82;-175;-36
3025080;41108;-30621;93182;131;-224;7
3026075;25665;-33542;108744;170;-267;48
3027075;19488;-32992;119614;204;-302;90
3028076;14221;-34931;130460;230;-328;128
3029093;-407;-40892;145328;248;-349;161
3030090;-11204;-38474;155048;259;-360;189
3031080;-16711;-33782;160650;265;-358;213
3032075;-18818;-37588;171448;264;-349;233
3033075;-24803;-42856;177530;257;-331;248
3034076;-40701;-27868;179158;242;-308;256
3035075;-50541;-19345;184592;219;-277;256
3036076;-50733;-27988;185957;189;-239;250
3037077;-57508;-18602;183228;152;-196;238
3038077;-69407;-6823;180881;109;-146;219
3039076;-63518;-9433;177338;59;-91;195
3040177;-53917;-9337;168168;4;-33;163
3041080;-67324;4740;159477;-51;24;126
3042079;-69790;14030;151959;-108;80;87
3043079;-52026;10821;137929;-161;137;44
3044078;-53366;19847;127299;-215;190;0
3045079;-57412;23989;118393;-265;242;-44
3046078;-44915;24157;103477;-309;290;-87
3047080;-33830;30286;90429;-352;329;-129
3048079;-34261;29903;78745;-389;361;-169
3049079;-22768;32345;64643;-418;386;-207
3050078;-2442;35673;51499;-439;403;-241
3051091;-2226;36320;44292;-454;410;-270
3052075;4740;30310;36822;-465;413;-293
3053080;15897;31818;26192;-467;409;-309
3054075;16998;36367;22553;-461;393;-322
3055079;24732;26671;18363;-442;370;-328
3056079;38307;22673;11444;-413;338;-326
3057080;47740;22457;12569;-378;302;-319
3058080;48554;13311;15586;-335;257;-305
3059079;55784;6751;17453;-291;210;-288
3060079;58538;4070;22170;-242;157;-264
3061172;52624;47;30142;-187;99;-235
3062087;53821;-4022;37038;-131;39;-201
3063076;51451;-7852;45681;-76;-21;-161
3064076;50469;-18938;61147;-22;-77;-120
3065076;49033;-26216;71730;25;-134;-76
3066075;38690;-21906;81666;74;-187;-30
3067076;34404;-30382;97420;120;-236;13
3068075;34093;-41659;108816;166;-277;56
3069075;19728;-31747;118920;204;-309;97
3070080;2202;-29879;133931;235;-335;137
3071268;2705;-43957;147123;261;-352;170
3072080;-2585;-40869;155144;274;-363;199
3073079;-25570;-29352;164385;280;-366;224
3074080;-27724;-36846;174513;274;-358;242
3075079;-21475;-43694;176380;261;-341;254
3076079;-40653;-27940;179732;238;-319;259
3077080;-56287;-22002;186244;209;-286;259
3078080;-49081;-26503;185119;180;-247;251
3079079;-53318;-16017;183252;141;-199;239
3080079;-69479;-8858;181504;99;-148;221
3081079;-67085;-7852;175614;53;-93;195
3082093;-61411;-2849;167235;3;-36;163
3083076;-66103;2777;159860;-45;21;128
3084076;-62608;8140;149805;-99;82;90
3085075;-54515;14389;136613;-154;141;48
3086076;-55330;22313;127658;-210;195;4
3087077;-49823;20446;115663;-264;244;-41
3088077;-43119;26551;99718;-312;288;-83
3089077;-40485;32872;89854;-357;329;-128
3090078;-30693;27653;77117;-393;367;-170
3091078;-15993;33231;62057;-424;396;-209
3092079;-8834;38043;52121;-445;415;-242
3093088;-3926;34380;43622;-457;424;-268
3094078;13934;29903;32752;-461;422;-293
3095079;19105;33303;24564;-456;415;-311
3096079;18219;31411;22170;-445;399;-322
3097080;28706;24756;16065;-425;375;-328
3098080;35817;28323;12378;-398;340;-326
3099075;43215;20614;14389;-366;302;-320
3100075;52744;7493;13694;-328;256;-306
3101076;59064;8810;16543;-283;206;-286
3102075;55234;5602;23965;-235;152;-262
3103092;57053;-5219;30454;-181;96;-232
3104076;57748;-6703;37565;-126;38;-196
3105076;45657;-4237;49655;-68;-21;-158
3106079;50661;-17764;62273;-12;-77;-116
3107080;53773;-28419;70796;41;-134;-71
3108079;36774;-23391;85209;93;-187;-27
3109080;26958;-28730;100173;140;-236;16
3110079;31196;-38019;108648;181;-277;59
3111079;23008;-34691;121625;213;-309;100
3112078;2944;-34356;137546;238;-334;140
3113091;1340;-38379;147267;257;-351;174
3114075;-3351;-37301;155934;270;-360;204
3115080;-25187;-35841;167594;276;-358;228
3116075;-32824;-36080;174704;273;-346;248
3117075;-32082;-33494;176955;264;-326;259
3118075;-38953;-30238;183084;244;-300;265
3119080;-47644;-31651;186340;216;-268;264
3120080;-54061;-21978;183635;181;-230;254
3121079;-60357;-10630;183970;138;-186;239
3122079;-62943;-14101;180738;93;-132;218
3123090;-65768;-7445;173220;39;-77;192
3124079;-71682;3758;167618;-15;-19;157
3125079;-64212;3232;160291;-71;36;119
3126079;-53079;4884;148201;-126;94;77
3127079;-60525;15945;136325;-180;152;33
3128079;-60812;24013;126509;-232;209;-12
3129078;-41706;19919;110995;-279;261;-56
3130078;-40845;27629;98186;-325;305;-99
3131077;-42114;31220;89758;-366;341;-141
3132078;-26934;28634;75225;-399;370;-183
3133077;-15562;35865;62273;-430;395;-222
3134089;-13694;34237;52433;-451;410;-256
3135078;-2154;32273;40198;-465;416;-285
3136078;18770;34165;29065;-473;416;-306
3137078;18411;33494;24396;-471;409;-322
3138078;23223;25881;20949;-457;392;-332
3139077;34380;24420;14413;-435;366;-338
3140078;33207;29879;13646;-403;332;-335
3141077;41706;18626;14197;-364;293;-326
3142078;54396;8571;11492;-320;247;-309
3143077;58849;9241;17405;-276;198;-286
