Timestamp;scop_accx;scop_accy;scop_accz;scop_gyrox;scop_gyroy;scop_gyroz
1209079;15562;33447;31579;-456;404;-279
1210078;16041;34380;26910;-448;393;-296
1211093;19201;27054;24756;-436;375;-306
1212076;29544;24588;18842;-413;349;-311
1213076;29664;29903;17286;-384;317;-308
1214076;38402;18195;18195;-349;279;-300
1215076;50565;7757;15873;-308;232;-288
1216075;54468;9888;20685;-265;183;-270
1217076;49129;3663;29137;-219;131;-247
1218075;53989;-6536;34548;-172;76;-219
1219075;56598;-10103;42401;-122;21;-186
1220080;44244;-10079;54539;-68;-35;-148
1221088;46351;-16496;64068;-13;-88;-108
1222077;46567;-24779;73645;39;-141;-70
1223077;35170;-29209;89854;91;-189;-30
1224077;27198;-31986;102136;138;-233;10
1225077;24325;-32752;110444;178;-271;51
1226076;21332;-37995;125551;210;-305;90
1227077;11156;-43885;137594;235;-331;125
1228076;-239;-35410;145304;253;-346;157
1229076;-10342;-32585;156317;261;-351;184
1230075;-17932;-42090;166516;261;-348;207
1231075;-26216;-37541;171137;253;-334;224
1232091;-38570;-27293;175566;239;-314;235
1233075;-37804;-30573;182438;221;-286;241
1234075;-35314;-35745;181863;193;-250;239
1235080;-52433;-19991;179493;161;-210;232
1236075;-63398;-9265;180762;123;-164;219
1237080;-53989;-15921;176093;80;-116;201
1238075;-58250;-6009;169437;33;-65;177
1239079;-70533;5315;164625;-21;-10;148
1240080;-61387;4979;155527;-77;44;116
1241079;-50661;8092;144083;-134;102;77
1242090;-59759;16160;133548;-187;158;36
1243079;-56694;23223;122008;-236;210;-4
1244079;-36822;23989;107044;-282;259;-45
1245078;-38929;30214;97276;-323;300;-87
1246078;-37660;29879;87771;-361;335;-128
1247078;-24875;32130;72592;-392;363;-166
1248078;-19345;38402;62704;-415;384;-201
1249077;-15059;32800;52959;-430;396;-233
1250078;-981;33758;39839;-442;403;-262
1251078;13934;37277;31675;-448;399;-283
1252078;14532;32848;27988;-445;387;-299
1253090;26336;24660;22242;-433;367;-309
1254079;33470;25641;17022;-412;341;-312
1255075;29688;26910;18291;-386;308;-311
1256075;38618;17501;17573;-351;270;-303
1257076;47165;13982;16615;-308;227;-290
1258076;51714;8882;23726;-264;178;-268
1259077;52600;-1604;29113;-212;125;-244
1260076;55258;-4525;34356;-158;67;-212
1261077;54539;-10055;45058;-102;10;-178
1262077;50326;-17693;55018;-50;-44;-141
1263090;46375;-16136;63661;-3;-97;-103
1264080;36774;-17669;77069;45;-149;-64
1265075;36822;-32034;92296;91;-198;-22
1266075;34332;-36367;101969;132;-241;18
1267076;18148;-29041;113149;170;-276;56
1268076;13359;-36320;128305;204;-303;94
1269077;17094;-47046;136206;233;-325;129
1270075;957;-35889;144873;251;-338;160
1271075;-18291;-31531;159142;261;-345;187
1272079;-15490;-41706;167211;261;-345;210
1273079;-20398;-37134;171113;254;-335;225
1274088;-41946;-27174;177386;242;-315;235
1275077;-45082;-28874;182294;221;-290;238
1276077;-37493;-32034;180594;192;-253;236
1277077;-50685;-20709;180355;158;-210;230
1278077;-61483;-14341;181049;116;-161;218
1279076;-54515;-13072;174465;73;-111;196
1280077;-58394;-2130;169533;25;-56;170
1281076;-65864;1556;164098;-21;-1;141
1282076;-62464;6200;152917;-71;56;106
1283075;-58873;12880;143053;-126;109;70
1284090;-58322;14772;132997;-180;160;30
1285080;-47429;18866;119829;-232;209;-10
1286080;-40150;25977;106661;-279;254;-53
1287075;-42257;32656;97707;-325;296;-96
1288080;-28969;28419;84132;-366;332;-137
1289080;-22816;33782;69551;-398;363;-172
1290079;-22553;37445;62392;-421;387;-206
1291079;-12066;31962;51571;-438;401;-235
1292078;2178;36607;39240;-447;406;-262
1293079;8643;37086;32872;-447;403;-283
1294078;14125;29879;26336;-439;389;-299
1295092;31890;25809;18986;-424;370;-308
1296075;32872;26527;16711;-403;343;-311
1297076;33159;20542;18387;-374;308;-308
1298075;41204;16615;17334;-341;268;-299
1299075;41898;19057;18938;-302;222;-285
1300080;49368;7685;25378;-256;174;-265
1301075;56479;-5267;28155;-207;122;-241
1302079;55473;-4094;35434;-155;68;-212
1303079;48817;-8667;47333;-102;13;-177
1304078;52624;-20015;55114;-47;-44;-138
1305079;49248;-19345;64739;7;-99;-100
1306105;33423;-18746;80157;59;-154;-59
1307079;37014;-29640;92392;106;-201;-16
1308079;36846;-35625;102040;145;-244;24
1309079;16950;-32944;116501;180;-282;62
1310078;7278;-35745;129215;209;-311;99
1311078;12617;-41826;135942;232;-332;134
1312077;3543;-39025;147818;247;-343;164
1313078;-13503;-39169;160507;257;-346;189
1314077;-17429;-36631;166564;262;-338;209
1315077;-23056;-31579;172669;257;-325;224
1316092;-38187;-32752;179134;245;-303;235
1317092;-47117;-28443;181432;222;-277;241
1318076;-47812;-23295;180546;193;-242;239
1319077;-49655;-21404;182486;157;-201;232
1320077;-51092;-22050;179972;116;-155;216
1321078;-59160;-9217;173459;68;-105;195
1322078;-64858;3040;169724;16;-51;169
1323079;-57819;-1867;161369;-38;4;138
1324079;-60142;6727;150738;-91;61;103
1325079;-64834;15825;142694;-143;117;65
1326079;-56551;15849;132207;-193;170;24
1327075;-41611;18339;119183;-242;222;-15
1328090;-45585;25210;107044;-285;270;-56
1329079;-45298;32345;95911;-328;308;-97
1330080;-22960;30454;80181;-364;341;-137
1331079;-21499;35242;68785;-395;364;-175
1332075;-20638;33949;61459;-419;384;-210
1333080;-8858;33470;48841;-436;395;-241
1334075;95;39935;39791;-448;401;-267
1335080;4501;34117;33542;-451;399;-286
1336080;17022;28802;23965;-447;389;-302
1337079;33997;30023;18195;-432;370;-311
1338078;31220;27198;18195;-407;341;-314
1339089;38043;17118;17549;-375;305;-312
1340078;44915;16041;16424;-335;264;-302
1341078;40390;18531;20590;-291;216;-286
1342077;47405;7661;25043;-245;166;-265
1343077;55186;-2106;27054;-198;111;-239
1344077;54539;-4692;37876;-151;54;-209
1345077;48530;-11109;48626;-97;-3;-175
1346076;51379;-18004;55569;-44;-59;-140
1347077;49799;-22266;68258;6;-111;-102
1348076;38857;-26551;81354;56;-161;-59
1349090;34979;-26431;91554;103;-204;-18
1350079;29209;-30286;103716;148;-244;24
1351079;18770;-38833;119398;184;-280;64
1352079;10247;-38067;129909;216;-311;102
1353078;3806;-34859;137882;242;-332;137
1354078;574;-40054;151840;259;-346;166
1355078;-3184;-46950;159860;265;-351;192
1356078;-19560;-33734;164936;264;-348;212
1357078;-32417;-28251;173938;253;-334;225
1358078;-33159;-37780;179756;238;-311;235
1359077;-41395;-28802;180762;213;-279;236
1360089;-55521;-18171;182055;186;-242;233
1361078;-54396;-19632;183324;154;-199;222
1362077;-46279;-22553;177721;112;-152;209
1363078;-61818;-8595;172550;67;-102;187
1364077;-69575;2681;168886;18;-48;161
1365077;-54659;-407;158687;-30;6;132
1366076;-56407;8283;150068;-83;61;99
1367077;-63542;14844;142167;-138;114;62
1368076;-57005;18579;129239;-193;166;22
1369076;-45346;21236;117483;-247;218;-19
1370075;-47572;22720;106015;-297;265;-62
1371089;-40246;30119;92320;-341;305;-102
1372078;-22457;33997;78625;-377;340;-141
1373078;-22888;36224;70054;-403;366;-177
1374077;-14245;30861;59543;-424;387;-209
1375078;-5147;34955;46375;-439;398;-238
1376077;-2944;39791;40198;-447;399;-261
1377078;4860;31986;32393;-447;395;-280
1378077;20350;31076;21978;-436;381;-294
1379077;30166;31842;19704;-421;361;-303
1380076;30454;24109;18435;-399;331;-305
1381090;43574;16065;15538;-367;296;-300
1382079;46830;15897;16519;-331;256;-291
1383080;42736;12904;21452;-290;212;-276
1384080;46998;7613;24636;-242;163;-254
1385075;49081;4644;29424;-189;109;-228
1386075;52409;-5937;41347;-134;53;-198
1387076;53462;-16112;48841;-77;-3;-163
1388076;49344;-15275;56862;-25;-59;-126
1389077;44268;-21068;70724;22;-112;-87
1390077;45154;-32178;80971;70;-161;-47
1391078;36248;-27748;91219;112;-207;-7
1392093;20254;-27198;106996;152;-248;33
1393077;20685;-39624;121050;186;-282;70
1394077;17788;-40749;129646;213;-306;105
1395077;-1987;-33614;141090;236;-323;138
1396078;-8619;-38714;154066;253;-332;167
1397079;-1915;-46615;158232;264;-337;192
1398079;-17836;-35146;165391;265;-332;212
1399079;-35506;-31052;175997;259;-319;228
1400075;-32752;-34261;178942;242;-297;239
1401079;-37588;-26575;180427;216;-268;242
1402079;-55066;-21571;182797;186;-232;238
1403093;-58801;-18004;182055;148;-187;227
1404076;-52935;-15514;176907;106;-140;210
1405076;-59687;-9600;173172;61;-87;187
1406075;-62009;-3974;167546;9;-30;160
1407077;-57843;2968;157155;-41;29;129
1408076;-59017;12042;149924;-94;83;96
1409075;-56742;11707;139725;-145;137;59
1410075;-55856;19800;126485;-195;186;18
1411080;-53678;24779;117220;-245;236;-22
1412080;-45609;22266;105273;-293;280;-64
1413079;-31794;28251;90452;-340;320;-103
1414092;-28874;34811;78505;-377;354;-143
1415075;-25809;36224;68713;-407;380;-180
1416076;-6009;31675;55401;-432;398;-213
1417075;-3016;36128;45034;-447;407;-241
1418075;-3016;35027;40150;-454;410;-265
1419080;8427;30789;30669;-451;406;-283
1420075;18435;35434;23391;-442;392;-297
1421079;24181;30023;21428;-424;369;-306
1422080;34069;20183;16711;-396;335;-308
1423079;46950;19488;14580;-364;297;-302
1424079;44388;16663;18171;-328;254;-291
1425090;47596;6296;21691;-285;206;-276
1426078;51283;4788;24803;-241;154;-254
1427079;44244;7086;32800;-193;99;-230
1428078;50421;-5410;41611;-143;42;-198
1429079;56790;-16879;47429;-88;-15;-164
1430078;48099;-15514;59878;-33;-70;-126
1431078;39001;-20757;73454;21;-122;-87
1432077;43191;-29712;81259;74;-170;-45
1433078;39863;-31459;94187;120;-213;-4
1434077;23175;-33183;109750;160;-254;36
1435093;18770;-33925;119757;193;-291;76
1436076;16041;-37134;129981;218;-319;111
1437077;-191;-40892;144202;239;-338;143
1438076;-11013;-38426;154042;248;-348;170
1439076;-12689;-36343;159094;251;-348;195
1440075;-15753;-38857;169078;247;-338;215
1441076;-24325;-41850;175399;238;-322;228
1442075;-37876;-28179;177123;224;-297;236
1443075;-45106;-20542;181624;203;-264;238
1444080;-48051;-27700;183467;174;-227;233
1445293;-56144;-18291;180403;138;-186;221
1446079;-64811;-7589;176763;97;-137;204
1447079;-59208;-9504;173890;50;-85;181
1448080;-51379;-8619;165894;-1;-32;155
1449080;-63589;5434;156915;-54;21;125
1450075;-65768;15083;149350;-109;76;90
1451075;-49823;11731;136230;-164;132;53
1452076;-51954;20661;125192;-218;187;13
1453075;-56096;25234;116741;-268;241;-29
1454076;-43382;24732;102926;-312;285;-70
1455076;-31316;30358;89782;-352;320;-109
1456089;-33494;31723;78769;-383;351;-146
1457079;-24301;34261;65912;-407;374;-181
1458080;-2346;35482;52385;-428;392;-215
1459079;-2944;36272;45561;-444;399;-244
1460075;1316;31148;39312;-451;398;-267
1461075;13120;32106;28826;-451;390;-285
1462076;15227;36966;24205;-442;375;-297
1463075;22122;27437;20614;-424;354;-306
1464076;35577;21308;14077;-398;325;-308
1465076;45561;21499;15490;-366;290;-302
1466092;44388;14030;19991;-328;248;-291
1467075;50445;6512;21332;-283;201;-274
1468080;53821;4357;25450;-235;149;-251
1469079;46615;1867;33949;-181;94;-224
1470079;49631;-5003;40701;-125;38;-193
1471079;50757;-11156;47979;-71;-18;-160
1472079;47046;-18770;62919;-19;-74;-122
1473078;43287;-25067;73932;29;-128;-83
1474078;38067;-24301;82935;74;-178;-42
1475077;36343;-32154;97659;119;-224;-3
1476090;31292;-40533;109486;157;-265;36
1477080;18004;-31723;118991;189;-297;73
1478080;5171;-31555;132830;218;-322;108
1479079;2705;-45034;146429;239;-335;141
1480080;-3758;-41036;154066;253;-341;169
1481079;-21954;-30023;161752;261;-343;195
1482079;-22505;-38331;171496;259;-338;213
1483079;-17669;-45705;174345;250;-322;227
1484079;-37708;-28371;176859;232;-297;233
1485078;-52313;-20614;182797;206;-265;235
1486079;-44125;-28036;182581;174;-227;230
1487090;-49081;-18052;179924;134;-183;219
1488075;-66678;-7182;177984;90;-134;203
1489080;-62704;-7350;172885;44;-79;181
1490080;-54037;-5027;164385;-4;-21;154
1491079;-63350;3687;156269;-53;36;122
1492080;-63111;11324;146860;-105;93;85
1493079;-50014;14891;133835;-157;145;45
1494080;-51882;22888;125360;-209;192;6
1495079;-50733;23151;115137;-257;241;-33
1496079;-41730;27078;99574;-302;282;-73
1497288;-37397;33111;88777;-346;320;-116
1498079;-32369;29879;77332;-383;351;-157
1499078;-18291;34093;63135;-412;374;-192
1500079;-6607;38235;52744;-435;392;-224
1501078;-5075;35434;45848;-447;401;-251
1502078;8762;30142;36152;-450;403;-273
1503077;15969;33423;27054;-444;395;-288
1504077;14484;33087;24899;-430;380;-299
1505076;23798;25306;20015;-410;357;-303
1506077;33542;26455;14987;-384;323;-303
1507076;41299;20949;17381;-355;283;-299
1508089;47500;8762;18267;-319;236;-286
1509077;53821;7709;20087;-274;187;-270
1510078;52002;5051;27126;-227;138;-248
1511077;51499;-4668;34787;-177;87;-221
1512077;52121;-6272;40677;-123;33;-189
1513077;43023;-4955;51475;-68;-22;-154
1514078;47381;-19416;65074;-13;-77;-116
1515077;50110;-29089;73693;39;-131;-74
1516078;35242;-23846;86071;90;-180;-33
1517079;27653;-31004;100484;134;-222;7
1518080;31842;-41012;109008;169;-262;47
1519092;21835;-35122;120763;198;-297;82
1520076;1963;-33949;136780;222;-323;116
1521077;2896;-41563;146309;241;-341;148
1522076;119;-40174;153635;253;-349;175
1523077;-23295;-34524;164481;257;-345;196
1524077;-29712;-36176;171927;254;-331;215
1525078;-25306;-36559;173699;245;-311;227
1526077;-34739;-30454;179086;227;-285;233
1527079;-45801;-29400;183108;203;-253;233
1528079;-48147;-22290;180522;174;-213;227
1529080;-53270;-12473;179924;138;-170;218
1530092;-60166;-13694;177506;94;-120;201
1531076;-63015;-6895;170323;42;-68;178
1532075;-66079;2992;164409;-13;-15;149
1533079;-60190;3088;157083;-68;38;117
1534078;-51427;6296;145328;-123;91;80
1535077;-56742;17908;133404;-175;146;42
1536078;-57460;25522;124211;-225;199;1
1537078;-40845;21332;110420;-273;251;-39
1538079;-39456;28921;97036;-314;296;-80
1539078;-41826;33375;89375;-354;331;-119
1540078;-28083;30119;76351;-386;358;-157
1541092;-15825;36343;63278;-413;380;-192
1542076;-13934;35984;53725;-432;395;-222
1543076;-4716;33423;42664;-444;399;-250
1544075;15634;33638;32202;-453;398;-274
1545075;15969;34069;27581;-453;389;-291
1546080;18746;27150;24923;-441;370;-303
1547075;29305;25019;18555;-421;346;-308
1548080;29352;30430;17621;-392;314;-306
1549075;37636;18770;18650;-357;279;-297
1550079;49679;7900;15993;-314;235;-285
1551091;54276;9241;20877;-270;184;-267
1552080;49224;3280;29376;-221;131;-241
1553080;53821;-6631;34572;-169;73;-212
1554079;56790;-10031;42066;-116;16;-180
1555079;44364;-9983;54348;-61;-38;-145
1556079;46040;-16783;64188;-10;-91;-108
1557080;46112;-24779;73741;38;-145;-70
1558079;35458;-29065;89902;83;-193;-29
1559079;27772;-32034;102208;126;-236;10
1560079;24827;-32441;110157;166;-273;48
1561079;22313;-37828;124642;199;-302;85
1562088;11420;-43837;137187;230;-323;120
1563077;-239;-35194;144729;251;-337;152
1564077;-9983;-32680;155575;264;-343;180
1565076;-17597;-42449;166349;268;-343;204
1566076;-26360;-37062;171568;262;-334;221
1567076;-38810;-26360;175518;250;-317;232
1568076;-37325;-31076;182198;227;-290;236
1569075;-34883;-36487;181983;198;-256;235
1570075;-52313;-19632;179349;164;-213;228
1571080;-62464;-8714;180450;122;-166;216
1572089;-53366;-16136;175471;80;-116;198
1573078;-58538;-6177;169150;35;-62;175
1574078;-70509;5291;164338;-12;-6;146
1575078;-61363;4381;155407;-62;50;111
1576078;-51283;7541;144346;-116;105;74
1577078;-60262;15921;133404;-167;155;36
1578079;-56646;23008;122176;-221;204;-4
1579078;-36894;23870;107356;-271;251;-47
1580079;-39480;30573;97132;-319;293;-88
1581080;-37948;29975;87915;-360;331;-128
1582089;-25067;31938;72687;-392;361;-164
1583079;-19297;38331;62536;-419;386;-196
1584080;-14796;32704;53199;-439;401;-227
1585075;-957;33518;40054;-450;406;-256
1586075;14341;37110;31483;-450;404;-279
1587076;14652;32776;27772;-439;392;-294
1588076;25258;24636;22242;-424;374;-302
1589077;32513;25570;17429;-404;349;-305
1590076;29759;26695;18579;-378;315;-303
1591077;38642;16927;17836;-346;277;-297
1592077;46998;13670;16232;-306;230;-283
1593090;51355;9265;23415;-262;181;-265
1594075;51858;-1675;29664;-213;128;-242
1595075;54970;-4955;34524;-161;76;-215
1596076;54659;-9600;44867;-106;21;-183
1597076;49655;-16663;54875;-51;-35;-146
1598075;46160;-16112;63733;3;-91;-106
1599079;37612;-17956;76518;54;-145;-65
1600079;36918;-31627;91913;102;-192;-22
1601078;34045;-35984;102280;141;-236;16
1602078;19177;-29448;112766;178;-274;56
1603078;14700;-37325;127730;207;-306;94
1604089;17070;-47907;136277;228;-328;128
1605078;790;-35913;144801;244;-341;157
1606078;-17884;-31004;158974;256;-346;184
1607078;-14772;-42042;167211;262;-341;206
1608079;-20111;-37756;171113;259;-326;222
1609078;-42592;-26886;177434;247;-306;233
1610078;-44747;-29161;182222;224;-280;239
1611078;-36439;-33087;180307;195;-247;238
1612078;-51044;-20422;180331;160;-207;232
1613077;-62560;-13311;180953;119;-161;219
1614152;-54132;-13575;174250;74;-109;199
1615077;-57149;-2873;169413;22;-53;172
1616225;-65840;1891;163739;-30;3;141
1617076;-62584;6033;152845;-83;59;108
1618075;-57724;12737;143340;-135;117;71
1619075;-58179;15322;133357;-184;172;33
1620080;-48291;19536;119805;-235;222;-6
1621075;-39695;25833;106541;-280;271;-45
1622079;-42664;32680;97324;-323;311;-87
1623080;-30645;28706;84180;-363;343;-126
1624090;-22960;33399;70150;-398;367;-164
1625089;-22242;37517;62584;-427;387;-198
1626077;-12856;32297;51523;-447;398;-230
1627079;1675;36583;39217;-459;401;-257
1628078;8714;36942;32872;-462;399;-280
1629078;13790;30214;26767;-454;389;-296
1630077;31794;25809;19656;-439;369;-306
1631077;32824;26719;16879;-413;340;-308
1632076;32010;21164;18722;-381;305;-306
1633076;40390;16352;17190;-345;265;-300
1634075;41587;19177;17980;-300;216;-285
1635088;48841;8212;24899;-254;169;-265
1636077;56503;-5434;28036;-207;116;-239
1637078;55784;-4189;35098;-158;61;-210
1638078;48841;-8499;46926;-105;6;-178
1639077;52289;-20254;55306;-51;-50;-141
1640078;49320;-19608;65146;0;-102;-103
1641077;34093;-18626;79750;51;-151;-64
1642077;37205;-29879;92368;99;-196;-21
1643076;36774;-36152;102088;143;-238;19
1644077;17549;-33327;116286;183;-273;59
1645089;8020;-36248;129382;215;-302;97
1646079;12928;-42616;135823;241;-325;131
1647080;3543;-39169;147698;256;-338;161
1648076;-13838;-38881;160435;261;-343;189
1649075;-17070;-37325;166253;257;-340;210
1650076;-22409;-32609;172262;248;-325;224
1651076;-38594;-32680;179158;233;-303;235
1652077;-47070;-28347;181360;209;-273;241
1653077;-46974;-24061;180331;183;-238;238
1654078;-49512;-21667;182007;152;-198;232
1655079;-51164;-21475;179493;112;-152;218
1656093;-58921;-9241;173244;68;-103;198
1657077;-64811;2705;169509;18;-51;174
1658078;-58203;-1340;161034;-33;0;145
1659078;-60166;7134;150068;-87;53;111
1660079;-64978;15801;143053;-140;108;71
1661078;-57317;16160;132135;-196;163;32
1662079;-42114;18602;118632;-250;216;-7
1663078;-45968;25306;107164;-296;262;-48
1664077;-45681;32800;95217;-335;299;-94
1665076;-23151;30693;79798;-370;332;-135
1666090;-21715;34644;69168;-398;360;-174
1667080;-20805;33303;61842;-419;384;-207
1668075;-8283;33590;49200;-435;398;-238
1669079;574;39600;40174;-444;401;-262
1670080;4405;33638;33614;-447;395;-282
1671079;16879;28898;23606;-442;381;-297
1672079;33399;29616;17693;-428;361;-306
1673078;30837;26288;18459;-407;334;-308
1674079;38450;16567;18004;-378;300;-305
1675078;44867;15490;16376;-340;262;-297
1676093;40222;17741;20398;-299;216;-282
1677077;47189;7924;24540;-251;166;-261
1678077;54731;-1699;27413;-199;112;-236
1679077;54899;-5506;38259;-145;59;-206
1680077;49081;-11444;48051;-90;3;-172
1681076;50757;-17214;55353;-36;-56;-135
1682076;49703;-22505;68330;15;-111;-96
1683075;40629;-27916;81259;64;-163;-54
1684075;35386;-26144;91147;106;-210;-13
1685080;27772;-29305;103525;146;-251;27
1686153;19512;-39456;119422;181;-286;67
1687079;12090;-38546;129669;210;-311;102
1688078;2777;-34093;137858;233;-326;135
1689078;-718;-39935;151529;248;-337;163
1690077;-2202;-47333;159310;259;-340;189
1691077;-19704;-33566;164505;261;-335;210
1692076;-33901;-27269;174130;257;-322;225
1693077;-32609;-36631;179684;244;-300;235
1694076;-39600;-28898;180163;219;-271;238
1695076;-55760;-18291;181624;189;-235;232
1696075;-55545;-19416;183443;152;-192;221
1697076;-46208;-22361;178056;109;-146;207
1698093;-61219;-8930;172741;65;-96;187
1699076;-69096;1628;168958;15;-41;161
1700076;-54563;-311;158328;-36;15;132
1701075;-56670;8810;150475;-88;73;99
1702075;-63422;14484;142718;-138;128;61
1703080;-57293;18890;129334;-187;177;22
1704075;-46830;22194;117483;-236;225;-18
1705079;-47524;22505;105680;-285;273;-61
1706080;-39336;29161;92080;-332;312;-102
1707075;-23463;34141;78697;-372;348;-140
1708090;-23487;35936;69958;-406;372;-178
1709079;-13287;30741;58945;-430;390;-213
1710075;-4812;35721;46327;-445;401;-245
1711075;-2992;38953;39887;-453;406;-271
1712075;5315;31483;31794;-448;404;-290
1713075;19393;32130;22625;-438;390;-299
1714076;28203;31914;20614;-419;370;-306
1715076;31603;23104;18818;-395;338;-308
1716077;44987;16591;15251;-366;303;-303
1717078;46279;16304;16256;-331;261;-294
1718079;43742;11540;20733;-288;213;-277
1719093;48219;7445;23798;-244;163;-257
1720078;48171;5961;29472;-195;111;-232
1721078;52217;-5793;40940;-145;56;-201
1722079;55593;-16807;48147;-94;-1;-167
1723078;49679;-14604;56982;-41;-59;-131
1724079;42904;-20494;70772;12;-112;-91
1725079;46016;-32800;80205;65;-163;-48
1726075;37565;-28419;91075;112;-209;-7
1727075;20207;-27102;107643;155;-251;32
1728076;21619;-38474;120907;190;-288;71
1729142;19297;-40581;129693;218;-317;106
1730077;-1819;-34620;141545;239;-338;140
1731076;-9576;-38019;153420;253;-349;169
1732076;-3208;-44053;157993;259;-349;192
1733075;-16663;-35745;165894;256;-340;210
1734076;-33614;-33207;176021;248;-325;224
1735075;-33686;-32656;179325;233;-300;235
1736075;-38522;-25354;180666;210;-270;238
1737075;-53630;-22768;182557;183;-233;233
1738075;-59088;-18052;181983;148;-192;224
1739080;-56263;-13982;176883;108;-145;207
1740089;-58729;-10223;173507;61;-93;184
1741078;-58729;-6009;167402;7;-38;157
1742078;-60022;3950;157490;-47;16;126
1743077;-61507;13000;150451;-102;73;91
1744078;-55449;10893;139677;-157;131;54
1745077;-55521;20183;126653;-207;186;16
1746077;-54875;25163;117028;-256;238;-25
1747077;-45681;22361;105009;-299;283;-68
1748077;-31531;28491;90500;-340;320;-108
1749076;-30262;34261;78936;-374;352;-146
1750091;-26647;35601;68474;-401;377;-181
1751080;-5075;32178;54611;-424;393;-212
1752075;-2849;36655;44915;-439;399;-239
1753079;-2825;34572;40270;-447;399;-264
1754080;9409;31220;30573;-447;393;-283
1755079;18195;36439;23175;-441;378;-297
1756079;23487;30023;21188;-425;355;-306
1757079;34404;20326;15873;-403;326;-308
1758079;47788;19895;14389;-369;293;-303
1759078;44819;16735;18411;-328;251;-293
1760089;47836;6751;21452;-285;203;-276
1761078;52002;4740;24396;-236;149;-254
1762078;44795;6799;32513;-183;94;-227
1763077;50445;-4788;41299;-129;38;-196
1764078;56814;-16783;46950;-77;-18;-163
1765077;48698;-16615;60214;-27;-74;-126
1766078;39288;-21045;73478;21;-128;-87
1767077;42616;-28969;81259;70;-177;-45
1768078;40174;-32082;94594;112;-221;-3
1769077;24540;-34284;109702;152;-261;36
1770077;18962;-33303;120308;187;-294;73
1771088;14915;-36391;131274;221;-320;109
1772078;-23;-41587;144849;247;-337;145
1773078;-10654;-38786;153875;261;-348;174
1774078;-14413;-34859;159094;267;-351;198
1775078;-16424;-38187;169724;261;-345;216
1776078;-23008;-42521;176141;248;-331;228
1777079;-38426;-28012;177697;228;-308;235
1778075;-47093;-20278;181959;201;-276;236
1779075;-47261;-28083;183228;172;-238;233
1780076;-54899;-18746;180235;137;-192;222
1781093;-65912;-7493;177530;97;-141;207
1782077;-59471;-9457;174393;54;-88;186
1783078;-50757;-9217;165774;6;-32;160
1784079;-63925;4668;156604;-42;24;129
1785078;-66534;14844;149110;-97;80;93
1786079;-49990;12186;136373;-152;132;54
1787075;-51810;20829;125288;-207;183;15
1788076;-55353;25139;116549;-257;233;-25
1789076;-42904;25210;102376;-305;277;-67
1790077;-32417;31244;89495;-349;315;-108
1791076;-33806;31483;78505;-386;348;-148
1792090;-23558;33758;65601;-412;372;-184
1793080;-2873;36415;52528;-433;392;-216
1794079;-3088;37181;45489;-445;401;-244
1795078;2250;31435;38594;-450;401;-267
1796077;13599;32537;27964;-447;390;-285
1797078;15610;36631;24037;-436;370;-296
1798078;22529;27102;20949;-418;348;-303
1799077;35458;22074;14556;-393;317;-305
1800078;45585;21547;15466;-363;283;-299
1801077;44795;13646;19177;-325;242;-288
1802077;50972;7038;20829;-282;195;-273
1803092;54611;4118;25187;-235;143;-251
1804075;47692;215;33542;-180;90;-225
1805075;49847;-4740;40342;-125;38;-193
1806080;49895;-9696;48051;-70;-18;-160
1807075;47309;-19201;63613;-16;-74;-120
1808080;44484;-25689;74028;35;-126;-79
1809080;37708;-23750;82839;83;-177;-38
1810079;35170;-32249;97994;125;-222;3
1811079;31794;-41850;109247;161;-262;41
1812079;18818;-32513;119087;193;-294;80
1813091;4932;-31387;133668;219;-319;116
1814080;2873;-44747;146573;239;-334;146
1815075;-3399;-41299;153803;253;-341;174
1816080;-22840;-30550;161824;262;-341;196
1817075;-23654;-37804;171975;264;-331;216
1818079;-17621;-44580;174704;256;-312;230
1819080;-37972;-27748;177338;236;-286;238
1820079;-53223;-20709;183324;209;-254;239
1821079;-44508;-27892;182318;175;-216;233
1822078;-49799;-17741;179972;137;-177;221
1823079;-66965;-7685;178296;96;-131;203
1824090;-63087;-7326;172981;48;-77;180
1825078;-55832;-4118;164840;-4;-19;151
1826077;-63278;3591;156724;-58;39;119
1827078;-61578;10630;147291;-112;97;82
1828077;-50613;15825;134314;-163;152;45
1829077;-52289;23511;125144;-210;203;6
1830076;-49464;22337;114562;-256;253;-35
1831077;-41706;27629;99143;-300;296;-76
1832076;-38977;34021;88944;-343;332;-117
1833076;-32058;29376;77428;-380;361;-154
1834089;-17764;33854;62967;-412;383;-190
1835078;-8212;38522;52887;-433;396;-224
1836078;-5003;35410;45274;-448;404;-251
1837078;10103;30526;35170;-456;406;-276
1838079;16041;33518;26910;-453;401;-291
1839078;15203;32178;24540;-441;384;-302
1840078;25234;25378;19416;-418;360;-306
1841078;32920;27748;15203;-389;326;-305
1842079;40222;20566;17764;-355;290;-297
1843078;48602;7876;18004;-317;245;-285
1844089;54204;8212;20087;-274;199;-268
1845078;51451;4955;27605;-228;146;-247
1846079;52840;-5650;34548;-180;88;-219
1847079;53103;-6919;40653;-128;30;-187
1848080;42018;-4572;51810;-74;-27;-152
1849080;46926;-18866;64404;-22;-80;-116
1850075;50565;-29496;72855;32;-132;-76
1851080;35506;-24133;86071;83;-180;-35
1852075;27533;-30238;100652;129;-221;4
1853075;31651;-40078;108744;169;-259;44
