Timestamp;scop_pitchspeed;scop_rollspeed;scop_yawspeed
0;0;-2;0
1081;0;-2;0
2095;0;-2;3
3091;3;-2;3
4081;3;-2;3
5091;3;-2;5
6081;0;-5;5
7091;3;-8;5
8087;3;-8;5
9095;3;-5;5
10081;3;-5;5
11091;3;-2;5
12081;6;-2;5
13089;8;-2;8
14091;8;-2;8
15081;8;-2;8
16091;11;-2;5
17081;11;-5;5
18097;14;-5;5
19081;14;-5;3
20091;14;-5;3
21081;14;-5;3
22091;8;-8;0
23095;6;-10;-2
24091;6;-10;-4
25081;8;-13;-4
26091;8;-10;-4
27081;8;-5;-4
28097;6;-5;-4
29081;6;-5;-7
30091;6;-8;-7
31081;6;-10;-4
32091;3;-8;-2
33095;3;-8;-2
34091;3;-5;-2
35081;0;-5;0
36095;0;-5;3
37081;3;-5;0
38101;3;-8;0
39081;3;-8;0
40095;3;-8;-2
41081;3;-8;-4
42095;0;-5;-7
43095;0;-5;-4
44091;6;-5;-4
45081;6;-5;-4
46095;3;-8;-4
47081;0;-8;-2
48101;-1;-8;-2
49081;-4;-8;0
50095;-4;-8;0
51081;-1;-5;0
52091;0;-5;3
53081;0;-5;3
54088;-1;-5;0
55081;-1;-8;0
56081;-1;-8;0
57091;0;-8;-2
58087;0;-8;-2
59095;0;-8;-4
60081;0;-5;-4
61091;3;-2;-7
62081;6;-2;-4
63091;8;-2;-2
64098;8;-2;-2
65081;8;0;-2
66081;6;2;-2
67091;3;2;-2
68087;0;2;-2
69095;0;2;3
70081;0;0;3
71091;0;0;3
72081;0;-2;3
73091;6;-2;3
74095;8;-2;3
75091;8;-2;3
76081;8;0;0
77091;6;0;0
78087;6;0;-2
79094;6;0;-2
80081;6;0;0
81091;6;0;3
82081;6;0;3
83091;3;0;3
84095;0;0;3
85091;3;0;3
86081;3;0;3
87091;6;2;5
88087;6;2;5
89094;3;0;5
90081;0;0;3
91091;0;-2;0
92081;0;-2;0
93091;0;-5;3
94094;0;-5;5
95088;0;-2;5
96081;3;-2;3
97081;6;0;3
98097;6;2;0
99081;6;5;0
