Timestamp;scop_filter_fir;scop_filter_fir1;scop_filter_fir2;scop_filter_fir3;scop_filter_lp;scop_filter_raw
0;-9107;-9100;-9112;0;-9099;-9088
1077;-9106;-9097;-9113;0;-9097;-9076
2087;-9104;-9093;-9114;0;-9095;-9062
3083;-9102;-9089;-9114;0;-9091;-9083
4087;-9101;-9089;-9113;0;-9088;-9112
5077;-9100;-9091;-9112;0;-9088;-9109
6087;-9100;-9094;-9110;0;-9089;-9109
7077;-9099;-9095;-9107;0;-9092;-9117
8087;-9098;-9094;-9105;0;-9095;-9081
9078;-9096;-9091;-9103;0;-9095;-9045
10087;-9094;-9089;-9100;0;-9093;-9071
11078;-9093;-9091;-9097;0;-9090;-9117
12087;-9093;-9093;-9095;0;-9089;-9109
13083;-9092;-9094;-9093;0;-9090;-9083
14087;-9091;-9093;-9092;0;-9091;-9083
15078;-9091;-9091;-9091;0;-9090;-9085
16087;-9091;-9087;-9091;0;-9089;-9062
17078;-9090;-9085;-9091;0;-9087;-9076
18087;-9089;-9083;-9091;0;-9085;-9088
19078;-9088;-9082;-9091;0;-9083;-9059
20087;-9086;-9081;-9092;0;-9080;-9047
21078;-9084;-9079;-9093;0;-9076;-9062
22087;-9084;-9074;-9093;0;-9072;-9071
23083;-9083;-9072;-9093;0;-9070;-9081
24087;-9082;-9071;-9091;0;-9069;-9085
25091;-9081;-9072;-9089;0;-9070;-9090
26087;-9080;-9073;-9086;0;-9072;-9093
27078;-9079;-9076;-9084;0;-9075;-9093
28087;-9079;-9078;-9082;0;-9078;-9090
29078;-9079;-9078;-9080;0;-9081;-9078
30087;-9079;-9079;-9079;0;-9082;-9047
31078;-9077;-9078;-9078;0;-9081;-9033
32087;-9076;-9078;-9076;0;-9077;-9085
33083;-9076;-9081;-9074;0;-9075;-9126
34087;-9077;-9081;-9073;0;-9077;-9093
35091;-9076;-9079;-9073;0;-9079;-9050
36087;-9075;-9075;-9075;0;-9078;-9038
37078;-9074;-9071;-9076;0;-9075;-9042
38087;-9074;-9069;-9077;0;-9071;-9064
39078;-9073;-9067;-9077;0;-9067;-9078
40087;-9074;-9067;-9077;0;-9066;-9078
41078;-9074;-9068;-9077;0;-9065;-9066
42087;-9074;-9070;-9077;0;-9066;-9071
43083;-9073;-9069;-9078;0;-9066;-9078
44087;-9073;-9066;-9077;0;-9067;-9074
45091;-9071;-9064;-9077;0;-9068;-9050
46087;-9070;-9064;-9076;0;-9068;-9045
47078;-9069;-9067;-9074;0;-9066;-9078
48087;-9068;-9068;-9073;0;-9065;-9069
49078;-9066;-9066;-9072;0;-9065;-9038
50087;-9065;-9063;-9071;0;-9063;-9042
51078;-9066;-9062;-9069;0;-9061;-9081
52087;-9067;-9064;-9067;0;-9061;-9105
53083;-9067;-9066;-9065;0;-9063;-9088
54087;-9066;-9067;-9064;0;-9067;-9088
55078;-9067;-9070;-9063;0;-9072;-9090
56093;-9067;-9071;-9063;0;-9075;-9050
57087;-9067;-9070;-9064;0;-9075;-9018
58079;-9067;-9067;-9066;0;-9072;-9035
59087;-9066;-9066;-9066;0;-9067;-9054
60078;-9065;-9065;-9067;0;-9062;-9057
61087;-9065;-9065;-9067;0;-9059;-9066
62078;-9065;-9063;-9066;0;-9058;-9078
63093;-9064;-9060;-9067;0;-9058;-9064
64079;-9063;-9057;-9069;0;-9058;-9040
65087;-9062;-9055;-9069;0;-9058;-9054
66092;-9062;-9052;-9069;0;-9057;-9035
67087;-9060;-9050;-9069;0;-9054;-9009
68079;-9059;-9052;-9067;0;-9050;-9066
69087;-9059;-9054;-9066;0;-9048;-9081
70078;-9059;-9053;-9065;0;-9049;-9045
71087;-9058;-9051;-9064;0;-9049;-9033
72077;-9055;-9048;-9063;0;-9048;-9023
73093;-9053;-9046;-9061;0;-9047;-9064
74078;-9053;-9049;-9058;0;-9047;-9102
75087;-9053;-9053;-9056;0;-9050;-9081
76162;-9052;-9054;-9054;0;-9055;-9047
77003;-9052;-9059;-9051;0;-9059;-9097
78087;-9058;-9069;-9047;0;-9064;-9153
79078;-9061;-9074;-9045;0;-9073;-9105
80087;-9063;-9076;-9044;0;-9081;-9074
81078;-9064;-9081;-9044;0;-9087;-9081
82087;-9066;-9087;-9045;0;-9090;-9100
83083;-9068;-9092;-9048;0;-9093;-9095
84087;-9070;-9093;-9051;0;-9094;-9071
85078;-9072;-9091;-9055;0;-9094;-9071
86087;-9074;-9090;-9060;0;-9092;-9078
87091;-9077;-9090;-9064;0;-9089;-9076
88087;-9079;-9088;-9067;0;-9087;-9083
89078;-9081;-9083;-9071;0;-9085;-9085
90087;-9081;-9080;-9076;0;-9083;-9064
91078;-9082;-9081;-9080;0;-9081;-9093
92087;-9086;-9084;-9083;0;-9082;-9136
93084;-9089;-9088;-9085;0;-9085;-9148
94087;-9091;-9092;-9087;0;-9092;-9126
95078;-9091;-9095;-9088;0;-9099;-9085
96087;-9091;-9097;-9089;0;-9103;-9076
97226;-9093;-9099;-9089;0;-9104;-9095
98003;-9093;-9101;-9089;0;-9103;-9095
99087;-9092;-9102;-9090;0;-9102;-9090
100078;-9093;-9104;-9090;0;-9101;-9124
101087;-9095;-9107;-9089;0;-9102;-9126
102078;-9097;-9108;-9089;0;-9104;-9117
103093;-9098;-9106;-9089;0;-9106;-9102
104078;-9099;-9103;-9090;0;-9108;-9100
105087;-9100;-9103;-9092;0;-9108;-9107
106078;-9101;-9104;-9095;0;-9108;-9088
107087;-9101;-9104;-9097;0;-9106;-9074
108090;-9102;-9102;-9100;0;-9103;-9085
109087;-9102;-9102;-9103;0;-9100;-9102
110078;-9102;-9101;-9105;0;-9097;-9093
111087;-9102;-9096;-9107;0;-9095;-9066
112078;-9100;-9091;-9108;0;-9092;-9062
113093;-9098;-9087;-9109;0;-9087;-9076
114078;-9095;-9084;-9110;0;-9083;-9069
115087;-9093;-9082;-9109;0;-9080;-9083
116078;-9092;-9080;-9107;0;-9078;-9093
117087;-9092;-9080;-9105;0;-9078;-9085
118078;-9090;-9079;-9102;0;-9078;-9066
119091;-9088;-9078;-9100;0;-9077;-9062
120087;-9088;-9078;-9096;0;-9077;-9105
121079;-9087;-9079;-9092;0;-9078;-9109
122087;-9086;-9082;-9089;0;-9081;-9102
123083;-9084;-9085;-9087;0;-9084;-9081
124087;-9083;-9084;-9086;0;-9086;-9052
125078;-9081;-9082;-9085;0;-9085;-9052
126087;-9080;-9081;-9083;0;-9082;-9076
127078;-9081;-9081;-9080;0;-9080;-9097
128087;-9080;-9079;-9080;0;-9078;-9059
129091;-9079;-9077;-9079;0;-9076;-9045
130087;-9077;-9074;-9080;0;-9073;-9047
131079;-9076;-9070;-9080;0;-9069;-9059
132087;-9076;-9067;-9081;0;-9066;-9078
133083;-9076;-9066;-9081;0;-9065;-9090
134087;-9076;-9068;-9080;0;-9066;-9105
135078;-9076;-9070;-9079;0;-9069;-9074
136087;-9076;-9073;-9078;0;-9072;-9090
137077;-9076;-9076;-9077;0;-9076;-9102
138087;-9076;-9076;-9075;0;-9079;-9071
139090;-9075;-9077;-9075;0;-9081;-9054
140087;-9075;-9079;-9074;0;-9081;-9066
141078;-9076;-9082;-9073;0;-9080;-9107
142087;-9075;-9084;-9072;0;-9080;-9093
143083;-9075;-9083;-9071;0;-9082;-9066
144087;-9075;-9081;-9071;0;-9082;-9066
145078;-9076;-9078;-9072;0;-9080;-9066
146087;-9076;-9077;-9072;0;-9078;-9069
147078;-9077;-9077;-9073;0;-9077;-9090
148087;-9077;-9077;-9074;0;-9077;-9097
149091;-9078;-9077;-9075;0;-9077;-9066
150087;-9078;-9078;-9077;0;-9078;-9069
151077;-9080;-9080;-9078;0;-9078;-9114
152087;-9081;-9081;-9079;0;-9080;-9105
153083;-9081;-9080;-9080;0;-9083;-9057
154087;-9080;-9080;-9081;0;-9083;-9064
155078;-9079;-9081;-9081;0;-9082;-9078
156087;-9080;-9083;-9080;0;-9081;-9095
157078;-9081;-9085;-9080;0;-9082;-9112
158087;-9081;-9086;-9080;0;-9084;-9095
159099;-9081;-9084;-9079;0;-9086;-9066
160087;-9081;-9084;-9079;0;-9086;-9062
161078;-9082;-9084;-9079;0;-9085;-9085
162087;-9082;-9084;-9078;0;-9084;-9112
163083;-9083;-9085;-9079;0;-9085;-9109
164087;-9084;-9088;-9079;0;-9088;-9093
165078;-9085;-9090;-9080;0;-9090;-9093
166087;-9086;-9090;-9082;0;-9091;-9066
167078;-9085;-9087;-9084;0;-9090;-9050
168087;-9084;-9082;-9086;0;-9086;-9042
169095;-9083;-9079;-9087;0;-9081;-9069
170093;-9084;-9081;-9087;0;-9077;-9107
171087;-9084;-9081;-9087;0;-9076;-9088
172078;-9083;-9080;-9088;0;-9076;-9085
173093;-9083;-9080;-9087;0;-9077;-9105
174078;-9084;-9081;-9086;0;-9080;-9114
175087;-9086;-9083;-9084;0;-9085;-9112
176078;-9087;-9087;-9083;0;-9090;-9119
177087;-9088;-9093;-9081;0;-9095;-9121
178078;-9089;-9100;-9080;0;-9101;-9133
179087;-9092;-9108;-9079;0;-9107;-9136
180078;-9094;-9113;-9078;0;-9113;-9129
181218;-9098;-9118;-9078;0;-9119;-9150
182006;-9098;-9122;-9079;0;-9124;-9136
183093;-9102;-9125;-9081;0;-9129;-9109
184079;-9104;-9127;-9083;0;-9130;-9121
185087;-9107;-9128;-9086;0;-9131;-9131
186078;-9109;-9128;-9090;0;-9130;-9105
187087;-9111;-9126;-9096;0;-9128;-9095
188078;-9113;-9121;-9102;0;-9124;-9076
189087;-9114;-9116;-9108;0;-9118;-9078
190078;-9115;-9111;-9113;0;-9111;-9090
191217;-9115;-9107;-9118;0;-9105;-9102
192005;-9115;-9102;-9122;0;-9101;-9095
193093;-9113;-9096;-9126;0;-9097;-9057
194079;-9111;-9092;-9129;0;-9092;-9069
195087;-9108;-9087;-9131;0;-9087;-9069
196078;-9106;-9084;-9130;0;-9082;-9095
197087;-9104;-9084;-9127;0;-9080;-9102
198078;-9101;-9082;-9124;0;-9080;-9069
199087;-9098;-9082;-9119;0;-9080;-9078
200078;-9095;-9082;-9114;0;-9079;-9088
201087;-9093;-9082;-9109;0;-9080;-9090
202091;-9091;-9082;-9104;0;-9081;-9095
203093;-9089;-9083;-9098;0;-9083;-9093
204078;-9087;-9084;-9094;0;-9084;-9071
205087;-9085;-9084;-9090;0;-9084;-9057
206078;-9083;-9084;-9086;0;-9083;-9078
207087;-9084;-9085;-9083;0;-9082;-9119
208078;-9085;-9088;-9079;0;-9084;-9141
209087;-9086;-9090;-9078;0;-9088;-9100
210078;-9086;-9091;-9078;0;-9093;-9066
211087;-9085;-9089;-9078;0;-9093;-9057
212078;-9083;-9085;-9081;0;-9091;-9023
213093;-9081;-9079;-9083;0;-9084;-9030
214090;-9082;-9077;-9084;0;-9077;-9078
215087;-9082;-9078;-9085;0;-9071;-9107
216078;-9083;-9079;-9086;0;-9070;-9105
217087;-9082;-9078;-9086;0;-9072;-9081
218078;-9081;-9074;-9087;0;-9074;-9057
219087;-9081;-9071;-9086;0;-9075;-9083
220078;-9081;-9072;-9085;0;-9076;-9100
221087;-9081;-9075;-9084;0;-9078;-9093
222078;-9080;-9078;-9083;0;-9080;-9078
223093;-9080;-9082;-9082;0;-9082;-9076
224078;-9080;-9086;-9080;0;-9083;-9090
225091;-9079;-9083;-9079;0;-9083;-9045
226087;-9078;-9078;-9079;0;-9080;-9038
227078;-9077;-9074;-9079;0;-9076;-9047
228087;-9074;-9069;-9079;0;-9070;-9038
229078;-9072;-9068;-9079;0;-9065;-9071
230087;-9070;-9065;-9078;0;-9061;-9064
231078;-9070;-9062;-9078;0;-9059;-9057
232087;-9071;-9061;-9077;0;-9058;-9100
233083;-9072;-9061;-9077;0;-9060;-9076
234087;-9071;-9060;-9076;0;-9062;-9038
235092;-9070;-9059;-9075;0;-9063;-9059
236087;-9069;-9063;-9073;0;-9063;-9093
237078;-9068;-9067;-9071;0;-9065;-9090
238087;-9068;-9069;-9070;0;-9068;-9066
239078;-9068;-9072;-9070;0;-9070;-9076
240087;-9068;-9073;-9068;0;-9072;-9081
241078;-9067;-9073;-9066;0;-9073;-9066
242087;-9067;-9074;-9064;0;-9074;-9066
243083;-9067;-9072;-9062;0;-9074;-9066
244087;-9067;-9071;-9061;0;-9073;-9069
245091;-9067;-9074;-9061;0;-9073;-9076
246087;-9068;-9074;-9063;0;-9072;-9074
247078;-9069;-9071;-9064;0;-9072;-9059
248087;-9070;-9069;-9066;0;-9071;-9059
249078;-9071;-9069;-9067;0;-9070;-9071
250087;-9072;-9072;-9068;0;-9070;-9124
251078;-9076;-9079;-9068;0;-9074;-9172
252087;-9079;-9087;-9067;0;-9083;-9157
253083;-9082;-9095;-9067;0;-9095;-9153
254087;-9084;-9101;-9068;0;-9107;-9097
255090;-9086;-9104;-9070;0;-9114;-9066
256087;-9088;-9107;-9071;0;-9116;-9093
257079;-9090;-9111;-9072;0;-9115;-9124
258087;-9092;-9116;-9074;0;-9115;-9126
259078;-9095;-9117;-9076;0;-9115;-9093
260087;-9097;-9118;-9080;0;-9114;-9109
261078;-9099;-9115;-9084;0;-9113;-9112
262087;-9100;-9109;-9089;0;-9111;-9081
263083;-9102;-9103;-9094;0;-9109;-9081
264087;-9102;-9098;-9100;0;-9104;-9074
265140;-9103;-9096;-9104;0;-9100;-9078
266004;-9103;-9098;-9107;0;-9095;-9109
267087;-9104;-9098;-9110;0;-9093;-9112
268077;-9105;-9096;-9113;0;-9093;-9105
269087;-9105;-9094;-9114;0;-9094;-9090
270078;-9105;-9095;-9114;0;-9094;-9105
271087;-9104;-9094;-9114;0;-9095;-9095
272078;-9101;-9093;-9112;0;-9096;-9085
273093;-9099;-9097;-9109;0;-9096;-9121
274078;-9098;-9099;-9106;0;-9098;-9112
275087;-9098;-9102;-9103;0;-9100;-9107
276210;-9099;-9103;-9100;0;-9102;-9100
277003;-9099;-9102;-9098;0;-9103;-9090
278087;-9099;-9101;-9096;0;-9103;-9100
279078;-9098;-9102;-9093;0;-9103;-9112
280087;-9100;-9105;-9092;0;-9104;-9141
281078;-9101;-9106;-9092;0;-9106;-9109
282087;-9100;-9105;-9094;0;-9108;-9066
283083;-9100;-9103;-9097;0;-9106;-9066
284087;-9100;-9099;-9100;0;-9102;-9071
285078;-9099;-9095;-9101;0;-9097;-9069
286087;-9099;-9092;-9102;0;-9091;-9069
287090;-9096;-9087;-9104;0;-9086;-9052
288087;-9093;-9082;-9106;0;-9079;-9042
289078;-9091;-9076;-9108;0;-9073;-9050
290087;-9088;-9069;-9108;0;-9066;-9047
291078;-9086;-9063;-9107;0;-9061;-9064
292087;-9083;-9059;-9106;0;-9058;-9064
293083;-9082;-9060;-9102;0;-9056;-9076
294087;-9079;-9060;-9098;0;-9057;-9076
295078;-9076;-9059;-9094;0;-9058;-9050
296087;-9072;-9057;-9090;0;-9058;-9028
297078;-9069;-9055;-9086;0;-9057;-9038
298091;-9068;-9057;-9081;0;-9055;-9078
299087;-9066;-9059;-9076;0;-9054;-9076
300078;-9064;-9060;-9071;0;-9056;-9076
301087;-9062;-9063;-9066;0;-9059;-9083
302078;-9061;-9064;-9062;0;-9062;-9078
303093;-9062;-9067;-9058;0;-9066;-9090
304078;-9063;-9069;-9055;0;-9070;-9088
305087;-9063;-9069;-9054;0;-9074;-9052
306078;-9063;-9069;-9054;0;-9075;-9040
307087;-9063;-9072;-9054;0;-9073;-9066
308078;-9064;-9073;-9055;0;-9071;-9071
309091;-9065;-9070;-9057;0;-9069;-9047
310087;-9065;-9068;-9059;0;-9067;-9059
311078;-9067;-9068;-9062;0;-9066;-9090
312087;-9068;-9069;-9063;0;-9066;-9102
313083;-9069;-9070;-9064;0;-9069;-9093
314087;-9069;-9069;-9066;0;-9072;-9054
315078;-9068;-9067;-9068;0;-9073;-9045
316087;-9068;-9066;-9070;0;-9072;-9033
317078;-9068;-9067;-9071;0;-9068;-9052
318087;-9069;-9066;-9072;0;-9064;-9066
319078;-9067;-9063;-9072;0;-9061;-9040
320091;-9066;-9061;-9073;0;-9058;-9035
321087;-9064;-9058;-9073;0;-9055;-9047
322079;-9063;-9055;-9072;0;-9052;-9066
323093;-9062;-9052;-9071;0;-9051;-9057
324079;-9060;-9050;-9070;0;-9051;-9057
325087;-9060;-9052;-9069;0;-9052;-9081
326078;-9061;-9057;-9065;0;-9055;-9112
327087;-9063;-9063;-9062;0;-9060;-9097
328078;-9063;-9066;-9059;0;-9067;-9074
329087;-9064;-9070;-9057;0;-9072;-9093
330091;-9066;-9075;-9056;0;-9077;-9100
331087;-9068;-9082;-9054;0;-9082;-9109
332078;-9070;-9088;-9053;0;-9088;-9129
333093;-9072;-9093;-9053;0;-9094;-9114
334078;-9074;-9098;-9054;0;-9100;-9112
335087;-9077;-9102;-9055;0;-9104;-9102
336078;-9080;-9103;-9058;0;-9107;-9081
337087;-9084;-9104;-9060;0;-9108;-9121
338078;-9088;-9106;-9064;0;-9108;-9121
339087;-9090;-9108;-9069;0;-9110;-9097
340090;-9093;-9108;-9074;0;-9110;-9097
341087;-9095;-9105;-9080;0;-9108;-9057
342078;-9096;-9100;-9088;0;-9104;-9062
343093;-9096;-9095;-9094;0;-9098;-9071
344078;-9096;-9090;-9100;0;-9091;-9057
345087;-9097;-9087;-9104;0;-9085;-9097
346078;-9097;-9087;-9106;0;-9082;-9112
347087;-9095;-9086;-9108;0;-9081;-9078
348078;-9094;-9081;-9109;0;-9081;-9062
349087;-9093;-9077;-9109;0;-9080;-9064
350091;-9091;-9076;-9108;0;-9078;-9074
351087;-9090;-9076;-9105;0;-9076;-9097
352078;-9089;-9079;-9102;0;-9077;-9090
353083;-9086;-9079;-9099;0;-9077;-9066
354087;-9084;-9079;-9095;0;-9078;-9062
355078;-9081;-9077;-9092;0;-9076;-9047
356087;-9079;-9073;-9089;0;-9073;-9042
357078;-9078;-9070;-9087;0;-9069;-9076
358087;-9077;-9070;-9083;0;-9067;-9097
359078;-9075;-9071;-9080;0;-9068;-9078
360091;-9074;-9071;-9078;0;-9069;-9064
361087;-9073;-9070;-9076;0;-9069;-9069
362078;-9074;-9069;-9074;0;-9070;-9081
363093;-9074;-9069;-9074;0;-9071;-9071
364078;-9072;-9066;-9074;0;-9070;-9018
365087;-9070;-9063;-9075;0;-9067;-9009
366078;-9068;-9061;-9075;0;-9061;-9042
367087;-9066;-9061;-9074;0;-9055;-9066
368078;-9065;-9060;-9073;0;-9053;-9088
369087;-9066;-9059;-9072;0;-9053;-9093
370092;-9066;-9060;-9070;0;-9057;-9095
371087;-9067;-9063;-9068;0;-9062;-9090
372078;-9066;-9065;-9066;0;-9067;-9071
373093;-9066;-9066;-9063;0;-9072;-9076
374078;-9067;-9070;-9062;0;-9075;-9088
375087;-9068;-9076;-9060;0;-9078;-9095
376078;-9071;-9084;-9059;0;-9081;-9117
377087;-9073;-9089;-9059;0;-9086;-9114
378078;-9074;-9091;-9059;0;-9091;-9081
379087;-9075;-9091;-9060;0;-9094;-9085
380090;-9077;-9093;-9061;0;-9095;-9112
381087;-9080;-9096;-9062;0;-9097;-9121
382078;-9084;-9101;-9064;0;-9101;-9155
383093;-9087;-9107;-9066;0;-9107;-9148
384079;-9090;-9111;-9070;0;-9113;-9107
385087;-9094;-9111;-9074;0;-9117;-9076
386078;-9097;-9111;-9079;0;-9117;-9078
387087;-9100;-9110;-9083;0;-9114;-9114
388078;-9102;-9110;-9088;0;-9112;-9109
389087;-9067;-9034;-9117;0;-9086;-7927
390091;-9019;-8921;-9151;0;-8995;-7637
391087;-9032;-8937;-9138;0;-8879;-9911
392079;-9077;-9032;-9100;0;-8860;-10855
393093;-9101;-9090;-9075;0;-8969;-9830
394079;-9091;-9082;-9074;0;-9104;-8595
395087;-9066;-9043;-9081;0;-9166;-8164
396078;-9061;-9047;-9074;0;-9150;-8983
397087;-9083;-9107;-9050;0;-9128;-9868
398077;-9105;-9168;-9029;0;-9153;-9765
399087;-9104;-9177;-9028;0;-9202;-8851
400091;-9088;-9208;-9041;0;-9215;-8403
401087;-9074;-9230;-9056;0;-9170;-8544
402078;-9069;-9133;-9066;0;-9096;-8971
403093;-9076;-9027;-9068;0;-9039;-9409
404078;-9088;-9013;-9068;0;-9026;-9531
405087;-9098;-9071;-9072;0;-9052;-9356
406078;-9100;-9125;-9083;0;-9090;-9014
407087;-9098;-9116;-9097;0;-9113;-8901
408078;-9098;-9068;-9108;0;-9115;-9042
409087;-9101;-9045;-9114;0;-9111;-9167
410078;-9133;-9075;-9120;0;-9109;-9107
411093;-9162;-9115;-9127;0;-9106;-8980
412087;-9126;-9131;-9133;0;-9095;-8920
413083;-9069;-9115;-9137;0;-9077;-8966
414087;-9049;-9080;-9136;0;-9057;-9052
415078;-9067;-9051;-9129;0;-9044;-9162
416087;-9094;-9042;-9118;0;-9044;-9196
417078;-9096;-9054;-9107;0;-9054;-9150
418087;-9074;-9070;-9097;0;-9068;-9095
419078;-9056;-9071;-9089;0;-9079;-9014
420087;-9067;-9074;-9058;0;-9085;-9148
421093;-9089;-9082;-9027;0;-9091;-9148
422087;-9102;-9090;-9046;0;-9098;-9040
423083;-9099;-9095;-9084;0;-9098;-8987
424087;-9109;-9147;-9083;0;-9107;-9797
425078;-9171;-9313;-9024;0;-9186;-11494
426087;-9281;-9570;-8938;0;-9408;-12490
427078;-9392;-9817;-8890;0;-9762;-11712
428087;-9471;-9992;-8902;0;-10131;-10201
429078;-9514;-10084;-8953;0;-10381;-9040
430087;-9529;-10098;-9024;0;-10441;-8298
431195;-9535;-10047;-9113;0;-10320;-8157
432005;-9534;-9944;-9225;0;-10071;-8149
433093;-9526;-9803;-9359;0;-9759;-8207
434078;-9522;-9661;-9497;0;-9443;-8753
435087;-9551;-9546;-9604;0;-9203;-10160
436078;-9611;-9445;-9669;0;-9122;-11382
437087;-9677;-9369;-9707;0;-9228;-11458
438078;-9726;-9368;-9740;0;-9458;-10661
439087;-9753;-9448;-9775;0;-9701;-9821
440078;-9767;-9576;-9806;0;-9875;-9380
441103;-9770;-9721;-9823;0;-9954;-9296
442093;-9785;-9874;-9815;0;-9964;-9830
443093;-9813;-10024;-9786;0;-9957;-10261
444078;-9843;-10142;-9751;0;-9969;-10271
445087;-9852;-10204;-9715;0;-10001;-10254
446078;-9815;-10161;-9686;0;-10037;-10031
447087;-9753;-10039;-9671;0;-10058;-9739
448078;-9721;-9925;-9665;0;-10051;-9655
449087;-9732;-9864;-9672;0;-10013;-9552
450078;-9764;-9834;-9694;0;-9949;-9291
451087;-9802;-9804;-9735;0;-9857;-9119
452078;-9845;-9788;-9776;0;-9751;-9548
453097;-9887;-9753;-9813;0;-9664;-9849
454087;-9915;-9692;-9853;0;-9614;-9730
455079;-9939;-9682;-9893;0;-9607;-10354
456087;-9936;-9720;-9946;0;-9657;-10740
457078;-9885;-9745;-10014;0;-9754;-9981
458087;-9827;-9766;-10054;0;-9840;-9538
459078;-9799;-9792;-10045;0;-9882;-9634
460087;-9792;-9811;-10001;0;-9885;-9526
461078;-9794;-9830;-9936;0;-9859;-9481
462087;-9799;-9851;-9865;0;-9816;-9634
463096;-9790;-9838;-9798;0;-9772;-9677
464087;-9771;-9807;-9740;0;-9736;-9737
465077;-9756;-9787;-9702;0;-9714;-9813
466087;-9739;-9725;-9704;0;-9702;-9639
467078;-9723;-9639;-9740;0;-9689;-9418
468087;-9714;-9605;-9778;0;-9663;-9414
469078;-9708;-9602;-9796;0;-9628;-9524
470087;-9702;-9589;-9797;0;-9595;-9483
471078;-9699;-9578;-9788;0;-9564;-9442
472087;-9699;-9569;-9774;0;-9537;-9500
473096;-9681;-9543;-9771;0;-9513;-9392
474087;-9650;-9505;-9775;0;-9487;-9241
475078;-9618;-9457;-9775;0;-9452;-9160
476087;-9563;-9391;-9772;0;-9404;-8942
477078;-9496;-9325;-9760;0;-9338;-8839
478087;-9456;-9280;-9732;0;-9261;-9023
479078;-9429;-9237;-9694;0;-9190;-9097
480087;-9387;-9165;-9657;0;-9129;-8729
481078;-9341;-9084;-9614;0;-9061;-8561
482087;-9298;-9011;-9563;0;-8984;-8700
483096;-9247;-8935;-9519;0;-8908;-8647
484087;-9186;-8851;-9483;0;-8834;-8398
485078;-9113;-8759;-9447;0;-8751;-8123
486087;-9030;-8652;-9423;0;-8648;-7881
487078;-8947;-8545;-9399;0;-8523;-7785
488087;-8867;-8439;-9352;0;-8387;-7817
489078;-8780;-8309;-9289;0;-8249;-7651
490087;-8681;-8164;-9223;0;-8113;-7462
491078;-8579;-8034;-9148;0;-7975;-7364
492087;-8472;-7904;-9066;0;-7836;-7216
493083;-8355;-7753;-8981;0;-7696;-7012
494091;-8239;-7606;-8889;0;-7555;-6974
495087;-8125;-7473;-8790;0;-7417;-6919
496078;-8004;-7344;-8687;0;-7285;-6670
497087;-7878;-7208;-8578;0;-7149;-6347
498078;-7754;-7077;-8456;0;-7006;-6414
499087;-7633;-6965;-8320;0;-6870;-6698
500078;-7509;-6861;-8181;0;-6761;-6572
501087;-7389;-6759;-8042;0;-6674;-6323
502078;-7276;-6668;-7897;0;-6595;-6342
503093;-7163;-6594;-7751;0;-6525;-6397
504078;-7053;-6530;-7604;0;-6466;-6291
505093;-6946;-6458;-7461;0;-6412;-6078
506087;-6848;-6390;-7321;0;-6355;-6052
507078;-6770;-6359;-7177;0;-6301;-6402
508087;-6705;-6364;-7034;0;-6272;-6622
509078;-6638;-6358;-6908;0;-6273;-6428
510087;-6570;-6318;-6802;0;-6284;-6098
511078;-6508;-6281;-6704;0;-6280;-5995
512087;-6451;-6259;-6616;0;-6258;-6028
513083;-6398;-6225;-6546;0;-6222;-5923
514087;-6339;-6159;-6496;0;-6169;-5518
515093;-6256;-6037;-6469;0;-6074;-4697
516087;-6156;-5876;-6457;0;-5910;-4216
517079;-6062;-5705;-6444;0;-5682;-4414
518087;-5980;-5520;-6424;0;-5436;-4718
519078;-5893;-5332;-6399;0;-5216;-4814
520087;-5789;-5150;-6367;0;-5037;-4584
521078;-5686;-4998;-6319;0;-4890;-4601
522087;-5635;-4966;-6224;0;-4804;-6157
523083;-5649;-5103;-6068;0;-4867;-8190
524087;-5724;-5413;-5863;0;-5165;-9744
525078;-5841;-5860;-5639;0;-5703;-10275
526093;-5971;-6377;-5432;0;-6392;-9662
527087;-6098;-6892;-5260;0;-7093;-8827
528079;-6194;-7298;-5149;0;-7671;-7462
529087;-6253;-7551;-5120;0;-8024;-6066
530077;-6301;-7683;-5171;0;-8109;-5432
531087;-6348;-7717;-5288;0;-7955;-5159
532078;-6379;-7629;-5467;0;-7630;-4800
533093;-6391;-7350;-5702;0;-7197;-4556
534078;-6396;-6914;-5973;0;-6714;-4683
535087;-6417;-6434;-6248;0;-6253;-5377
536091;-6449;-5975;-6516;0;-5875;-5509
537087;-6477;-5616;-6767;0;-5602;-5573
538078;-6475;-5351;-6993;0;-5419;-5358
539087;-6427;-5168;-7187;0;-5288;-4673
540078;-6359;-5085;-7314;0;-5168;-4702
541087;-6287;-5056;-7360;0;-5058;-4915
542078;-6206;-5054;-7326;0;-4974;-5085
543093;-6079;-5082;-7215;0;-4930;-5243
544078;-5905;-5126;-7032;0;-4925;-5353
545087;-5703;-5161;-6784;0;-4955;-5382
546091;-5512;-5168;-6478;0;-5011;-5518
547087;-5369;-5196;-6137;0;-5090;-5793
548078;-5273;-5243;-5797;0;-5194;-5899
549087;-5239;-5330;-5477;0;-5319;-6102
550078;-5267;-5490;-5185;0;-5466;-6505
551087;-5326;-5664;-4934;0;-5640;-6691
552078;-5408;-5847;-4738;0;-5837;-6952
553093;-5521;-6058;-4628;0;-6059;-7481
554077;-5662;-6302;-4610;0;-6314;-7965
555087;-5814;-6567;-4673;0;-6606;-8226
556091;-5961;-6848;-4789;0;-6921;-8379
