Timestamp;scop_filter_fir;scop_filter_fir1;scop_filter_fir2;scop_filter_fir3;scop_filter_lp;scop_filter_raw
2098087;7530;8218;6707;0;8307;8700
2099078;7641;8333;6846;0;8429;8650
2100087;7750;8431;6999;0;8526;8623
2101078;7859;8505;7161;0;8595;8580
2102093;7962;8552;7329;0;8637;8477
2103093;8056;8573;7497;0;8652;8374
2104078;8139;8570;7664;0;8639;8295
2105087;8209;8545;7829;0;8603;8228
2106078;8264;8501;7991;0;8550;8116
2107087;8304;8436;8147;0;8479;7941
2108078;8327;8353;8290;0;8391;7793
2109087;8336;8259;8416;0;8287;7675
2110078;8328;8153;8523;0;8170;7484
2111087;8302;8037;8605;0;8041;7352
2112091;8264;7920;8658;0;7905;7335
2113093;8211;7802;8684;0;7770;7225
2114078;8145;7681;8686;0;7639;7089
2115087;8068;7563;8663;0;7513;7031
2116078;7986;7453;8613;0;7395;7070
2117087;7903;7361;8538;0;7294;7151
2118078;7815;7280;8445;0;7214;7046
2119087;7713;7182;8343;0;7142;6564
2120078;7599;7061;8238;0;7050;6121
2121087;7481;6938;8126;0;6923;6035
2122090;7356;6801;8013;0;6768;5822
2123096;7224;6640;7900;0;6592;5547
2124087;7082;6453;7792;0;6393;5195
2125078;6907;6196;7702;0;6155;4139
2126087;6685;5829;7637;0;5833;2707
2127078;6466;5458;7556;0;5413;3162
2128087;6272;5136;7441;0;4974;4163
2129078;6069;4816;7312;0;4601;3866
2130087;5885;4584;7144;0;4322;4529
2131078;5744;4486;6926;0;4171;5753
2132087;5633;4482;6670;0;4189;6361
2133083;5534;4549;6390;0;4363;6366
2134091;5456;4691;6095;0;4638;6500
2135087;5408;4921;5788;0;4969;6876
2136078;5394;5268;5482;0;5336;7343
2137087;5417;5740;5184;0;5735;7934
2138078;5465;6183;4917;0;6158;8058
2139087;5554;6590;4689;0;6590;8556
2140078;5750;7159;4474;0;7062;10934
2141087;6061;7860;4282;0;7677;13330
2142078;6404;8522;4176;0;8472;13081
2143093;6761;9133;4186;0;9341;12272
2144091;7117;9681;4324;0;10128;11180
2145087;7435;10062;4614;0;10699;9155
2146078;7747;10281;5034;0;10961;8135
2147087;8076;10374;5557;0;10920;8013
2148078;8359;10327;6162;0;10658;7795
2149087;8578;10170;6822;0;10259;7510
2150078;8749;9852;7512;0;9771;6643
2151087;8847;9307;8197;0;9212;6057
2152078;8877;8622;8841;0;8612;6102
2153093;8854;7979;9413;0;8023;5968
2154091;8803;7433;9882;0;7484;6062
2155087;8714;6986;10229;0;7019;5884
2156079;8574;6662;10433;0;6625;5461
2157087;8395;6405;10477;0;6285;5386
2158078;8196;6198;10388;0;6007;5877
2159087;7998;6066;10178;0;5819;6457
2160078;7792;6000;9843;0;5745;6739
2161087;7560;6086;9403;0;5793;7829
2162078;7317;6302;8893;0;5984;8786
2163093;7109;6530;8354;0;6306;8420
2164079;6946;6760;7808;0;6680;7948
2165093;6845;6998;7278;0;7032;8013
2166087;6809;7213;6809;0;7326;7529
2167078;6819;7436;6415;0;7542;7611
2168087;6856;7659;6109;0;7693;8032
2169077;6927;7859;5891;0;7819;8561
2170087;7032;8041;5775;0;7959;9047
2171078;7175;8211;5797;0;8130;9217
2172087;7349;8339;5944;0;8329;9493
2173083;7515;8410;6160;0;8537;9141
2174087;7689;8526;6411;0;8729;9265
2175092;7859;8675;6682;0;8892;9265
2176087;8050;8860;6930;0;9040;9895
2177078;8255;9084;7174;0;9195;10117
2178087;8461;9301;7427;0;9366;10201
2179078;8641;9471;7683;0;9537;9993
2180087;8805;9608;7930;0;9689;10113
2181078;8960;9722;8151;0;9821;10240
2182087;9081;9817;8354;0;9935;10134
2183083;9179;9898;8548;0;10027;10192
2184087;9296;10010;8724;0;10104;10453
2185091;9439;10138;8882;0;10184;10900
2186087;9573;10249;9031;0;10280;10663
2187078;9702;10290;9172;0;10368;10199
2188087;9821;10312;9308;0;10419;10201
2189078;9920;10324;9448;0;10435;10180
2190087;9991;10328;9597;0;10421;9988
2191078;10044;10318;9743;0;10382;10031
2192087;10089;10295;9895;0;10328;10067
2193083;10120;10270;10048;0;10272;10036
2194087;10153;10230;10173;0;10215;9928
2195078;10166;10148;10271;0;10150;9569
2196093;10169;10034;10349;0;10068;9485
2197087;10139;9919;10398;0;9964;9200
2198078;10091;9814;10430;0;9838;9009
2199087;10034;9696;10449;0;9693;8939
2200078;9977;9576;10455;0;9541;8942
2201087;9911;9463;10445;0;9395;8923
2202078;9832;9335;10418;0;9260;8736
2203093;9747;9197;10374;0;9132;8571
2204078;9656;9065;10301;0;9008;8576
2205087;9556;8943;10210;0;8893;8532
2206092;9439;8840;10103;0;8788;8389
2207087;9327;8740;9995;0;8690;8324
2208078;9234;8669;9874;0;8602;8463
2209087;9137;8604;9746;0;8529;8322
2210078;9033;8526;9611;0;8463;8051
2211087;8939;8454;9472;0;8395;8149
2212078;8842;8379;9337;0;8327;8039
2213093;8746;8315;9201;0;8263;8032
2214079;8663;8282;9064;0;8209;8329
2215087;8601;8283;8929;0;8187;8786
2216093;8567;8324;8801;0;8220;9153
2217087;8549;8403;8672;0;8312;9361
2218079;8548;8502;8547;0;8452;9375
2219087;8555;8598;8441;0;8613;9232
2220078;8570;8708;8356;0;8768;9215
2221087;8594;8842;8287;0;8906;9332
2222078;8619;8953;8248;0;9023;9162
2223093;8649;9048;8240;0;9109;8995
2224079;8686;9125;8258;0;9159;8985
2225087;8720;9159;8300;0;9174;8858
2226078;8754;9150;8358;0;9161;8844
2227092;8794;9117;8432;0;9129;8927
2228087;8838;9082;8512;0;9093;9078
2229079;8876;9051;8599;0;9066;9078
2230087;8923;9048;8687;0;9055;9327
2231078;8986;9078;8769;0;9072;9674
2232087;9044;9112;8849;0;9123;9653
2233083;9104;9170;8918;0;9200;9682
2234087;9162;9245;8978;0;9287;9679
2235077;9215;9334;9027;0;9378;9849
2236087;9254;9429;9068;0;9470;9792
2237156;9269;9487;9109;0;9545;9284
2238002;9281;9528;9144;0;9583;9303
2239087;9296;9557;9176;0;9588;9445
2240078;9301;9540;9213;0;9565;8899
2241087;9283;9449;9257;0;9495;8231
2242078;9233;9264;9320;0;9345;7407
2243093;9177;9056;9381;0;9110;7407
2244078;9171;8949;9400;0;8859;9246
2245087;9187;8911;9398;0;8709;10062
2246078;9188;8854;9405;0;8692;9409
2247155;9190;8829;9404;0;8752;9425
2248002;9185;8849;9394;0;8842;9323
2249087;9164;8859;9378;0;8932;8901
2250078;9145;8875;9344;0;8997;8985
2251087;9118;8927;9298;0;9037;8973
2252078;9064;8965;9260;0;9043;8295
2253093;9004;9003;9217;0;8996;8068
2254078;8948;9013;9164;0;8900;8255
2255087;8901;8913;9105;0;8789;8552
2256078;8851;8770;9046;0;8691;8513
2257154;8797;8657;8996;0;8610;8226
2258006;8769;8576;8944;0;8541;8638
2259087;8732;8494;8907;0;8489;8295
2260078;8689;8440;8876;0;8446;8259
2261087;8683;8435;8839;0;8419;8983
2262078;8699;8457;8807;0;8435;9114
2263093;8742;8544;8770;0;8502;9318
2264078;8778;8643;8736;0;8603;9186
2265087;8763;8730;8702;0;8716;9138
2266078;8732;8802;8674;0;8824;9129
2267087;8719;8857;8652;0;8912;8844
2268091;8696;8890;8634;0;8959;8384
2269087;8672;8868;8628;0;8948;8145
2270078;8684;8902;8616;0;8898;9014
2271087;8705;8946;8595;0;8863;9275
2272078;8715;8918;8581;0;8859;8801
2273093;8736;8866;8570;0;8856;8537
2274078;8758;8802;8576;0;8834;8516
2275087;8786;8782;8620;0;8804;9023
2276078;8813;8793;8679;0;8798;9299
2277087;8835;8805;8729;0;8825;9100
2278094;8865;8843;8778;0;8869;9133
2279090;8893;8930;8813;0;8924;9459
2280087;8936;9040;8831;0;9000;9631
2281079;8983;9108;8844;0;9097;9706
2282087;9021;9189;8846;0;9212;9971
2283083;9067;9323;8829;0;9346;10211
2284087;9114;9475;8811;0;9496;10187
2285078;9167;9614;8806;0;9646;10048
2286087;9230;9727;8815;0;9779;10168
2287078;9307;9842;8830;0;9900;10486
2288087;9404;9985;8850;0;10024;10752
2289078;9514;10117;8898;0;10154;10642
2290093;9623;10211;8964;0;10274;10419
2291087;9712;10299;9045;0;10371;10579
2292078;9796;10378;9158;0;10447;10613
2293093;9899;10452;9283;0;10513;10828
2294079;10009;10513;9422;0;10576;10855
2295087;10106;10555;9570;0;10633;10532
2296078;10186;10599;9720;0;10668;10560
2297087;10258;10637;9865;0;10684;10699
2298078;10337;10661;9997;0;10695;10836
2299087;10410;10671;10112;0;10711;10824
2300092;10469;10685;10217;0;10729;10735
2301087;10519;10710;10327;0;10742;10745
2302078;10570;10736;10426;0;10755;10934
2303093;10613;10765;10499;0;10775;11003
2304078;10645;10777;10556;0;10802;10869
2305087;10669;10772;10606;0;10822;10599
2306078;10686;10765;10660;0;10817;10350
2307087;10699;10755;10706;0;10785;10488
2308078;10704;10737;10735;0;10739;10601
2309087;10694;10694;10760;0;10692;10362
2310093;10680;10639;10784;0;10637;10230
2311087;10668;10582;10804;0;10571;10182
2312078;10647;10518;10817;0;10498;10144
2313093;10624;10445;10824;0;10424;10182
2314078;10583;10352;10831;0;10350;9871
2315087;10531;10252;10832;0;10265;9622
2316078;10483;10162;10820;0;10163;9579
2317087;10428;10077;10800;0;10050;9507
2318078;10367;9985;10773;0;9937;9581
2319087;10297;9883;10739;0;9833;9481
2320148;10223;9788;10693;0;9737;9346
2321006;10150;9705;10628;0;9647;9382
2322087;10071;9618;10557;0;9565;9232
2323083;9982;9524;10479;0;9485;9059
2324087;9886;9422;10399;0;9399;8908
2325078;9797;9342;10310;0;9309;8961
2326087;9722;9291;10203;0;9227;9193
2327078;9657;9251;10091;0;9169;9267
2328087;9588;9215;9980;0;9136;9181
2329078;9517;9176;9872;0;9119;9124
2330272;9455;9149;9766;0;9110;9126
2331006;9401;9135;9662;0;9106;9153
2332087;9349;9118;9565;0;9105;9078
2333083;9299;9108;9481;0;9102;9011
2334087;9255;9117;9404;0;9098;9165
2335078;9244;9176;9320;0;9111;9835
2336087;9242;9233;9242;0;9162;9739
2337078;9227;9241;9184;0;9230;9097
2338087;9236;9289;9130;0;9290;9804
2339078;9266;9390;9080;0;9368;10431
2340087;9300;9494;9043;0;9487;10218
2341093;9345;9608;9019;0;9627;10273
2342087;9390;9714;9014;0;9765;10139
2343083;9437;9810;9031;0;9882;9943
2344087;9490;9898;9068;0;9966;9938
2345078;9558;9989;9108;0;10025;10299
2346087;9653;10098;9141;0;10097;11235
2347078;9746;10226;9188;0;10215;11238
2348087;9819;10341;9264;0;10357;10426
2349078;9877;10368;9368;0;10458;9864
2350087;9931;10342;9485;0;10486;9792
2351093;9972;10300;9613;0;10443;9514
2352087;10005;10239;9747;0;10347;9502
2353083;10044;10196;9870;0;10225;9890
2354087;10070;10138;9989;0;10107;9612
2355078;10092;10086;10089;0;10002;9880
2356087;10091;10011;10177;0;9920;9873
2357078;10086;9887;10252;0;9861;9768
2358087;10099;9797;10305;0;9822;9959
2359078;10096;9788;10328;0;9809;10192
2360087;10088;9851;10318;0;9835;10623
2361091;10079;9908;10294;0;9899;10263
2362087;10070;9979;10255;0;9976;10211
2363083;10077;10073;10194;0;10053;10606
2364087;10098;10157;10120;0;10142;10761
2365077;10117;10248;10051;0;10242;10563
2366087;10113;10285;10009;0;10325;10024
2367078;10082;10301;9976;0;10361;9868
2368087;10054;10303;9944;0;10347;9801
2369078;10041;10258;9945;0;10289;9504
2370087;10059;10222;9960;0;10207;10079
2371092;10097;10205;9967;0;10146;10749
2372087;10151;10239;9978;0;10147;11020
2373084;10220;10320;9983;0;10222;11484
2374087;10288;10417;9987;0;10366;11719
2375078;10358;10509;10005;0;10556;11377
2376087;10406;10591;10049;0;10739;10776
2377078;10456;10709;10115;0;10873;10876
2378087;10532;10875;10169;0;10973;11647
2379078;10606;11040;10209;0;11076;11666
2380080;10667;11185;10250;0;11182;11305
2381087;10723;11287;10294;0;11270;11477
2382091;10792;11343;10340;0;11341;11508
2383093;10876;11404;10390;0;11407;11901
2384078;10973;11492;10443;0;11495;12622
2385087;11091;11628;10489;0;11641;13261
2386078;11233;11833;10544;0;11859;13615
2387087;11366;12021;10634;0;12111;12555
2388078;11485;12158;10749;0;12319;12014
2389087;11625;12287;10867;0;12455;12816
2390078;11740;12348;11022;0;12535;11844
2391087;11776;12283;11232;0;12513;9967
2392091;11792;12186;11432;0;12342;10462
2393093;11842;12159;11594;0;12106;12205
2394078;11902;12157;11734;0;11945;13043
2395087;11936;12083;11873;0;11898;12320
2396078;11945;11920;12009;0;11894;11207
2397087;11954;11737;12118;0;11854;10972
2398078;11952;11629;12199;0;11763;11022
2399087;11916;11545;12256;0;11642;10910
2400078;11873;11417;12282;0;11508;10900
2401087;11821;11323;12300;0;11366;10527
2402091;11754;11313;12305;0;11213;10467
2403093;11699;11286;12272;0;11070;11130
2404078;11629;11156;12219;0;10969;11092
2405087;11528;10975;12150;0;10906;10673
2406078;11413;10860;12050;0;10856;10687
2407087;11292;10817;11920;0;10809;10632
2408078;11190;10753;11790;0;10755;10089
2409087;11106;10686;11665;0;10679;10177
2410078;11016;10653;11527;0;10598;10668
2411087;10944;10596;11388;0;10534;10259
2412092;10908;10530;11267;0;10470;9830
2413093;10851;10456;11153;0;10387;9842
2414079;10740;10332;11058;0;10287;9713
2415087;10600;10189;10991;0;10172;9354
2416078;10488;10077;10937;0;10043;9509
2417087;10424;10000;10878;0;9925;10048
2418078;10360;9923;10799;0;9844;9832
2419087;10286;9864;10714;0;9789;9526
2420078;10220;9810;10639;0;9742;9689
2421087;10157;9741;10542;0;9706;9756
2422091;10108;9715;10408;0;9688;9868
2423093;10066;9728;10288;0;9691;9976
2424079;10004;9736;10211;0;9710;9825
2425087;9947;9753;10153;0;9734;9804
2426078;9905;9784;10086;0;9755;9751
2427087;9866;9800;10003;0;9769;9753
2428078;9830;9779;9925;0;9775;9679
2429087;9812;9772;9859;0;9773;9689
2430077;9799;9795;9797;0;9770;9931
2431087;9777;9808;9749;0;9776;9935
2432092;9772;9821;9705;0;9793;9971
2433093;9780;9831;9675;0;9818;9991
2434078;9787;9832;9673;0;9846;9890
2435087;9800;9849;9679;0;9870;9959
2436078;9820;9864;9689;0;9890;9885
2437087;9827;9865;9711;0;9900;9655
2438078;9812;9847;9743;0;9886;9445
2439087;9788;9792;9779;0;9837;8951
2440078;9759;9703;9824;0;9738;8681
2441087;9718;9582;9878;0;9595;8647
2442090;9664;9437;9922;0;9423;8444
2443093;9594;9269;9952;0;9235;8245
2444078;9506;9072;9977;0;9032;7905
2445087;9402;8847;9993;0;8808;7455
2446078;9279;8589;9990;0;8558;7089
2447087;9141;8316;9974;0;8282;6847
2448078;8989;8044;9946;0;7991;6660
2449087;8818;7761;9891;0;7694;6282
2450078;8625;7476;9808;0;7388;5829
2451087;8415;7196;9697;0;7074;5760
2452141;8195;6911;9555;0;6766;5633
2453005;7955;6612;9389;0;6471;5164
2454087;7705;6318;9195;0;6182;4972
2455078;7446;6028;8972;0;5897;4649
2456087;7172;5745;8726;0;5613;4288
2457078;6896;5477;8457;0;5330;4170
2458087;6625;5219;8167;0;5055;4070
2459078;6355;4965;7862;0;4798;3876
2460087;6092;4722;7550;0;4557;3617
2461078;5830;4490;7239;0;4327;3320
2462087;5557;4237;6933;0;4096;2889
2463101;5285;3975;6632;0;3854;2628
2464091;5017;3736;6334;0;3604;2542
2465087;4752;3489;6043;0;3353;2212
2466078;4480;3214;5772;0;3093;1522
2467087;4207;2931;5512;0;2808;1173
2468078;3936;2638;5253;0;2497;1043
2469087;3657;2322;5002;0;2176;629
2470078;3380;2001;4748;0;1849;402
2471087;3109;1687;4492;0;1525;248
2472078;2830;1376;4240;0;1211;-43
2473093;2549;1084;3984;0;912;-225
2474103;2275;801;3722;0;628;-407
2475093;2006;530;3449;0;366;-450
2476087;1748;295;3159;0;134;-416
2477078;1494;93;2863;0;-65;-711
2478087;1240;-93;2562;0;-243;-926
2479078;997;-258;2254;0;-406;-790
2480087;771;-377;1936;0;-540;-608
2481078;552;-490;1620;0;-640;-866
2482087;341;-607;1319;0;-723;-1182
2483083;151;-699;1027;0;-806;-1086
2484087;-17;-764;739;0;-879;-890
2485078;-173;-808;468;0;-929;-802
2486091;-312;-850;216;0;-955;-909
2487087;-425;-888;-14;0;-965;-895
2488079;-515;-891;-220;0;-963;-718
2489087;-589;-867;-401;0;-942;-553
2490078;-639;-832;-558;0;-897;-354
2491087;-674;-797;-688;0;-828;-361
2492078;-700;-742;-792;0;-747;-392
2493093;-708;-660;-876;0;-664;-280
2494079;-705;-581;-936;0;-581;-220
2495087;-688;-508;-971;0;-498;-131
2496077;-666;-439;-986;0;-417;-124
2497091;-644;-374;-987;0;-344;-241
2498087;-608;-307;-973;0;-283;-100
2499078;-553;-231;-948;0;-226;251
2500087;-494;-153;-915;0;-154;428
2501078;-429;-64;-874;0;-60;687
2502087;-344;51;-827;0;61;979
2503083;-240;194;-777;0;212;1237
2504087;-127;357;-722;0;391;1498
2505078;-13;532;-659;0;591;1589
2506087;99;703;-583;0;797;1517
2507078;225;888;-496;0;992;1733
2508091;365;1101;-410;0;1181;2140
2509087;511;1320;-319;0;1376;2408
2510078;674;1552;-221;0;1590;2959
2511087;857;1821;-119;0;1839;3624
2512078;1064;2118;-16;0;2140;4141
2513093;1290;2434;91;0;2490;4496
2514078;1529;2765;217;0;2874;4747
2515087;1783;3111;366;0;3271;5044
2516078;2059;3495;531;0;3674;5607
2517087;2365;3937;707;0;4092;6404
2518092;2703;4415;898;0;4544;7103
2519087;3074;4935;1106;0;5045;8051
2520078;3439;5431;1355;0;5583;7805
2521087;3765;5801;1672;0;6084;6423
2522078;4089;6117;2020;0;6465;6651
2523093;4447;6473;2373;0;6750;8157
2524078;4953;7134;2654;0;7118;13285
2525087;5521;7942;2926;0;7779;14872
2526078;5999;8550;3301;0;8664;11070
2527087;6494;9143;3708;0;9508;11408
2528091;7058;9840;4102;0;10245;13862
2529087;7684;10650;4495;0;11001;15976
2530078;8362;11539;4904;0;11873;17472
2531087;9057;12509;5349;0;12862;17966
2532078;9745;13543;5854;0;13892;17731
2533093;10412;14477;6433;0;14852;17085
2534078;11049;15202;7092;0;15644;16254
2535087;11654;15532;7827;0;16204;15571
2536078;12216;15696;8630;0;16511;14856
2537087;12728;15984;9481;0;16581;14415
2538078;13200;16165;10357;0;16466;14709
2539091;13630;16131;11241;0;16249;14863
2540087;14003;15929;12115;0;15993;14769
2541078;14355;15646;12955;0;15736;14908
2542087;14727;15402;13730;0;15514;15576
2543083;15078;15269;14411;0;15380;16376
2544087;15374;15272;14980;0;15372;17065
2545078;15540;15436;15421;0;15507;17968
2546087;15689;15743;15733;0;15789;18775
2547078;15975;16199;15920;0;16215;19800
2548087;16298;16824;15985;0;16788;21437
2549091;16577;17497;15969;0;17504;21839
2550087;16853;18264;15887;0;18326;22977
2551079;17182;19188;15728;0;19245;24976
2552087;17556;20160;15537;0;20264;25457
2553083;17988;21117;15390;0;21329;25699
2554087;18471;22007;15355;0;22355;25510
2555078;18980;22773;15537;0;23254;24672
2556087;19503;23388;15873;0;23947;24013
2557078;20018;23816;16280;0;24391;23001
2558087;20482;23983;16855;0;24550;21317
2559093;20868;23857;17621;0;24396;19828
2560087;21173;23516;18539;0;23934;18538
2561077;21392;22923;19558;0;23205;17238
2562087;21501;22031;20616;0;22251;15617
2563083;21485;20966;21645;0;21111;14231
2564087;21350;19795;22578;0;19838;13371
2565078;21101;18566;23365;0;18501;12469
2566087;20748;17367;23957;0;17170;12107
2567078;20312;16232;24315;0;15915;12054
2568087;19784;15178;24431;0;14793;11604
2569078;19171;14279;24298;0;13826;11633
2570090;18529;13543;23910;0;13034;11853
2571087;17839;12943;23280;0;12426;11796
2572078;17108;12507;22430;0;11993;12169
2573093;16406;12275;21396;0;11739;12969
2574078;15731;12182;20237;0;11659;13012
2575087;15089;12157;19008;0;11709;12660
2576078;14515;12210;17756;0;11826;12744
2577087;13996;12279;16534;0;11968;12495
2578078;13565;12388;15376;0;12118;13065
2579087;13233;12545;14337;0;12286;13405
2580091;12973;12679;13438;0;12470;13086
2581087;12800;12831;12696;0;12656;13704
2582078;12694;12986;12150;0;12848;13725
2583083;12651;13105;11778;0;13037;13546
2584087;12678;13210;11555;0;13214;14058
2585078;12759;13363;11458;0;13396;14664
2586087;12881;13562;11467;0;13608;14882
2587078;13019;13762;11574;0;13840;14851
2588087;13163;13977;11752;0;14072;14856
2589078;13320;14150;11971;0;14282;14800
2590091;13465;14276;12225;0;14452;14439
2591087;13589;14382;12503;0;14560;14082
2592078;13703;14418;12788;0;14594;13876
2593093;13796;14422;13059;0;14560;13759
2594078;13864;14420;13306;0;14479;13879
2595087;13932;14384;13529;0;14381;14109
2596078;13993;14284;13732;0;14284;13749
2597087;14029;14140;13923;0;14176;13247
2598078;14053;13980;14098;0;14038;13029
2599087;14047;13816;14239;0;13872;12981
2600091;14024;13661;14351;0;13695;13024
2601092;13994;13520;14438;0;13524;12849
2602087;13924;13371;14496;0;13355;12418
2603083;13833;13201;14531;0;13171;11990
2604087;13734;13023;14544;0;12965;11915
2605078;13613;12835;14514;0;12751;11949
2606087;13480;12659;14430;0;12555;12253
2607078;13343;12521;14307;0;12400;12330
2608087;13196;12397;14155;0;12285;11882
2609078;13037;12259;13996;0;12178;11422
2610087;12872;12105;13827;0;12053;11137
2611091;12710;11931;13640;0;11899;10891
2612087;12550;11752;13459;0;11721;10685
2613083;12386;11577;13275;0;11522;10417
2614087;12214;11398;13090;0;11305;10134
2615078;12027;11190;12920;0;11071;9821
2616087;11826;10955;12765;0;10823;9581
2617078;11629;10692;12612;0;10566;9464
2618087;11441;10423;12455;0;10313;9356
2619078;11264;10205;12287;0;10080;9593
2620087;11092;10036;12106;0;9890;9713
2621091;10911;9878;11914;0;9745;9404
2622087;10732;9732;11713;0;9627;9200
2623083;10564;9603;11503;0;9519;9136
2624087;10406;9491;11290;0;9419;9021
2625078;10245;9384;11082;0;9320;8789
2626087;10082;9288;10881;0;9216;8688
2627077;9912;9199;10677;0;9108;8631
2628087;9740;9098;10472;0;8998;8420
2629078;9579;8984;10274;0;8881;8219
2630087;9431;8844;10090;0;8754;8087
2631087;9290;8690;9919;0;8619;7972
2632091;9149;8536;9763;0;8477;7666
2633093;9008;8381;9615;0;8323;7489
2634078;8868;8212;9476;0;8157;7264
2635087;8726;8030;9352;0;7977;6971
2636078;8586;7851;9240;0;7784;6861
2637087;8439;7652;9145;0;7582;6512
2638078;8282;7436;9057;0;7367;6229
2639087;8116;7213;8961;0;7139;5968
2640078;7927;6973;8857;0;6895;5564
2641087;7722;6715;8742;0;6634;5243
2642092;7514;6444;8615;0;6355;4967
2643093;7296;6165;8476;0;6064;4620
2644078;7062;5862;8323;0;5758;4144
2645087;6815;5546;8153;0;5435;3778
2646078;6562;5224;7964;0;5096;3505
2647087;6296;4887;7758;0;4750;3174
2648078;6018;4549;7536;0;4401;2834
2649087;5735;4215;7298;0;4054;2626
2650078;5449;3887;7048;0;3717;2420
2651087;5156;3569;6786;0;3394;2104
2652093;4854;3255;6506;0;3084;1781
2653093;4555;2949;6208;0;2782;1580
2654079;4256;2661;5896;0;2493;1426
2655087;3960;2399;5571;0;2222;1276
2656078;3669;2154;5234;0;1972;1108
2657087;3387;1935;4888;0;1746;1156
2658078;3118;1740;4539;0;1552;1089
2659087;2859;1567;4188;0;1389;943
2660078;2615;1416;3839;0;1251;972
2661087;2387;1283;3499;0;1139;888
2662078;2179;1183;3168;0;1050;967
2663096;1987;1108;2851;0;984;936
2664087;1812;1050;2553;0;937;905
2665078;1662;1012;2274;0;908;1000
2666087;1535;996;2016;0;897;1132
2667078;1426;1000;1785;0;907;1199
2668087;1333;1001;1581;0;934;1103
2669078;1254;1005;1407;0;966;1031
2670087;1188;1019;1262;0;993;1051
2671078;1139;1040;1140;0;1017;1192
2672087;1106;1071;1042;0;1046;1261
2673096;1086;1095;972;0;1079;1216
2674087;1074;1116;925;0;1111;1149
2675079;1067;1135;897;0;1135;1125
2676087;1065;1140;886;0;1149;1053
2677078;1061;1123;896;0;1147;852
2678087;1052;1088;920;0;1124;720
2679078;1041;1049;953;0;1078;646
2680087;1029;1004;993;0;1014;586
2681078;1014;950;1034;0;939;577
2682087;995;876;1073;0;860;450
2683096;965;788;1106;0;776;304
2684087;933;703;1131;0;687;320
2685079;897;619;1145;0;599;256
2686087;843;513;1155;0;508;-146
2687078;771;388;1156;0;399;-488
2688087;720;328;1128;0;282;421
2689078;698;341;1065;0;218;1297
2690087;680;375;987;0;245;1228
2691078;657;411;904;0;335;902
2692087;626;443;818;0;441;653
2693083;590;472;737;0;525;399
2694093;550;488;663;0;569;126
2695087;512;489;596;0;565;47
2696078;468;466;544;0;518;-181
2697087;426;447;504;0;437;-177
2698078;385;413;479;0;331;-344
2699087;349;318;458;0;216;-201
2700078;329;205;433;0;115;294
2701087;313;119;413;0;56;339
2702078;310;99;391;0;48;766
2703093;319;127;367;0;96;948
2704078;338;199;341;0;194;1055
2705102;366;315;310;0;328;1261
2706092;403;454;278;0;486;1350
2707092;469;642;239;0;664;1798
2708087;547;834;201;0;861;1800
2709078;609;1041;169;0;1064;1915
2710087;656;1234;150;0;1261;1924
2711078;712;1382;150;0;1438;1810
2712087;800;1552;161;0;1595;2341
2713083;914;1717;187;0;1751;2688
2714087;1037;1864;239;0;1917;2566
2715078;1170;2000;320;0;2078;2523
2716087;1309;2122;427;0;2218;2568
2717078;1465;2261;546;0;2344;2987
2718091;1628;2393;679;0;2473;3265
2719087;1793;2528;852;0;2614;3246
2720078;1953;2658;1056;0;2756;3272
2721087;2098;2791;1266;0;2889;3349
2722078;2245;2938;1468;0;3014;3538
2723093;2379;3052;1664;0;3133;3581
2724078;2498;3126;1857;0;3239;3263
2725087;2582;3140;2057;0;3296;2348
2726078;2645;3115;2252;0;3269;2070
2727087;2730;3137;2409;0;3185;3229
2728141;2822;3180;2536;0;3127;4007
2729005;2929;3253;2632;0;3155;4539
2730087;3052;3387;2703;0;3285;5106
2731078;3139;3459;2797;0;3477;3758
2732087;3214;3505;2890;0;3641;3342
2733083;3313;3631;2954;0;3759;4776
2734087;3430;3826;2996;0;3905;5619
2735078;3589;4128;3013;0;4140;6655
2736087;3823;4641;2989;0;4515;8789
2737078;4168;5402;2911;0;5118;11884
2738235;4477;6038;2893;0;5948;10017
2739022;4756;6560;2939;0;6815;8475
2740087;5127;7217;2984;0;7586;11049
2741078;5544;7916;3071;0;8323;11848
2742087;6030;8803;3190;0;9097;13493
2743083;6583;9805;3366;0;9944;15059
2744087;7180;10753;3621;0;10878;15624
2745078;7809;11639;3969;0;11846;15567
2746087;8464;12412;4424;0;12758;15095
2747078;9232;13254;4913;0;13607;18478
2748087;10192;14417;5364;0;14617;25534
2749078;11378;16257;5772;0;16138;32395
2750091;13046;19274;5986;0;18569;46682
2751087;15136;23129;6097;0;22309;57140
2752079;17292;27036;6444;0;27208;52782
2753093;19437;30749;7112;0;32397;48008
2754079;21500;34126;8148;0;36990;43840
2755087;23414;36939;9624;0;40454;38039
2756078;25160;39091;11534;0;42503;33308
2757087;26671;40448;13886;0;43080;28660
2758077;27875;40665;16676;0;42282;23554
2759087;28860;39521;19830;0;40263;18267
2760091;29551;37075;23250;0;37190;12459
2761087;29848;33185;26773;0;33268;8403
2762078;29835;28455;30173;0;28793;6258
2763093;29494;23934;33300;0;24122;4575
2764078;28843;19728;36018;0;19567;3406
2765087;27935;15885;38157;0;15358;2782
2766078;26818;12582;39579;0;11662;2851
2767087;25526;9787;40210;0;8585;2995
2768078;23990;7526;40007;0;6167;3337
2769087;22174;5851;38860;0;4397;4103
2770091;20160;4777;36816;0;3246;5250
