-11	98	-46
-14	93	-45
-13	95	-45
-10	96	-46
-9	94	-46
-10	91	-44
-9	95	-47
-8	94	-48
-10	97	-45
-10	97	-47
-10	96	-45
-10	93	-46
-13	93	-45
-12	94	-43
-10	97	-47
-11	97	-46
-12	96	-44
-15	95	-47
-12	95	-47
-11	95	-45
-13	94	-45
-10	94	-44
-12	97	-43
-10	97	-45
-11	94	-43
-12	94	-44
-12	96	-49
-12	96	-42
-14	94	-46
-13	95	-45
-11	92	-43
-16	95	-47
-11	95	-48
-12	91	-45
-12	94	-47
-9	94	-45
-11	92	-45
-9	94	-43
-11	99	-44
-11	99	-48
-11	97	-45
-12	96	-45
-11	93	-44
-11	95	-46
-12	95	-46
-10	95	-45
-12	93	-46
-12	96	-44
-11	95	-44
-10	94	-46
-8	92	-43
-9	93	-45
-12	95	-44
-9	95	-43
-11	94	-44
-12	98	-46
-10	99	-44
-11	95	-45
-9	96	-45
-11	94	-45
-11	95	-47
-10	95	-45
-11	95	-47
-12	97	-43
-10	98	-45
-9	96	-43
-8	95	-48
-10	94	-49
-11	95	-49
-11	96	-47
-11	95	-46
-11	95	-45
-11	95	-44
-12	96	-42
-11	97	-46
-8	95	-45
-11	95	-48
-11	95	-45
-12	95	-44
-15	95	-44
-12	96	-47
-9	96	-46
-11	96	-43
-10	97	-45
-10	94	-44
-11	94	-47
-10	96	-47
-11	97	-45
-10	96	-46
-13	99	-44
-13	92	-42
-10	96	-48
-11	95	-47
-10	96	-44
-12	93	-47
-9	95	-46
-11	98	-48
-11	98	-46
-12	94	-46
-9	92	-42
-8	95	-44
-11	98	-46
-13	98	-47
-15	94	-46
-13	96	-48
-12	94	-46
-13	96	-45
-15	94	-45
-10	98	-47
-10	95	-47
-12	94	-46
-13	97	-47
-11	94	-45
-11	93	-45
-9	96	-44
-13	97	-45
-10	93	-44
-11	95	-44
-9	95	-44
-11	97	-44
-13	94	-44
-11	93	-47
-11	94	-46
-15	93	-46
-11	97	-45
-12	102	-45
-12	94	-47
-11	93	-46
-11	95	-47
-9	97	-48
-9	97	-47
-9	92	-46
-15	92	-44
-9	96	-46
-9	97	-45
-10	97	-45
-10	96	-47
-13	94	-46
-10	94	-44
-10	94	-47
-13	95	-43
-9	99	-48
-11	95	-45
-11	97	-45
-13	96	-47
-12	98	-46
-11	95	-46
-12	93	-46
-8	98	-46
-10	96	-44
-9	91	-46
-11	97	-45
-13	92	-47
-12	92	-44
-10	94	-45
-12	94	-49
-9	93	-49
-12	96	-46
-13	93	-48
-13	92	-48
-12	92	-46
-14	94	-46
-10	96	-46
-10	93	-45
-14	92	-44
-12	91	-46
-12	94	-47
-10	89	-47
-5	93	-44
-11	97	-44
-14	99	-45
-10	98	-43
-11	96	-46
-10	97	-45
-11	94	-45
-12	93	-45
-10	96	-44
-12	95	-45
-12	94	-48
-12	95	-44
-13	98	-42
-9	95	-43
-15	98	-46
-11	92	-48
-11	93	-45
-12	94	-45
-11	96	-44
-11	97	-44
-10	96	-45
-9	98	-46
-12	96	-43
-13	96	-45
-11	96	-47
-8	95	-46
-9	95	-49
-10	97	-47
-10	94	-45
-12	97	-44
-7	96	-42
-11	95	-44
-12	97	-47
-13	95	-43
-13	94	-46
-15	94	-46
-11	95	-45
-8	94	-44
-10	95	-47
-11	94	-46
-12	94	-42
-11	92	-47
-11	94	-48
-11	95	-47
-11	94	-46
-8	94	-46
-11	97	-45
-12	97	-47
-9	96	-44
-13	96	-44
-12	96	-47
-9	97	-46
-11	97	-46
-10	95	-46
-9	94	-44
-11	95	-45
-12	96	-43
-13	94	-47
-10	98	-44
-12	91	-43
-12	96	-48
-10	90	-46
-7	92	-45
-11	95	-49
-13	95	-45
-11	94	-42
-13	94	-46
-13	96	-43
-15	94	-46
-14	93	-45
-13	98	-48
-13	96	-47
-12	96	-45
-11	96	-48
-8	95	-47
-9	93	-45
-10	93	-47
-11	94	-48
-9	98	-46
-11	95	-44
-12	93	-44
-12	94	-43
-12	96	-44
-15	94	-45
-13	94	-46
-11	93	-46
-13	94	-44
-9	96	-45
-10	96	-44
-11	98	-45
-12	94	-47
-10	93	-47
-7	96	-47
-10	95	-46
-10	94	-47
-13	97	-46
-13	96	-44
-9	96	-49
-14	97	-44
-14	94	-45
-12	93	-44
-11	96	-42
-8	96	-45
-12	93	-46
-10	97	-49
-9	99	-47
-12	96	-45
-11	96	-47
-11	94	-47
-14	95	-46
-12	94	-45
-13	95	-45
-13	95	-44
-11	91	-45
-14	98	-44
-12	94	-47
-7	98	-44
-10	98	-45
-11	94	-44
-10	96	-49
-13	98	-47
-12	92	-48
-10	95	-45
-9	94	-47
-12	96	-43
-13	95	-46
-11	98	-48
-13	93	-44
-11	98	-45
-11	95	-45
-13	95	-49
-11	96	-45
-11	97	-45
-7	96	-48
-14	95	-45
-10	92	-45
-9	97	-43
-10	94	-47
-12	100	-44
-7	93	-45
-9	96	-46
-10	98	-45
-14	95	-47
-10	97	-47
-10	94	-43
-9	94	-46
-12	95	-46
-8	96	-49
-11	99	-46
-10	98	-46
-9	95	-48
-14	94	-46
-11	95	-44
-10	95	-43
-13	100	-47
-14	93	-45
-11	96	-44
-13	97	-47
-12	95	-47
-12	95	-44
-12	94	-48
-14	95	-46
-9	96	-45
-13	97	-45
-15	97	-45
-12	94	-46
-9	97	-46
-11	95	-47
-11	93	-46
-9	93	-47
-15	96	-47
-12	96	-46
-12	93	-46
-9	90	-45
-11	96	-48
-8	94	-51
-11	97	-49
-11	96	-46
-13	94	-47
-11	96	-45
-14	97	-44
-10	95	-43
-9	95	-46
-10	98	-46
-10	97	-45
-15	96	-47
-12	98	-41
-11	96	-48
-13	96	-45
-11	96	-44
-8	96	-45
-13	93	-43
-8	98	-46
-9	97	-45
-11	95	-44
-10	97	-46
-8	96	-46
-9	96	-42
-11	96	-43
-12	94	-45
-12	93	-44
-10	95	-46
-10	95	-42
-11	95	-46
-10	93	-45
-8	94	-46
-11	95	-46
-12	97	-47
-11	94	-48
-9	97	-49
-13	98	-46
-14	95	-46
-13	96	-46
-11	96	-47
-9	97	-47
-12	99	-46
-9	99	-45
-9	95	-47
-12	97	-46
-11	96	-46
-12	95	-47
-14	94	-46
-14	98	-46
-6	94	-47
-12	97	-45
-14	98	-45
-10	96	-45
-11	96	-47
-13	96	-43
-13	96	-45
-9	96	-45
-10	97	-43
-7	97	-46
-10	97	-46
-14	95	-44
-12	96	-45
-15	92	-44
-9	95	-46
-10	97	-44
-13	97	-46
-11	96	-46
-13	97	-45
-8	95	-49
-11	97	-44
-8	98	-43
-9	96	-43
-12	97	-45
-13	97	-47
-9	94	-49
-9	94	-47
-13	93	-48
-12	96	-47
-11	97	-45
-12	98	-47
-12	95	-48
-14	95	-45
-10	96	-43
-12	95	-47
-10	97	-46
-9	97	-44
-9	95	-42
-11	96	-46
-8	97	-44
-10	94	-46
-11	96	-48
-11	98	-46
-10	94	-45
-9	96	-46
-10	93	-46
-11	92	-44
-11	100	-46
-12	93	-45
-9	95	-44
-13	94	-45
-10	97	-45
-10	96	-47
-11	97	-44
-12	98	-50
-10	97	-46
-13	95	-45
-13	94	-46
-8	95	-47
-9	96	-45
-13	96	-46
-14	94	-42
-11	94	-47
-11	94	-45
-9	95	-44
-10	94	-46
-10	95	-47
-9	94	-48
-10	97	-45
-9	95	-46
-12	98	-46
-10	95	-49
-9	97	-47
-9	97	-44
-9	98	-46
-10	97	-48
-11	98	-47
-12	97	-48
-14	93	-46
-10	97	-45
-10	95	-47
-12	95	-48
-10	96	-46
-12	94	-45
-11	99	-47
-12	92	-46
-9	97	-45
-11	94	-46
-11	94	-43
-13	98	-48
-10	95	-43
-10	95	-49
-11	98	-47
-11	97	-44
-10	99	-48
-9	96	-48
-9	97	-48
-10	90	-44
-12	96	-47
-9	91	-42
-13	96	-47
-11	97	-45
-13	96	-43
-13	97	-47
-10	97	-45
-11	97	-48
-10	92	-47
-10	93	-44
-10	93	-44
-8	95	-45
-10	93	-45
-13	94	-44
-9	97	-45
-12	95	-45
-12	95	-44
-13	95	-48
-12	95	-43
-10	94	-45
-12	95	-48
-11	93	-47
-11	92	-46
-11	93	-46
-10	98	-44
-10	96	-44
-12	96	-47
-12	97	-48
-10	96	-42
-9	96	-42
-9	92	-46
-9	93	-44
-13	97	-46
-12	93	-47
-10	95	-46
-11	96	-45
-11	94	-49
-8	97	-45
-12	98	-48
-11	98	-45
-7	95	-44
-10	96	-46
-14	95	-47
-12	94	-45
-8	96	-45
-9	95	-45
-13	95	-46
-12	100	-50
-10	93	-46
-10	94	-44
-14	95	-44
-11	92	-46
-10	94	-47
-12	95	-46
-11	95	-48
-12	92	-44
-10	93	-45
-12	94	-44
-11	95	-44
-11	96	-46
-10	91	-43
-7	95	-45
-10	95	-46
-10	95	-47
-8	91	-46
-10	94	-45
-9	93	-45
-13	90	-49
-10	97	-46
-12	96	-45
-11	95	-48
-13	93	-47
-12	91	-44
-14	95	-44
-12	96	-43
-14	93	-44
-13	93	-44
-14	96	-47
-15	94	-46
-9	96	-42
-9	98	-42
-8	93	-47
-10	94	-45
-10	92	-46
-11	92	-45
-11	97	-43
-9	97	-43
-12	92	-46
-8	96	-45
-12	96	-47
-13	96	-45
-10	93	-47
-11	94	-44
-10	97	-42
-12	97	-47
-13	92	-46
-12	98	-45
-11	95	-49
-9	97	-45
-10	97	-48
-11	96	-46
-10	96	-44
-11	97	-45
-12	96	-45
-11	94	-44
-12	96	-43
-11	96	-44
-13	96	-45
-11	94	-46
-10	96	-46
-14	95	-45
-10	92	-47
-10	95	-45
-11	95	-47
-13	97	-46
-9	99	-47
-12	93	-41
-9	95	-42
-12	91	-45
-12	97	-44
-14	92	-47
-12	97	-48
-12	96	-46
-14	94	-44
-10	92	-47
-11	94	-45
-12	95	-47
-6	97	-46
-13	96	-47
-9	96	-44
-12	93	-46
-11	95	-45
-13	94	-48
-12	98	-44
-11	95	-44
-13	96	-48
-13	96	-48
-10	94	-47
-12	91	-45
-10	93	-44
-10	98	-47
-13	91	-46
-12	94	-44
-9	95	-43
-10	96	-45
-11	98	-48
-9	95	-49
-11	95	-47
-13	98	-47
-13	95	-42
-11	96	-46
-11	98	-46
-13	96	-45
-10	94	-47
-12	96	-47
-12	95	-48
-13	95	-47
-11	99	-45
-9	97	-44
-11	95	-45
-10	96	-42
-9	95	-46
-12	98	-46
-11	96	-43
-13	97	-45
-12	99	-42
-11	96	-43
-10	91	-43
-9	96	-45
-11	98	-45
-11	97	-45
-12	97	-46
-7	93	-44
-12	97	-44
-11	94	-43
-11	96	-47
-12	96	-42
-9	96	-44
-12	97	-44
-10	97	-45
-11	98	-46
-12	97	-45
-12	92	-46
-11	96	-44
-12	96	-43
-9	94	-45
-12	95	-46
-14	96	-46
-11	96	-45
-13	94	-49
-10	92	-47
-12	95	-45
-10	93	-47
-11	95	-44
-13	100	-47
-13	96	-45
-8	95	-45
-12	95	-43
-12	98	-44
-13	96	-45
-12	96	-45
-11	96	-44
-12	93	-44
-13	94	-44
-9	94	-50
-13	100	-44
-11	97	-43
-12	96	-46
-14	95	-44
-12	95	-45
-12	96	-44
-10	97	-45
-11	96	-43
-7	96	-44
-10	93	-44
-12	96	-47
-13	97	-45
-14	96	-46
-8	94	-45
-9	95	-43
-11	92	-45
-10	95	-47
-12	95	-47
-11	92	-45
-12	94	-43
-12	96	-47
-11	95	-45
-12	97	-49
-14	97	-47
-11	96	-48
-13	93	-45
-12	97	-46
-13	96	-46
-10	98	-43
-14	96	-44
-13	94	-45
-13	95	-46
-12	98	-44
-9	98	-44
-8	96	-47
-11	95	-48
-10	96	-45
-10	96	-48
-9	96	-46
-10	92	-47
-12	95	-44
-10	94	-41
-12	96	-45
-13	97	-44
-9	101	-46
-11	95	-46
-16	96	-43
-11	95	-44
-10	96	-44
-9	100	-47
-8	95	-49
-11	97	-46
-12	95	-45
-10	95	-47
-10	96	-45
-13	97	-47
-12	96	-46
-13	96	-44
-13	94	-45
-13	98	-45
-10	95	-45
-13	97	-47
-11	93	-45
-16	96	-46
-10	98	-47
-11	95	-44
-11	92	-46
-14	93	-44
-10	95	-48
-11	100	-46
-9	97	-45
-11	98	-47
-10	96	-45
-12	95	-46
-10	95	-45
-10	93	-45
-13	96	-46
-13	93	-46
-11	94	-47
-12	97	-48
-11	96	-46
-8	97	-45
-13	93	-46
-11	94	-45
-9	95	-47
-11	90	-44
-14	94	-44
-14	96	-44
-10	94	-45
-12	98	-47
-11	96	-47
-13	94	-44
-12	94	-45
-12	93	-44
-12	94	-47
-14	94	-48
-12	96	-49
-13	94	-44
-11	95	-44
-12	94	-47
-14	93	-44
-11	94	-47
-11	94	-48
-12	94	-46
-9	96	-48
-10	95	-45
-14	94	-45
-13	94	-44
-10	94	-48
-9	95	-45
-10	98	-47
-12	95	-45
-9	99	-48
-11	95	-47
-11	92	-46
-11	97	-45
-13	98	-46
-15	100	-48
-12	95	-46
-11	94	-44
-11	98	-46
-16	94	-45
-16	98	-45
-11	98	-45
-9	97	-45
-13	96	-45
-14	97	-46
-12	100	-48
-12	94	-43
-12	95	-42
-11	96	-47
-12	94	-45
-12	96	-47
-10	94	-49
-9	93	-47
-10	95	-47
-10	91	-44
-13	98	-44
-11	95	-48
-11	96	-44
-13	94	-46
-12	95	-46
-13	96	-45
-12	96	-43
-11	95	-44
-7	98	-47
-8	94	-44
-11	97	-46
-11	97	-47
-10	98	-47
-12	101	-45
-10	95	-46
-10	97	-47
-12	96	-45
-10	96	-44
-12	98	-46
-10	95	-45
-10	100	-45
-9	94	-43
-9	96	-43
-12	97	-44
-13	95	-45
-13	97	-44
-12	95	-44
-10	96	-45
-11	95	-45
-8	93	-46
-9	97	-47
-14	96	-46
-10	91	-43
-12	96	-46
-14	95	-47
-9	98	-45
-14	96	-44
-12	94	-46
-12	98	-42
-13	95	-45
-14	94	-45
-11	92	-44
-12	93	-44
-12	95	-46
-11	97	-47
-10	95	-46
-12	95	-45
-8	92	-42
-10	98	-44
-11	95	-43
-11	97	-43
-13	97	-46
-10	96	-44
-12	93	-48
-11	92	-45
-9	96	-44
-16	95	-46
-12	97	-47
-9	95	-46
-10	94	-44
-10	92	-46
-11	95	-46
-9	97	-46
-12	93	-43
-11	95	-45
-12	97	-45
-10	97	-44
-9	98	-48
-9	96	-43
-11	95	-44
-8	98	-46
-11	92	-45
-10	93	-42
-7	96	-43
-11	98	-46
-10	96	-46
-12	94	-45
-12	98	-44
-11	96	-47
-11	95	-44
-11	94	-45
-10	95	-43
-12	95	-45
-10	93	-44
-14	93	-44
-11	98	-43
-11	94	-45
-13	97	-47
-9	93	-47
-12	93	-45
-10	95	-43
-9	96	-47
-14	93	-47
-12	95	-44
-13	97	-42
-8	98	-44
-9	95	-44
-11	95	-46
-11	94	-43
-11	95	-45
-11	97	-45
-11	97	-46
-12	96	-45
-8	93	-45
-10	96	-45
-9	95	-47
-10	92	-48
-10	92	-48
-11	96	-47
-10	98	-48
-12	96	-46
-12	95	-45
-12	94	-49
-12	95	-45
-12	96	-44
-9	98	-45
-9	94	-45
-11	97	-46
-7	98	-45
