Timestamp;scop_exciting_gy;scop_exciting_signal
0;35;0
1077;35;0
2076;36;0
3078;36;0
4078;36;0
5078;36;0
6077;36;0
7075;36;0
8078;35;0
9077;35;0
10075;34;0
11075;34;0
12078;33;0
13078;33;0
14076;32;0
15076;31;0
16079;31;0
17079;30;0
18077;29;0
19076;29;0
20075;28;0
21080;27;0
22078;27;0
23077;26;0
24090;25;0
25078;25;0
26078;24;0
27076;24;0
28075;23;0
29079;23;0
30078;22;0
31077;22;0
32076;21;0
33080;21;0
34090;21;0
35077;21;0
36077;21;0
37075;21;0
38075;21;0
39078;21;0
40078;21;0
41076;21;0
42076;21;0
43079;21;0
44089;21;0
45077;21;0
46076;21;0
47080;21;0
48079;21;0
49077;21;0
50076;21;0
51075;21;0
52080;21;0
53079;21;0
54093;21;0
55076;21;0
56076;21;0
57076;21;0
58076;21;0
59075;21;0
60075;21;0
61080;21;0
62080;21;0
63079;21;0
64091;21;0
65080;21;0
66075;21;0
67079;20;0
68080;20;0
69079;20;0
70079;20;0
71078;20;0
72077;20;0
73080;20;0
74093;20;0
75076;20;0
76080;20;0
77080;20;0
78078;19;0
79077;19;0
80075;19;0
81075;19;0
82079;19;0
83078;19;0
84089;19;0
85078;18;0
86076;18;0
87076;18;0
88079;18;0
89079;18;0
90077;17;0
91077;17;0
92075;17;0
93080;17;0
94090;16;0
95079;16;0
96078;16;0
97077;15;0
98075;15;0
99075;14;0
100078;14;0
101078;13;0
102076;13;0
103075;12;0
104075;12;0
105093;11;0
106076;11;0
107075;10;0
108079;10;0
109078;10;0
110076;9;0
111076;9;0
112079;8;0
113079;8;0
114078;8;0
115093;8;0
116075;8;0
117080;8;0
118078;8;0
119078;7;0
120077;7;0
121077;7;0
122076;7;0
123077;7;0
124076;7;0
125090;8;0
126079;8;0
127079;8;0
128078;8;0
129079;9;0
130078;9;0
131078;9;0
132077;10;0
133078;10;0
134077;10;0
135091;11;0
136080;11;0
137080;11;0
138077;12;0
139076;12;0
140079;13;0
141078;13;0
142076;13;0
143076;14;0
144080;14;0
145093;14;0
146075;15;0
147080;15;0
148078;16;0
149077;16;0
150079;16;0
151078;16;0
152077;16;0
153075;17;0
154076;17;0
155088;17;0
156076;17;0
157075;17;0
158079;17;0
159078;17;0
160077;18;0
161076;18;0
162080;18;0
163079;18;0
164078;18;0
165086;18;0
166088;18;0
167076;18;0
168076;19;0
169079;19;0
170079;19;0
171077;19;0
172077;19;0
173075;19;0
174076;20;0
175097;20;0
176093;20;0
177075;20;0
178075;20;0
179078;21;0
180078;21;0
181076;21;0
182076;21;0
183079;21;0
184075;21;0
185202;21;0
186079;21;0
187078;21;0
188079;21;0
189078;21;0
190078;21;0
191078;21;0
192078;21;0
193077;22;0
194078;22;0
195086;22;0
196091;22;0
197080;22;0
198075;22;0
199079;23;0
200079;23;0
201078;23;0
202079;23;0
203076;24;0
204075;24;0
205093;24;0
206090;25;0
207078;25;0
208078;25;0
209076;26;0
210076;26;0
211079;26;0
212078;27;0
213077;27;0
214077;28;0
215075;28;0
216092;28;0
217079;29;0
218079;29;0
219077;29;0
220076;30;0
221075;30;0
222080;31;0
223078;31;0
224078;32;0
225076;32;0
226090;32;0
227078;33;0
228077;33;0
229076;33;0
230075;34;0
231079;34;0
232078;34;0
233077;34;0
234076;34;0
235080;34;0
236091;34;0
237079;34;0
238078;33;0
239077;33;0
240076;33;0
241080;32;0
242079;32;0
243078;31;0
244078;30;0
245076;30;0
246089;29;0
247077;28;0
248076;27;0
249080;27;0
250075;26;0
251079;25;0
252079;25;0
253078;24;0
254080;24;0
255079;23;0
256091;23;0
257075;23;0
258080;22;0
259075;22;0
260079;22;0
261079;22;0
262079;23;0
263079;23;0
264078;23;0
265079;24;0
266089;24;0
267078;25;0
268077;26;0
269075;26;0
270079;27;0
271076;27;0
272076;27;0
273079;27;0
274079;27;0
275078;27;0
276093;27;0
277075;27;0
278075;26;0
279078;26;0
280078;26;0
281076;26;0
282075;25;0
283079;25;0
284079;25;0
285077;24;0
286091;24;0
287078;24;0
288078;24;0
289076;23;0
290076;23;0
291079;23;0
292079;22;0
293077;22;0
294077;22;0
295075;22;0
296086;21;0
297091;21;0
298079;21;0
299079;21;0
300077;21;0
301076;21;0
302075;21;0
303080;21;0
304079;21;0
305078;21;0
306077;21;0
307091;21;0
308079;21;0
309079;21;0
310077;21;0
311076;21;0
312075;21;0
313080;21;0
314078;21;0
315078;21;0
316077;21;0
317091;21;0
318079;21;0
319080;21;0
320079;21;0
321079;20;0
322078;20;0
323078;20;0
324078;19;0
325078;19;0
326077;19;0
327078;18;0
328090;18;0
329079;17;0
330079;17;0
331078;17;0
332078;16;0
333077;16;0
334077;15;0
335080;14;0
336079;14;0
337077;13;0
338091;13;0
339078;13;0
340078;12;0
341076;12;0
342076;11;0
343079;11;0
344079;11;0
345078;10;0
346077;10;0
347075;10;0
348091;10;0
349079;9;0
350078;9;0
351077;9;0
352077;8;0
353075;8;0
354075;8;0
355079;8;0
356079;8;0
357077;8;0
358092;8;0
359080;8;0
360079;8;0
361078;8;0
362077;8;0
363075;8;0
364076;8;0
365079;8;0
366079;9;0
367077;9;0
368091;9;0
369079;9;0
370078;9;0
371077;10;0
372076;10;0
373079;10;0
374080;10;0
375078;10;0
376077;10;0
377076;10;0
378089;10;0
379078;11;0
380077;11;0
381076;11;0
382076;11;0
383075;11;0
384077;11;0
385076;11;0
386076;10;0
387075;10;0
388091;10;0
389075;10;0
390080;10;0
391075;10;0
392079;10;0
393079;10;0
394079;10;0
395079;9;0
396078;9;0
397078;9;0
398078;9;0
399093;9;0
400075;9;0
401079;9;0
402076;9;0
403075;9;0
404079;9;0
405079;9;0
406077;9;0
407077;9;0
408075;9;0
409186;9;0
410078;9;0
411077;9;0
412076;9;0
413080;9;0
414080;9;0
415078;9;0
416077;10;0
417076;10;0
418076;10;0
419079;10;0
420079;11;0
421093;11;0
422075;12;0
423080;12;0
424078;12;0
425078;13;0
426076;13;0
427075;14;0
428079;14;0
429078;15;0
430087;15;0
431090;16;0
432078;16;0
433078;17;0
434076;17;0
435076;17;0
436079;18;0
437079;18;0
438077;19;0
439076;19;0
440075;20;0
441093;20;0
442075;20;0
443080;20;0
444078;21;0
445078;21;0
446077;21;0
447077;21;0
448076;22;0
449077;22;0
450076;22;0
451091;22;0
452079;23;0
453080;23;0
454080;23;0
455075;23;0
456079;23;0
457080;23;0
458079;23;0
459079;23;0
460078;23;0
461079;23;0
462090;23;0
463078;23;0
464079;22;0
465077;22;0
466076;22;0
467079;22;0
468078;22;0
469076;22;0
470075;22;0
471079;22;0
472090;21;0
473078;21;0
474078;21;0
475076;22;0
476076;22;0
477079;22;0
478078;22;0
479077;22;0
480076;23;0
481080;23;0
482091;23;0
483078;23;0
484078;24;0
485076;24;0
486075;24;0
487079;24;0
488079;24;0
489077;24;0
490077;24;0
491075;25;0
492091;25;0
493080;25;0
494079;25;0
495078;25;0
496077;25;0
497076;25;0
498080;25;0
499079;25;0
500078;25;0
501077;25;0
502075;25;0
503090;25;0
504080;25;0
505079;25;0
506078;25;0
507076;25;0
508076;25;0
509079;25;0
510079;25;0
511077;25;0
512077;24;0
513089;24;0
514079;24;0
515078;24;0
516079;24;0
517078;24;0
518078;24;0
519078;24;0
520078;23;0
521077;23;0
522077;23;0
523092;23;0
524077;23;0
525077;23;0
526077;24;0
527076;24;0
528076;24;0
529075;24;0
530076;25;0
531079;25;0
532077;25;0
533091;26;0
534075;26;0
535079;27;0
536078;27;0
537076;27;0
538076;27;0
539079;28;0
540079;28;0
541077;28;0
542077;27;0
543091;27;0
544075;27;0
545078;27;0
546078;26;0
547076;26;0
548076;26;0
549079;25;0
550078;25;0
551077;24;0
552076;24;0
553095;23;0
554091;23;0
555079;22;0
556121;22;0
557077;21;0
558076;20;0
559075;20;0
560079;19;0
561078;19;0
562077;18;0
563168;18;0
564076;18;0
565075;18;0
566080;17;0
567078;17;0
568077;17;0
569076;17;0
570076;17;0
571079;17;0
572079;17;0
573092;17;0
574092;18;0
575079;18;0
576079;18;0
577077;19;0
578078;19;0
579077;19;0
580077;19;0
581076;19;0
582076;19;0
583075;19;0
584091;19;0
585079;19;0
586079;19;0
587078;19;0
588079;19;0
589078;19;0
590078;19;0
591077;19;0
592078;18;0
593077;18;0
594077;18;0
595090;18;0
596078;17;0
597077;17;0
598079;17;0
599078;17;0
600077;16;0
601076;16;0
602079;16;0
603079;15;0
604077;15;0
605077;15;0
606089;15;0
607077;14;0
608076;14;0
609079;14;0
610079;14;0
611077;14;0
612077;13;0
613075;13;0
614075;13;0
615079;13;0
616090;13;0
617078;13;0
618078;13;0
619076;13;0
620075;13;0
621079;13;0
622078;13;0
623077;13;0
624077;12;0
625075;12;0
626091;12;0
627079;12;0
628078;12;0
629077;12;0
630076;12;0
631080;12;0
632079;12;0
633077;12;0
634078;12;0
635076;12;0
636075;12;0
637091;12;0
638078;12;0
639078;12;0
640076;12;0
641075;12;0
642079;12;0
643079;12;0
644079;12;0
645079;12;0
646078;12;0
647089;12;0
648077;12;0
649078;12;0
650077;12;0
651077;12;0
652076;12;0
653076;12;0
654076;12;0
655076;12;0
656075;12;0
657075;11;0
658092;11;0
659076;11;0
660076;11;0
661075;11;0
662079;11;0
663076;11;0
664075;12;0
665079;12;0
666078;12;0
667077;12;0
668088;12;0
669075;12;0
670075;12;0
671078;12;0
672078;12;0
673076;12;0
674076;12;0
675080;12;0
676079;12;0
677078;12;0
678090;11;0
679079;11;0
680077;11;0
681077;11;0
682075;11;0
683075;11;0
684079;11;0
685078;11;0
686077;11;0
687076;11;0
688080;11;0
689092;11;0
690079;11;0
691079;11;0
692077;11;0
693076;11;0
694076;12;0
695075;12;0
696079;12;0
697078;12;0
698076;12;0
699089;12;0
700077;12;0
701077;13;0
702075;13;0
703080;13;0
704078;13;0
705078;13;0
706076;14;0
707076;14;0
708079;14;0
709092;14;0
710078;14;0
711077;14;0
712078;14;0
713077;14;0
714077;15;0
715076;15;0
716076;15;0
717076;15;0
718076;15;0
719075;15;0
720092;15;0
721076;15;0
722075;15;0
723075;16;0
724076;16;0
725076;16;0
726075;16;0
727079;16;0
728077;17;0
729076;17;0
730091;17;0
731080;17;0
732078;18;0
733077;18;0
734076;18;0
735076;19;0
736080;19;0
737079;19;0
738077;19;0
739076;20;0
740090;20;0
741079;20;0
742077;20;0
743077;20;0
744075;21;0
745080;21;0
746078;21;0
747078;21;0
748076;21;0
