Timestamp;scop_exciting_gy;scop_exciting_signal
0;6;0
1079;7;0
2080;7;0
3078;7;0
4079;7;0
5076;7;0
6076;7;0
7078;7;0
8079;7;0
9075;7;0
10076;7;0
11078;6;0
12080;6;0
13077;6;0
14078;6;0
15076;6;0
16077;5;0
17080;5;0
18076;5;0
19078;5;0
20080;5;0
21078;5;0
22079;5;0
23090;5;0
24075;5;0
25078;5;0
26080;5;0
27077;5;0
28079;5;0
29076;5;0
30077;5;0
31079;6;0
32079;6;0
33093;6;0
34078;7;0
35080;7;0
36075;7;0
37077;7;0
38077;8;0
39080;8;0
40075;8;0
41078;8;0
42078;9;0
43080;9;0
44092;9;0
45077;9;0
46079;10;0
47079;10;0
48076;10;0
49076;10;0
50078;10;0
51080;10;0
52076;11;0
53077;11;0
54092;11;0
55077;11;0
56079;11;0
57080;11;0
58076;11;0
59077;11;0
60078;11;0
61075;11;0
62076;11;0
63077;11;0
64079;11;0
65089;12;0
66075;12;0
67076;12;0
68077;12;0
69079;12;0
70080;12;0
71077;13;0
72077;13;0
73079;13;0
74080;13;0
75088;13;0
76078;13;0
77075;13;0
78077;14;0
79080;14;0
80076;14;0
81079;14;0
82075;14;0
83077;14;0
84079;14;0
85076;14;0
86091;14;0
87077;14;0
88080;14;0
89076;14;0
90078;15;0
91076;15;0
92078;15;0
93080;15;0
94077;15;0
95079;15;0
96089;16;0
97078;16;0
98079;16;0
99080;16;0
100076;16;0
101078;15;0
102079;14;0
103080;14;0
104077;13;0
105077;12;0
106089;11;0
107075;10;0
108076;9;0
109077;8;0
110078;7;0
111075;7;0
112075;6;0
113077;5;0
114078;4;0
115079;4;0
116088;3;0
117079;2;0
118075;2;0
119076;1;0
120077;1;0
121080;0;0
122075;0;0
123077;0;0
124078;0;0
125080;0;0
126092;0;0
127077;0;0
128079;0;0
129080;0;0
130076;0;0
131077;0;0
132079;0;0
133080;0;0
134076;0;0
135077;0;0
136091;1;0
137075;1;0
138077;1;0
139078;1;0
140080;2;0
141075;2;0
142077;2;0
143078;2;0
144075;2;0
145077;3;0
146091;3;0
147078;3;0
148079;3;0
149077;3;0
150078;3;0
151079;4;0
152077;4;0
153079;4;0
154076;4;0
155077;4;0
156090;3;0
157077;3;0
158079;3;0
159076;3;0
160078;3;0
161076;3;0
162076;2;0
163077;2;0
164076;2;0
165078;2;0
166093;2;0
167079;1;0
168080;1;0
169076;1;0
170077;1;0
171079;1;0
172080;0;0
173077;0;0
174077;0;0
175079;0;0
176080;0;0
177089;0;0
178075;0;0
179076;0;0
180077;0;0
181079;0;0
182075;0;0
183075;0;0
184077;0;0
185078;0;0
186080;-1;0
187088;-1;0
188079;-1;0
189075;-1;0
190077;-1;0
191077;-1;0
192080;-2;0
193075;-2;0
194077;-2;0
195077;-2;0
196079;-3;0
197093;-3;0
198079;-3;0
199080;-3;0
200076;-4;0
201078;-4;0
202080;-4;0
203075;-4;0
204077;-4;0
205077;-5;0
206080;-5;0
207115;-5;0
208080;-5;0
209076;-5;0
210079;-5;0
211076;-6;0
212078;-6;0
213080;-6;0
214077;-6;0
215078;-6;0
216076;-6;0
217092;-6;0
218078;-6;0
219075;-6;0
220077;-6;0
221080;-6;0
222077;-6;0
223078;-6;0
224076;-7;0
225077;-7;0
226080;-7;0
227075;-7;0
228090;-7;0
229075;-7;0
230076;-7;0
231078;-7;0
232079;-7;0
233075;-7;0
234076;-7;0
235077;-7;0
236078;-8;0
237080;-8;0
238088;-8;0
239079;-8;0
240080;-8;0
241077;-8;0
242078;-8;0
243080;-8;0
244075;-8;0
245077;-8;0
246077;-8;0
247080;-9;0
248237;-9;0
249077;-9;0
250078;-9;0
251075;-9;0
252076;-9;0
253078;-9;0
254078;-9;0
255080;-9;0
256075;-9;0
257077;-9;0
258078;-8;0
259088;-8;0
260079;-8;0
261075;-8;0
262077;-8;0
263078;-7;0
264079;-7;0
265080;-6;0
266076;-5;0
267077;-4;0
268078;-3;0
269093;-3;0
270078;-2;0
271080;-1;0
272076;0;0
273077;0;0
274080;0;0
275076;1;0
276078;1;0
277080;1;0
278077;2;0
279092;2;0
280078;3;0
281075;3;0
282078;3;0
283079;4;0
284077;4;0
285078;4;0
286075;4;0
287077;4;0
288080;4;0
289112;4;0
290077;4;0
291079;4;0
292077;4;0
293077;4;0
294078;4;0
295078;4;0
296080;4;0
297075;5;0
298077;5;0
299077;5;0
300091;5;0
301077;5;0
302078;5;0
303080;5;0
304075;6;0
305077;6;0
306077;6;0
307080;6;0
308075;6;0
309077;6;0
310106;6;0
311077;7;0
312078;7;0
313079;7;0
314080;7;0
315076;7;0
316077;7;0
317079;7;0
318080;7;0
319076;8;0
320230;8;0
321077;8;0
322078;8;0
323075;8;0
324075;8;0
325077;8;0
326078;8;0
327080;8;0
328075;9;0
329077;9;0
330141;9;0
331079;9;0
332080;9;0
333076;9;0
334077;9;0
335078;9;0
336079;9;0
337076;9;0
338076;9;0
339078;10;0
340228;10;0
341075;10;0
342077;10;0
343079;11;0
344076;11;0
345078;11;0
346075;11;0
347077;12;0
348079;12;0
349076;12;0
350094;12;0
351093;12;0
352078;13;0
353075;13;0
354179;13;0
355080;13;0
356076;13;0
357078;13;0
358079;13;0
359075;14;0
360075;14;0
361078;14;0
362090;14;0
363080;14;0
364076;14;0
365077;14;0
366079;14;0
367080;14;0
368076;14;0
369077;14;0
370078;13;0
371075;13;0
372089;13;0
373079;12;0
374075;12;0
375076;11;0
376077;11;0
377078;10;0
378080;10;0
379075;9;0
380077;9;0
381078;9;0
382075;8;0
383093;8;0
384078;8;0
385080;8;0
386075;8;0
387077;8;0
