Timestamp;scop_exciting_gy;scop_exciting_signal
0;9;0
1076;9;0
2076;9;0
3079;9;0
4079;9;0
5078;9;0
6077;9;0
7077;9;0
8076;10;0
9076;10;0
10075;10;0
11076;10;0
12075;10;0
13076;10;0
14080;10;0
15075;10;0
16080;9;0
17075;9;0
18080;9;0
19080;9;0
20079;9;0
21079;9;0
22078;9;0
23079;8;0
24090;8;0
25078;8;0
26080;8;0
27078;8;0
28079;8;0
29078;7;0
30078;7;0
31077;7;0
32078;7;0
33077;7;0
34092;7;0
35075;7;0
36076;7;0
37075;8;0
38076;8;0
39080;8;0
40075;8;0
41079;9;0
42080;9;0
43079;9;0
44091;10;0
45079;10;0
46080;10;0
47079;10;0
48079;11;0
49078;11;0
50078;11;0
51078;11;0
52079;12;0
53079;12;0
54092;12;0
55076;12;0
56078;12;0
57078;13;0
58079;13;0
59078;13;0
60079;13;0
61079;13;0
62075;13;0
63075;13;0
64076;14;0
65090;14;0
66080;14;0
67075;14;0
68076;15;0
69077;15;0
70076;15;0
71076;15;0
72079;16;0
73079;16;0
74078;16;0
75088;16;0
76077;16;0
77077;16;0
78077;17;0
79077;17;0
80077;17;0
81077;17;0
82076;17;0
83076;17;0
84076;17;0
85089;17;0
86079;17;0
87079;17;0
88078;17;0
89079;17;0
90078;17;0
91078;17;0
92077;17;0
93077;18;0
94077;18;0
95077;18;0
96089;18;0
97077;18;0
98077;18;0
99077;18;0
100077;18;0
101076;18;0
102076;18;0
103075;19;0
104076;19;0
105080;19;0
106075;19;0
107092;19;0
108075;19;0
109076;19;0
110080;20;0
111075;20;0
112079;20;0
113080;20;0
114079;20;0
115079;21;0
116079;21;0
117090;21;0
118079;21;0
119075;21;0
120080;22;0
121076;22;0
122076;22;0
123077;22;0
124077;22;0
125078;22;0
126078;22;0
127092;22;0
128076;22;0
129077;22;0
130077;22;0
131078;22;0
132078;22;0
133080;22;0
134079;22;0
135075;22;0
136079;22;0
137090;22;0
138077;23;0
139077;23;0
140077;23;0
141077;23;0
142076;23;0
143076;23;0
144075;23;0
145076;23;0
146075;24;0
147090;24;0
148078;24;0
149078;24;0
150077;24;0
151077;24;0
152077;25;0
153077;25;0
154076;25;0
155077;25;0
156076;25;0
157076;25;0
158093;25;0
159076;25;0
160076;25;0
161075;25;0
162076;25;0
163075;25;0
164076;25;0
165075;25;0
166076;24;0
167075;24;0
168091;23;0
169075;23;0
170075;22;0
171075;21;0
172080;20;0
173080;20;0
174079;19;0
175079;18;0
176079;17;0
177079;17;0
178135;16;0
179076;16;0
180075;15;0
181076;15;0
182075;15;0
183076;14;0
184076;14;0
185077;14;0
186078;15;0
187079;15;0
188123;15;0
189075;15;0
190076;16;0
191077;16;0
192077;17;0
193078;17;0
194078;17;0
195079;17;0
196079;18;0
197075;18;0
198075;18;0
199089;18;0
200079;18;0
201079;18;0
202078;18;0
203077;18;0
204076;17;0
205075;17;0
206076;17;0
207075;17;0
208076;16;0
