Timestamp;scop_pitchspeed;scop_rollspeed;scop_yawspeed
1268078;35;-98;97
1269078;32;-98;102
1270077;30;-98;108
1271077;32;-98;108
1272088;32;-98;108
1273079;35;-98;102
1274077;38;-98;100
1275078;43;-105;97
1276077;46;-108;92
1277077;40;-105;92
1278078;40;-95;92
1279079;43;-90;94
1280077;40;-92;94
1281078;43;-100;100
1282091;43;-105;108
1283076;40;-103;105
1284079;40;-100;102
1285079;46;-105;100
1286077;46;-105;97
1287078;43;-100;100
1288077;46;-95;100
1289078;43;-90;97
1290077;40;-90;94
1291078;46;-92;94
1292088;48;-95;94
1293079;51;-100;97
1294078;48;-103;97
1295079;48;-100;94
1296077;46;-92;86
1297077;46;-90;81
1298077;46;-98;86
1299077;48;-103;94
1300078;48;-105;100
1301078;48;-111;102
1302077;46;-111;102
1303089;46;-111;100
1304078;46;-113;97
1305077;48;-113;92
1306077;46;-113;89
1307078;40;-113;86
1308078;35;-113;86
1309077;32;-113;89
1310077;38;-116;92
1311078;38;-116;97
1312078;38;-119;102
1313077;35;-116;105
1314093;35;-113;108
1315076;35;-111;108
1316078;38;-113;108
1317078;38;-119;105
1318077;38;-121;108
1319077;38;-119;105
1320078;40;-116;102
1321078;38;-119;97
1322077;38;-119;97
1323077;38;-119;97
1324089;40;-119;100
1325079;43;-121;105
1326077;46;-121;108
1327077;46;-119;105
1328078;43;-116;97
1329078;43;-111;94
1330077;40;-108;97
1331077;40;-108;97
1332078;43;-103;97
1333078;48;-98;94
1334077;54;-98;94
1335093;56;-105;97
1336076;51;-113;105
1337078;51;-113;105
1338078;51;-111;102
1339077;51;-116;100
1340077;51;-121;97
1341078;51;-124;97
1342078;51;-121;97
1343077;51;-121;97
1344075;48;-119;97
