Timestamp;scop_accx;scop_accy;scop_accz;scop_pitchspeed;scop_rollspeed;scop_yawspeed;scop_pitch;scop_roll;scop_yaw
1254077;2328;2174;98726;88;-64;0;-10;-11;17081
1255077;2280;2150;98511;88;-67;-2;-9;-11;17081
1256088;2232;1671;97890;85;-70;-2;-9;-11;17081
1257078;2567;1240;97795;80;-72;-2;-9;-11;17081
1258079;2375;1503;98105;77;-67;0;-9;-11;17081
1259079;2615;2078;98320;72;-59;5;-9;-11;17081
1260080;2184;2245;98846;67;-57;7;-9;-11;17081
1261075;2232;2030;99013;64;-62;7;-9;-11;17081
1262076;2017;1671;98607;64;-67;7;-9;-11;17081
1263077;1370;1503;98320;64;-67;10;-10;-11;17081
1264078;2040;1575;98177;61;-64;10;-10;-11;17081
1265078;2423;2030;98225;64;-62;7;-10;-11;17081
1266079;2447;2389;98368;67;-62;5;-10;-11;17081
1267092;1921;2198;98535;72;-64;2;-10;-11;17081
1268077;1418;1886;98774;69;-59;0;-10;-11;17081
1269078;1586;1671;98703;69;-57;0;-10;-11;17081
1270078;1873;1839;98177;72;-59;-2;-10;-11;17081
1271080;1562;1958;98105;75;-64;-2;-10;-11;17081
1272080;1586;1910;98344;77;-67;-2;-10;-11;17081
1273076;2328;1910;98870;75;-67;-5;-10;-11;17081
1274076;2639;1791;99013;72;-67;-5;-10;-11;17081
1275077;2423;1934;98320;69;-67;-8;-10;-11;17081
1276077;2160;1839;97843;72;-72;-2;-10;-11;17081
1277078;1801;1791;98249;67;-75;2;-10;-11;17081
1278090;1729;1910;98631;64;-75;2;-10;-11;17081
1279079;2519;1934;98177;61;-75;0;-10;-11;17081
1280075;2160;2102;97747;59;-75;-5;-10;-11;17081
1281075;2088;2174;98488;56;-72;-8;-10;-11;17081
1282076;2184;2054;99324;59;-75;-8;-10;-11;17081
1283076;1347;1815;98894;61;-80;-5;-10;-12;17081
1284078;1729;2174;97914;61;-86;0;-10;-12;17081
1285078;1873;2102;97221;64;-83;0;-10;-12;17081
1286079;1610;1767;97699;64;-72;-2;-10;-12;17081
1287079;2208;1886;98726;69;-62;-5;-10;-12;17081
1288091;2352;1862;98989;75;-62;-2;-10;-12;17081
1289075;2088;2054;98583;75;-64;0;-10;-12;17081
1290077;1993;2317;98129;72;-67;0;-10;-12;17081
1291077;1610;2317;97938;69;-64;-5;-10;-12;17081
1292080;1658;1862;97962;75;-64;-8;-10;-12;17081
1293080;2423;1743;97890;88;-64;-5;-10;-11;17081
1294076;2687;1958;97890;93;-67;-8;-10;-11;17081
1295077;2591;1862;98607;91;-67;-10;-10;-11;17081
1296078;2543;1934;99395;83;-67;-8;-10;-11;17081
1297079;1969;1982;98703;80;-72;-5;-10;-11;17081
1298089;1466;2030;97604;75;-80;0;-10;-11;17081
1299075;1418;1910;97628;75;-83;5;-10;-12;17081
1300076;2328;1910;98368;77;-80;5;-10;-12;17081
1301078;2519;1791;98511;77;-75;0;-10;-12;17081
1302078;2399;1719;98320;77;-70;-5;-10;-12;17081
1303080;2232;2222;98296;75;-70;-2;-10;-12;17081
1304075;1466;2174;98344;72;-72;0;-10;-12;17081
1305077;1777;1839;98703;69;-70;-2;-10;-12;17081
1306077;2064;2198;98535;69;-67;-5;-10;-12;17081
1307079;1873;2341;97914;72;-70;-2;-10;-12;17081
1308079;2040;2245;97747;80;-70;2;-10;-12;17081
1309092;2136;2198;98607;83;-64;5;-10;-12;17081
1310075;2495;2126;99228;83;-59;5;-9;-12;17081
1311076;3093;2174;98726;77;-57;5;-9;-12;17081
1312076;1873;1695;98129;75;-57;0;-9;-11;17081
1313078;1323;1671;97675;69;-59;-2;-9;-11;17081
1314077;1777;1767;97651;67;-62;-8;-9;-11;17081
1315079;2184;1432;98607;69;-59;-10;-9;-11;17081
1316079;2902;1910;99037;69;-59;-8;-9;-11;17081
1317080;2256;2317;98583;61;-67;-5;-9;-11;17081
1318080;1825;2222;98368;59;-75;-8;-10;-11;17080
1319089;1634;2078;98368;59;-78;-8;-10;-11;17080
1320075;1370;1910;98320;56;-78;-5;-10;-11;17080
1321075;2064;2006;98392;56;-75;2;-10;-11;17080
1322077;2112;2078;98607;51;-72;2;-10;-11;17080
1323076;1729;2006;98177;48;-70;0;-10;-11;17080
1324078;2543;2102;98392;51;-67;-2;-10;-11;17080
1325078;2256;2030;98798;51;-64;-2;-10;-11;17080
1326079;1418;1862;98440;46;-70;-2;-10;-11;17080
1327079;2256;2317;97747;40;-78;-2;-11;-11;17080
1328075;1466;2365;97675;43;-83;-5;-11;-11;17080
1329093;1179;2174;98225;51;-80;-5;-11;-12;17080
1330078;2447;2030;98559;59;-78;-8;-11;-12;17080
1331078;2280;1791;98798;67;-83;-8;-11;-12;17080
1332075;2328;2102;98535;72;-91;-8;-11;-12;17080
1333075;1705;2174;98034;75;-94;-5;-11;-12;17080
1334076;1418;1982;98105;75;-88;0;-11;-12;17080
1335076;1993;2126;98511;77;-86;0;-11;-12;17080
1336077;1921;2174;98416;83;-86;-2;-11;-12;17080
1337077;2519;2341;98249;88;-88;-5;-11;-12;17080
1338078;2399;2485;98344;91;-86;-5;-10;-12;17080
1339078;1801;2437;98535;91;-86;-2;-10;-12;17080
1340164;2184;2389;98440;85;-86;-5;-10;-12;17080
1341079;2232;2413;98105;77;-91;-2;-10;-13;17080
1342079;1849;2293;98081;75;-91;-2;-10;-13;17080
1343075;1682;2054;98392;75;-83;-5;-10;-13;17080
1344075;1753;2126;98368;75;-78;-2;-10;-13;17080
1345076;2399;2102;98583;75;-75;0;-10;-13;17080
1346076;2543;2365;98679;80;-67;0;-10;-13;17080
1347077;2208;2533;98177;80;-64;2;-10;-13;17080
1348077;2088;2198;98010;83;-62;2;-10;-13;17080
1349079;1945;2030;98296;85;-64;0;-10;-12;17080
1350096;1873;2102;98320;88;-62;0;-9;-12;17080
1351092;2280;2054;98201;88;-59;0;-9;-12;17080
1352076;2567;2150;98416;85;-62;2;-9;-12;17080
1353078;2280;2150;98320;83;-67;5;-9;-12;17080
1354078;2017;2078;98177;80;-75;10;-9;-12;17080
1355080;2112;2341;98081;77;-80;10;-9;-12;17080
1356075;2280;2413;98081;69;-80;7;-9;-12;17080
1357076;2160;2557;98273;64;-78;2;-9;-12;17080
1358077;1849;2317;98440;59;-75;0;-9;-12;17080
1359079;1610;2341;98273;56;-72;5;-9;-12;17080
1360079;1945;2389;98034;59;-72;7;-9;-12;17080
1361076;2375;2150;98225;64;-78;2;-9;-12;17080
1362178;2328;2126;98440;64;-80;0;-9;-12;17080
1363077;2375;2054;98273;61;-80;0;-9;-12;17080
1364078;2136;1886;98344;59;-75;2;-9;-12;17080
1365079;1418;1719;98535;56;-72;-2;-9;-12;17080
1366080;1801;1958;98416;51;-72;-5;-9;-12;17080
1367076;2088;2269;98583;51;-78;-5;-10;-13;17080
1368076;2017;2150;98392;56;-80;-2;-10;-13;17080
1369078;1969;2102;97819;61;-83;-5;-10;-13;17080
1370079;1849;2461;98177;64;-83;-5;-10;-13;17080
1371075;1849;2605;98607;69;-83;-2;-10;-13;17080
1372076;1993;2413;98631;72;-86;-2;-10;-13;17080
1373250;2136;2150;98225;72;-86;2;-10;-13;17080
1374078;1993;2030;98081;72;-88;5;-10;-13;17080
1375078;1873;2006;98511;69;-94;7;-10;-13;17080
1376079;1801;2150;97890;67;-99;7;-10;-13;17080
1377080;2040;2222;97699;64;-99;7;-10;-13;17080
1378075;2064;2389;98105;59;-96;10;-10;-14;17080
1379075;1682;2269;98201;56;-91;10;-10;-14;17080
1380077;1849;1839;98201;56;-88;10;-10;-14;17080
1381075;1514;1743;98320;59;-83;10;-10;-14;17080
1382077;1514;1886;98774;59;-78;5;-10;-14;17080
1383124;2160;2174;98822;56;-78;2;-10;-14;17081
1384077;1777;2245;98392;56;-80;0;-10;-14;17081
1385077;1777;2245;98105;61;-75;-2;-10;-14;17080
1386078;1993;2054;98153;67;-67;0;-10;-14;17080
1387078;2136;2102;98488;72;-64;2;-10;-14;17081
1388079;1993;2437;98822;75;-64;5;-10;-14;17081
1389079;1658;2461;98679;75;-62;2;-10;-14;17081
1390075;1777;2269;98296;75;-54;-2;-10;-13;17081
1391075;1801;2198;98296;77;-51;-5;-10;-13;17081
1392077;2088;2054;98631;77;-57;-2;-10;-13;17080
1393077;2447;2150;98320;72;-62;-2;-10;-13;17080
1394093;2495;2533;97843;69;-64;-2;-9;-13;17080
1395078;1969;2150;98058;72;-62;0;-9;-13;17080
1396078;1682;1743;98416;72;-62;2;-9;-13;17080
1397079;2184;1886;98726;69;-62;5;-9;-13;17080
1398079;2447;2365;98750;64;-64;5;-9;-13;17081
1399075;2184;2437;98464;61;-70;0;-9;-13;17081
1400075;1945;2030;98225;59;-72;-5;-9;-13;17080
1401076;1538;1886;98368;54;-72;-8;-10;-13;17080
1402077;1490;1910;98679;54;-67;-8;-10;-13;17080
1403078;1921;2150;98488;59;-64;-5;-10;-13;17080
1404091;1825;2628;98273;64;-62;-2;-10;-13;17080
1405076;1993;2317;98559;64;-62;-5;-10;-12;17080
1406076;2232;1743;99109;61;-62;-13;-10;-12;17080
1407077;1825;2006;98941;61;-62;-10;-10;-12;17080
1408077;1873;2054;98034;61;-62;0;-10;-12;17080
1409078;1849;2126;97723;64;-59;5;-10;-12;17080
1410078;1538;2437;97986;67;-57;7;-10;-12;17080
1411079;1849;2389;98607;67;-54;7;-10;-12;17080
1412075;2136;2293;99085;64;-57;7;-10;-12;17080
1413076;2280;2198;98798;64;-64;10;-10;-12;17080
1414093;1921;2078;98392;64;-70;7;-10;-12;17080
1415078;1370;1934;98488;67;-67;5;-10;-12;17080
1416079;1658;2054;98416;72;-59;7;-10;-12;17081
1417080;1801;2413;98201;75;-57;15;-10;-12;17081
1418080;1777;2652;98535;75;-59;18;-10;-11;17081
1419075;2136;2413;98726;72;-64;13;-10;-11;17081
1420075;2112;2198;98918;69;-67;7;-10;-11;17081
1421077;2256;2245;98941;67;-67;5;-10;-11;17081
1422078;1897;2054;98201;67;-72;2;-9;-11;17081
1423079;1682;1886;98129;61;-75;2;-10;-11;17081
1424092;1801;2222;98392;59;-72;0;-10;-11;17081
1425089;1729;2413;98607;59;-67;0;-10;-11;17081
1426079;1969;2437;98941;59;-64;0;-10;-11;17081
1427075;2208;2509;98559;59;-70;-2;-10;-11;17081
1428075;2184;2102;98368;59;-75;-10;-10;-11;17081
1429077;1658;1815;98440;59;-80;-16;-10;-11;17081
1430078;1849;2030;98249;61;-86;-13;-10;-11;17081
1431079;2136;2150;97938;67;-88;-10;-10;-11;17081
1432075;1825;2126;97866;67;-88;-5;-10;-11;17081
1433077;2136;2174;98488;64;-88;0;-10;-11;17081
1434077;2495;2174;98918;64;-86;2;-10;-11;17081
1435090;2232;2293;98607;69;-86;5;-10;-12;17081
1436075;2088;2222;97843;72;-94;2;-10;-12;17081
1437076;1873;2126;97747;72;-102;-2;-10;-12;17081
1438078;1634;2174;98249;72;-102;-2;-10;-12;17081
1439079;1729;2245;98392;75;-99;2;-9;-12;17081
1440079;1945;2413;98464;77;-94;0;-9;-12;17081
1441079;2112;2485;98703;75;-94;-5;-9;-12;17081
1442080;2208;2485;98870;67;-91;-5;-9;-12;17081
1443080;2567;2341;98511;61;-88;-5;-9;-12;17080
1444076;1945;1886;97771;61;-80;-10;-9;-12;17080
1445175;1586;2030;97413;61;-75;-16;-9;-13;17080
1446079;2112;2198;97747;59;-70;-16;-9;-12;17080
1447079;2304;2413;98511;59;-67;-10;-9;-12;17080
1448075;2543;2676;98870;64;-67;-5;-9;-12;17080
1449075;2088;2509;98774;69;-67;-5;-9;-12;17080
1450076;1562;2485;98870;72;-70;-5;-9;-12;17080
1451076;1993;2174;98631;72;-70;-2;-9;-12;17080
1452078;2423;1910;98153;72;-72;-2;-9;-12;17080
1453078;2423;2150;97819;75;-70;0;-9;-12;17080
1454079;2304;2365;98201;75;-67;0;-9;-12;17080
1455079;1658;2150;98631;72;-67;2;-9;-12;17080
1456090;2280;2341;98822;69;-64;0;-9;-12;17080
1457079;2710;2509;98774;75;-64;-2;-9;-12;17080
1458075;1921;2509;98129;83;-67;-5;-9;-12;17080
1459075;2256;2485;97866;83;-67;-10;-9;-12;17080
1460077;2017;2030;98320;77;-70;-10;-9;-12;17080
1461076;2017;1599;98392;75;-80;-2;-9;-12;17080
1462078;2232;1910;98058;69;-83;2;-9;-12;17080
1463078;1921;2389;98655;64;-86;5;-9;-12;17080
1464079;2208;2293;98965;59;-86;5;-9;-12;17080
1465079;2017;2006;98392;61;-86;7;-9;-12;17080
1466091;1777;1791;97580;67;-86;5;-9;-12;17080
1467076;1945;1791;97389;67;-83;5;-9;-12;17080
1468077;1921;1791;98105;64;-78;5;-9;-12;17080
1469077;2160;1958;98703;61;-75;5;-9;-12;17080
1470078;2160;2533;98440;59;-72;5;-9;-13;17080
1471079;1562;2724;97675;59;-70;7;-9;-12;17080
1472075;2017;2413;98034;59;-64;5;-9;-12;17080
1473080;2088;2102;98511;61;-59;5;-9;-12;17080
1474076;1897;1910;98201;64;-57;7;-9;-12;17080
1475076;2040;1862;97723;67;-57;7;-9;-12;17080
1476091;1873;2317;98511;69;-62;5;-9;-12;17080
1477080;1921;2317;99300;69;-59;5;-9;-12;17080
1478076;1921;2317;98989;67;-54;10;-9;-12;17080
1479076;1873;2174;98105;67;-51;15;-9;-12;17080
1480077;2184;1743;97580;69;-49;21;-9;-12;17081
1481077;1969;1384;97962;72;-49;18;-9;-12;17081
1482079;1969;1695;98774;72;-49;13;-9;-11;17081
1483079;2064;2317;98631;69;-51;7;-9;-11;17081
1484075;2447;2581;98273;69;-57;10;-9;-11;17081
1485080;1705;1910;98607;67;-62;10;-9;-11;17081
1486092;1897;1408;98822;59;-64;5;-9;-11;17081
1487077;1897;1671;98846;56;-70;0;-9;-11;17081
1488078;2375;1910;98559;59;-78;0;-9;-11;17081
1489080;1897;1815;97723;59;-78;0;-9;-11;17081
1490080;1634;1527;97747;61;-75;5;-9;-11;17081
1491076;1634;1767;99133;64;-67;5;-9;-11;17081
1492077;2208;2245;99276;64;-62;2;-9;-11;17081
1493079;2471;2078;98153;61;-67;2;-10;-11;17081
1494079;2280;1886;97604;59;-72;7;-10;-11;17081
1495076;1993;2222;97962;56;-72;10;-10;-11;17081
1496089;1849;2126;98488;56;-70;7;-10;-11;17081
1497079;2399;1958;98225;56;-62;0;-10;-11;17081
1498075;2399;1958;97962;61;-64;0;-10;-11;17081
1499076;2304;2030;97986;67;-64;5;-10;-11;17081
1500077;1921;1958;98583;72;-64;5;-10;-11;17081
1501078;1394;1551;98941;75;-64;2;-10;-11;17081
1502075;1394;1886;98129;75;-64;2;-10;-11;17081
1503076;1873;1958;97484;75;-67;5;-10;-11;17081
1504078;2495;1551;97723;77;-64;5;-10;-11;17081
1505078;1969;1575;98655;77;-62;0;-10;-11;17081
1506080;1969;1839;99085;80;-64;-5;-10;-11;17081
1507092;1993;2198;98607;80;-64;-8;-10;-11;17081
1508076;1993;2174;97890;80;-64;-5;-10;-11;17081
1509077;1849;1958;97532;80;-62;-2;-10;-11;17081
1510077;2017;1839;97843;80;-59;-5;-10;-11;17081
1511078;2256;1982;98344;83;-59;-13;-10;-11;17081
1512079;2256;2102;98679;83;-62;-18;-9;-11;17081
1513075;2567;1862;98655;83;-64;-13;-9;-10;17081
1514075;2399;1671;98464;80;-62;-5;-9;-10;17081
1515076;1945;1815;98153;80;-62;-8;-9;-10;17081
1516076;1945;2126;98201;80;-59;-16;-9;-10;17081
1517077;2208;1982;98058;77;-62;-18;-9;-10;17081
1518089;2471;1839;97986;72;-67;-16;-9;-10;17081
1519079;2423;1886;98535;69;-70;-13;-9;-10;17081
1520075;2423;1695;98894;67;-70;-8;-9;-10;17081
1521075;2064;1743;98798;61;-75;0;-9;-10;17080
1522076;2017;2102;98583;59;-78;2;-9;-10;17080
1523077;2160;2198;98416;61;-80;2;-9;-10;17081
1524078;2160;2198;97819;64;-80;-2;-9;-11;17081
1525078;1921;1934;97843;64;-80;-5;-9;-11;17080
1526079;1993;1743;98607;61;-83;-2;-10;-11;17080
1527079;1921;2030;98846;59;-83;-2;-10;-11;17080
1528075;2088;2126;98559;56;-83;-2;-10;-11;17080
1529093;2064;2389;98177;56;-78;-5;-10;-11;17080
1530077;2064;2245;98320;61;-72;-5;-10;-11;17080
1531078;1777;1815;98392;67;-70;-2;-10;-11;17080
1532079;2088;1695;98105;75;-72;0;-10;-11;17080
1533075;2088;1791;98129;77;-72;2;-10;-11;17080
1534075;2304;2126;98081;80;-70;5;-10;-11;17080
1535076;1897;1886;98320;88;-62;5;-10;-11;17080
1536076;1897;1815;98750;88;-57;0;-10;-11;17080
1537077;2088;2126;98392;85;-57;-2;-10;-11;17080
1538077;2687;2198;97962;80;-59;-5;-10;-11;17080
1539090;2806;2078;97938;77;-59;0;-9;-11;17080
1540080;2136;1695;98177;72;-57;5;-9;-11;17080
1541076;2567;1958;98511;72;-54;5;-9;-11;17080
1542076;2567;2198;98559;75;-57;2;-9;-11;17080
1543077;2064;1982;98607;75;-64;0;-9;-10;17080
1544077;2375;1743;98870;75;-67;0;-9;-10;17080
1545079;1849;1743;98965;75;-67;0;-9;-10;17080
1546079;1538;2006;98488;75;-62;-2;-9;-10;17080
1547080;2352;2222;98081;75;-62;-5;-9;-10;17080
1548079;2687;1958;98296;69;-57;-5;-9;-10;17080
1549093;2328;1551;98894;69;-57;-2;-9;-10;17080
1550077;2184;1312;98989;67;-59;-2;-9;-10;17080
1551078;2088;1671;98225;61;-62;-5;-9;-10;17080
1552079;2136;1982;98129;59;-62;-5;-10;-10;17080
1553075;2471;1695;98583;56;-62;-8;-10;-10;17080
1554076;1729;1527;98440;54;-62;-8;-10;-10;17080
1555078;1586;1647;98440;51;-62;-8;-10;-10;17080
1556079;2160;2078;98559;51;-67;-5;-10;-10;17080
1557075;1897;2126;98607;54;-70;-10;-10;-10;17080
1558075;2088;2150;98941;59;-70;-13;-10;-10;17080
1559089;1825;2245;99061;67;-72;-16;-10;-10;17080
1560079;1442;2006;98583;72;-83;-13;-10;-10;17080
1561075;1873;1815;97795;75;-91;-10;-10;-10;17080
1562076;2352;1886;98129;80;-94;-8;-10;-11;17080
1563078;2399;1910;98750;88;-94;-5;-10;-11;17080
1564078;2280;2102;98368;91;-91;-2;-10;-11;17080
1565080;2304;2006;98177;85;-94;-2;-10;-11;17080
1566075;2304;1910;98201;75;-94;-2;-10;-11;17080
1567077;1825;1886;97986;69;-91;-2;-10;-11;17080
1568077;1490;1982;97843;67;-86;0;-10;-11;17080
1569092;2017;2509;97890;67;-80;2;-10;-11;17080
1570078;1849;2365;98105;67;-78;5;-10;-12;17080
1571078;2256;2198;98368;69;-80;10;-10;-12;17080
1572079;2280;2365;98368;75;-86;7;-10;-12;17080
1573079;2017;2054;98344;75;-83;7;-10;-12;17080
1574075;2088;1886;98296;75;-86;7;-10;-12;17080
1575080;1897;1982;98153;72;-88;10;-10;-12;17080
1576076;1921;1910;97651;75;-88;10;-10;-12;17080
1577076;1945;1862;97747;77;-86;10;-10;-12;17080
1578077;2519;2102;98750;75;-80;13;-10;-12;17080
1579163;2567;2341;99061;72;-72;18;-10;-12;17080
1580078;2136;2389;98368;75;-72;23;-10;-12;17080
1581079;2088;2676;97508;83;-72;18;-10;-12;17080
1582075;1466;2365;97675;88;-75;15;-10;-12;17080
1583075;1586;1527;98273;85;-72;15;-10;-12;17081
1584076;1586;1479;98511;85;-64;15;-10;-12;17081
1585076;2088;2006;98416;85;-59;15;-10;-12;17081
1586077;2399;2222;98010;83;-59;13;-9;-12;17081
1587077;2040;2222;98249;77;-59;5;-9;-12;17081
1588078;2017;2102;98798;75;-59;2;-9;-12;17081
1589096;2471;2030;98416;75;-57;0;-9;-12;17081
1590089;2232;2245;97054;72;-62;0;-9;-12;17081
1591157;2088;2317;96935;67;-67;0;-9;-12;17081
1592077;1969;1982;98368;64;-64;2;-9;-12;17081
1593078;2567;1791;98965;59;-57;2;-9;-12;17081
1594079;2567;2174;98679;59;-54;2;-9;-12;17081
1595079;1610;2174;98058;59;-57;2;-9;-12;17081
1596080;1394;1862;97866;59;-57;0;-10;-11;17081
1597080;1107;1599;98368;61;-57;2;-10;-11;17081
1598075;1658;2006;98655;61;-59;2;-10;-11;17081
1599075;1921;2581;98488;61;-64;5;-10;-11;17081
1600076;1945;2485;98416;61;-70;10;-10;-11;17081
1601086;2304;2341;98750;59;-72;10;-10;-11;17081
1602089;1538;2078;98918;59;-78;7;-10;-11;17081
1603079;1610;2174;98726;59;-83;2;-10;-11;17081
1604075;1825;2461;98129;61;-80;0;-10;-11;17081
1605080;1203;2054;97699;64;-78;0;-10;-11;17081
1606076;1801;1719;98153;69;-75;0;-10;-11;17081
1607076;1969;1743;99013;69;-72;2;-10;-11;17081
1608077;1753;2198;99300;64;-72;2;-10;-11;17081
1609077;2256;2533;98822;64;-78;0;-10;-11;17081
1610078;1562;1839;98273;64;-80;-5;-10;-11;17081
1611079;1370;1432;97866;67;-80;-8;-10;-11;17081
1612075;1705;1623;97986;72;-78;-10;-10;-11;17081
1613090;1777;1647;98392;77;-72;-13;-10;-11;17081
1614075;2495;1695;98368;80;-70;-13;-10;-11;17081
1615075;2639;1862;98129;80;-67;-8;-10;-11;17081
1616076;2088;2006;98535;75;-70;-8;-10;-11;17081
1617077;1562;2078;99061;72;-72;-5;-10;-11;17081
1618078;1347;1886;98941;69;-78;-5;-10;-11;17081
1619079;1993;2078;98368;72;-83;-2;-9;-11;17081
1620075;2136;2245;97771;72;-83;-2;-9;-11;17081
1621075;1634;2054;97962;69;-83;-5;-9;-11;17081
1622077;1897;2126;98774;64;-80;-8;-9;-12;17081
1623078;2280;2533;99371;64;-80;-8;-9;-12;17081
1624092;1969;2652;98894;61;-86;-5;-9;-12;17081
1625077;1897;2078;98344;61;-96;0;-10;-12;17081
1626078;2136;1743;98440;61;-99;2;-10;-12;17081
1627079;2040;1886;98368;56;-94;2;-10;-12;17081
1628075;1897;1958;98273;59;-83;0;-10;-12;17081
1629075;2256;2245;98225;59;-78;-2;-10;-12;17081
1630077;2136;2437;98583;59;-78;-8;-10;-12;17081
1631077;1490;2078;99133;59;-78;-10;-10;-12;17080
1632079;1825;2150;98965;59;-78;-10;-10;-12;17080
1633080;1634;2198;98344;61;-72;-5;-10;-12;17080
1634090;1921;2198;97675;61;-75;-2;-10;-12;17080
1635091;2304;2269;97556;67;-75;0;-10;-12;17080
1636075;2064;2269;98034;69;-80;-2;-10;-12;17080
1637076;2423;2365;99013;69;-83;-2;-10;-12;17080
1638075;1801;2174;99276;69;-86;-2;-10;-12;17080
1639076;2017;2365;98511;67;-88;-2;-10;-12;17080
1640077;2399;2485;98081;69;-83;-2;-10;-13;17080
1641078;1658;2293;97890;69;-80;-2;-10;-13;17080
1642078;2112;2341;98153;64;-80;-8;-10;-13;17080
1643079;2328;2317;98726;61;-83;-5;-10;-13;17080
1644079;2902;2461;98464;59;-86;-5;-10;-13;17080
1645075;2447;2509;97938;59;-88;-2;-10;-13;17080
1646092;772;2509;98296;56;-88;0;-10;-13;17080
1647077;1299;2724;98750;51;-88;-5;-10;-13;17080
1648077;1418;2269;98368;51;-86;-13;-10;-13;17080
1649078;2208;2317;97604;56;-83;-13;-10;-13;17080
1650078;2806;2676;97651;61;-78;-5;-10;-13;17080
1651079;1442;2102;98535;64;-70;5;-10;-13;17080
1652075;1825;2365;99037;67;-64;5;-10;-13;17080
1653076;1873;2628;98225;67;-64;-5;-10;-13;17080
1654076;1418;2509;97413;64;-70;-13;-10;-13;17080
1655077;1825;2652;97819;67;-72;-10;-10;-13;17080
1656077;1394;2437;98249;72;-72;-2;-10;-13;17080
1657093;1945;2269;98201;77;-67;2;-10;-13;17080
1658077;2710;2269;98225;80;-70;2;-10;-13;17080
1659078;2328;2293;98153;77;-70;0;-10;-13;17080
1660078;2088;2174;98129;72;-67;0;-10;-13;17080
1661079;1873;2174;98679;67;-67;2;-10;-13;17080
1662080;1825;2222;98726;64;-70;-2;-10;-13;17080
1663075;1945;2150;97866;61;-78;-5;-10;-13;17080
1664075;2423;2150;97556;61;-80;-5;-10;-13;17080
1665077;2304;2245;98058;61;-75;-2;-10;-13;17080
1666077;1753;2222;98535;64;-70;0;-10;-12;17080
1667078;1897;2461;98416;69;-67;5;-10;-12;17080
1668091;2112;2628;98344;75;-67;5;-10;-12;17080
1669075;1969;2150;98511;75;-67;5;-10;-12;17080
1670076;1634;1695;98368;75;-67;5;-9;-12;17080
1671076;1993;1886;98058;72;-64;7;-9;-12;17080
1672077;2495;2269;97866;69;-62;2;-9;-12;17080
1673077;2328;2174;98010;69;-62;2;-9;-12;17080
1674079;2136;2102;98440;72;-59;2;-9;-12;17080
1675079;1658;2198;99156;72;-57;-5;-9;-12;17080
1676080;1849;2245;99061;72;-57;-8;-9;-12;17080
1677080;2136;2245;97890;69;-57;-8;-9;-12;17080
1678075;2136;2269;97317;72;-59;-8;-9;-12;17080
1679088;2519;2102;98010;72;-67;-8;-9;-12;17080
1680078;2878;2054;98774;69;-72;-5;-9;-11;17080
1681079;2710;2198;98822;69;-72;-5;-9;-11;17080
1682079;2471;2030;98129;69;-67;-2;-9;-11;17080
1683075;2160;2054;97699;64;-67;0;-9;-11;17080
1684076;1514;2198;98034;56;-67;2;-9;-11;17080
1685078;2112;2222;98320;54;-70;2;-9;-11;17080
1686079;2256;2102;98392;56;-70;5;-9;-11;17080
1687075;2040;2006;97986;56;-67;7;-9;-11;17080
1688075;2375;2269;97962;54;-62;13;-9;-11;17080
1689077;2256;2341;98607;56;-62;15;-10;-11;17080
1690094;1969;2269;98655;61;-64;13;-10;-11;17080
1691091;1705;2126;98320;64;-67;7;-10;-11;17080
1692077;1370;1934;98129;61;-70;5;-10;-11;17080
1693078;1634;1839;98201;64;-72;5;-10;-11;17080
1694079;2184;1910;98416;64;-75;5;-10;-11;17080
1695075;2519;2413;98488;61;-78;5;-10;-11;17080
1696075;2040;2126;98726;64;-80;0;-10;-11;17080
1697077;1682;1910;98894;67;-83;0;-10;-11;17080
1698077;1729;2006;98464;69;-83;2;-10;-11;17080
1699079;1586;1910;98105;72;-86;2;-10;-12;17080
1700079;2017;2365;98201;75;-88;2;-10;-12;17080
1701075;1801;2389;98273;77;-83;5;-10;-12;17080
1702089;2088;2078;98320;75;-80;5;-10;-12;17080
1703078;2639;2365;98535;75;-80;5;-10;-12;17080
1704079;2256;2605;98750;75;-78;2;-10;-12;17080
1705079;2112;2365;98416;77;-75;7;-10;-12;17080
1706075;1610;2030;97938;75;-78;13;-10;-12;17080
1707075;1610;1767;97986;72;-78;10;-10;-12;17080
1708076;2232;1815;98010;69;-72;5;-10;-12;17080
1709076;2280;2078;98225;67;-67;0;-10;-12;17080
1710077;2399;2389;98440;64;-64;-2;-10;-12;17080
1711077;2352;2365;98535;64;-64;0;-10;-12;17080
1712079;1921;2030;98726;64;-64;5;-10;-12;17080
1713092;1634;1910;98273;64;-62;2;-10;-12;17080
1714076;1658;1982;97890;67;-62;2;-10;-12;17080
1715077;1921;2030;98058;67;-64;2;-10;-12;17080
1716077;2160;2198;98058;64;-70;2;-10;-12;17080
1717079;2495;2461;98559;61;-75;0;-10;-12;17080
1718078;2447;2293;99180;67;-78;-2;-10;-12;17080
1719080;1801;2078;98655;69;-78;-2;-10;-12;17080
1720079;1801;2293;97914;69;-78;2;-10;-12;17080
1721075;1753;2245;97914;69;-75;10;-10;-12;17080
1722076;2136;2341;98081;67;-72;10;-10;-12;17081
1723077;2543;2628;98201;61;-72;13;-10;-12;17081
1724109;2040;2389;98344;61;-72;13;-10;-12;17081
1725078;2256;2245;98416;64;-72;15;-10;-12;17081
1726078;2184;2150;98440;67;-72;15;-10;-12;17081
