Timestamp;scop_accx;scop_accy;scop_accz;scop_pitchspeed;scop_rollspeed;scop_yawspeed;scop_pitch;scop_roll;scop_yaw
0;2399;2341;97914;67;-75;-10;-10;-12;17081
1091;2112;1982;97795;69;-78;-18;-10;-12;17081
2089;1825;1886;98249;72;-78;-18;-10;-12;17080
3079;2064;1982;98679;77;-75;-16;-10;-12;17080
4080;2280;2150;98655;77;-80;-10;-10;-12;17080
5080;2304;2509;98392;72;-83;-5;-10;-12;17080
6076;2734;2533;98273;72;-80;-2;-10;-12;17080
7076;2184;1958;98225;64;-80;0;-10;-12;17080
8077;2112;2054;98058;64;-80;2;-10;-12;17080
9077;2184;2365;97938;46;-78;5;-10;-12;17080
10078;1993;2150;98296;46;-72;7;-10;-12;17080
11078;1921;2054;98774;51;-67;10;-10;-12;17080
12093;1418;2293;98655;59;-70;10;-10;-12;17080
13077;1873;2700;98058;67;-78;7;-10;-12;17080
14078;2064;2605;97771;67;-80;7;-10;-12;17080
15078;1993;2126;98010;77;-80;13;-10;-12;17080
16079;1921;1862;98296;77;-80;13;-10;-12;17081
17079;1634;2174;98392;80;-80;10;-10;-12;17081
18075;1442;2437;98273;80;-83;13;-10;-12;17081
19075;1610;2102;98225;88;-86;13;-10;-12;17081
20076;1921;1815;98488;88;-91;10;-10;-13;17081
21077;2088;1862;98511;93;-94;7;-10;-13;17081
22090;2423;2030;98320;93;-94;5;-10;-13;17081
23080;2328;2198;97771;88;-88;5;-9;-13;17081
24075;1610;2198;97747;88;-83;5;-9;-13;17081
25075;1418;2437;98249;72;-78;2;-9;-13;17081
26076;2017;2652;98296;72;-78;5;-9;-13;17081
27076;1849;2389;98249;77;-80;10;-9;-13;17081
28077;1897;2365;97914;77;-86;10;-9;-13;17081
29078;2447;2365;98010;77;-88;5;-9;-13;17081
30079;2040;2413;98464;77;-86;5;-9;-13;17081
31079;2471;2748;97628;69;-83;7;-9;-13;17081
32093;2352;2796;97221;61;-80;7;-9;-13;17081
33078;1299;2581;98010;56;-78;10;-9;-13;17081
34079;1466;2245;98989;56;-78;10;-9;-13;17081
35080;2232;1958;99061;64;-78;2;-9;-13;17081
36080;2734;2437;98416;64;-83;-5;-9;-13;17081
37075;2447;2676;97890;75;-88;-10;-9;-13;17081
38075;1586;2030;97890;75;-88;-13;-9;-13;17081
39076;1538;2126;98703;69;-86;-16;-9;-13;17081
40076;2088;2676;98726;69;-86;-16;-9;-14;17081
41078;2184;2509;98034;64;-86;-13;-9;-14;17081
42089;2232;2245;97890;64;-86;-10;-9;-14;17081
43079;1825;2102;98535;67;-86;-10;-9;-14;17081
44079;2710;2317;98870;67;-88;-13;-9;-14;17081
45075;2758;2413;98010;61;-91;-13;-9;-14;17081
46075;1825;2269;97436;61;-91;-10;-9;-14;17081
47077;2040;2317;97699;54;-88;-2;-9;-14;17081
48078;1562;2533;98129;54;-88;2;-9;-14;17081
49079;1897;2892;99085;48;-91;2;-9;-14;17081
50080;2639;2940;99037;48;-88;-2;-9;-14;17081
51076;2160;2557;97962;56;-83;-8;-9;-14;17081
52093;1945;2365;97914;61;-78;-8;-9;-14;17081
53079;1945;2389;98010;64;-78;-5;-9;-14;17081
54080;1753;2365;97747;64;-80;-2;-9;-14;17081
55076;2112;2461;97986;64;-80;0;-9;-14;17081
56076;1753;2461;98249;64;-80;0;-9;-14;17081
57078;1682;2652;98488;67;-83;-2;-9;-14;17080
58079;2208;2485;98464;67;-83;-8;-9;-14;17080
59075;2352;2293;98273;75;-83;-8;-9;-15;17080
60075;1993;2293;97819;75;-80;-2;-9;-15;17080
61077;2040;2245;97604;72;-80;-2;-9;-15;17080
62078;2208;2174;97986;72;-80;-5;-9;-15;17080
63091;2017;2174;98249;67;-80;-10;-9;-15;17080
64077;2064;2628;98583;67;-80;-8;-9;-15;17080
65077;2112;3059;98703;67;-75;0;-9;-15;17080
66078;1969;2557;98296;67;-67;5;-9;-15;17080
67078;1873;1791;97747;69;-59;5;-9;-15;17080
68079;2088;1910;97556;69;-57;7;-9;-14;17080
69079;1921;2222;97628;64;-54;13;-9;-14;17080
70075;2328;2652;97962;64;-51;15;-9;-14;17080
71075;1993;2293;98535;56;-51;15;-9;-14;17081
72076;1705;2054;98750;56;-49;7;-9;-14;17081
73119;1993;2413;97938;69;-49;2;-9;-14;17081
74077;2017;2341;97938;69;-49;2;-9;-14;17081
75078;2591;2293;97723;72;-51;2;-9;-13;17081
76079;2064;1982;97747;72;-51;2;-9;-13;17081
77079;2184;1958;97651;64;-51;-2;-9;-13;17081
78080;2495;2581;98392;64;-54;-2;-9;-13;17081
79080;1729;2796;98989;59;-59;2;-9;-13;17081
80076;2088;2413;98679;59;-67;2;-9;-13;17081
81076;2256;2102;98416;56;-70;-2;-9;-13;17081
82078;1849;2174;97962;56;-78;-2;-9;-13;17081
83093;2017;2030;97389;59;-80;2;-9;-13;17081
84078;2088;1791;97436;59;-75;7;-9;-13;17081
85079;2256;2126;98225;61;-64;5;-9;-13;17081
86080;2184;2581;98559;61;-54;0;-9;-13;17081
87080;1921;2676;98344;67;-49;-5;-9;-13;17081
88075;1586;2581;98296;67;-49;-8;-9;-12;17081
89076;1323;2245;98177;64;-54;-5;-9;-12;17081
90077;2280;2030;97866;64;-59;0;-9;-12;17081
91077;2710;2126;97819;75;-59;5;-9;-12;17081
92079;2184;2054;97962;75;-54;13;-9;-12;17081
93079;1753;2102;98464;80;-51;15;-9;-12;17081
94093;1825;2198;99013;80;-51;15;-9;-12;17081
95091;2543;2269;98965;80;-54;13;-9;-12;17081
96075;2423;2245;98368;80;-57;5;-9;-12;17081
97076;2567;2030;97675;72;-59;0;-9;-11;17081
98077;2112;1575;97747;72;-62;-2;-8;-11;17081
99078;1658;1503;98177;69;-64;-2;-8;-11;17081
100078;2878;1910;98655;69;-70;-2;-8;-11;17081
101079;2519;2222;98750;64;-75;-2;-9;-11;17081
102079;1753;2245;98655;64;-80;-5;-9;-11;17081
103075;2088;2293;98846;67;-86;-2;-9;-11;17081
104075;1993;2174;98559;67;-91;0;-9;-12;17081
105076;2471;1767;97747;64;-91;2;-9;-12;17081
106091;2663;1743;97580;61;-86;0;-9;-12;17081
107090;1849;1791;98201;59;-75;0;-9;-12;17081
108075;2352;2126;98488;59;-70;0;-9;-12;17081
109076;2088;2557;98798;54;-72;5;-9;-12;17081
110077;1801;2461;99013;54;-75;7;-9;-12;17081
111078;2256;1958;98511;64;-72;2;-9;-12;17081
112079;1634;1719;97914;64;-70;0;-9;-12;17081
113076;1347;2006;97556;80;-67;-2;-9;-12;17081
114076;1705;1695;97795;80;-62;-2;-9;-12;17081
115078;2160;1910;98703;83;-57;0;-9;-12;17081
116079;1921;2293;99252;77;-59;0;-9;-12;17081
117075;1562;2030;98726;75;-64;2;-9;-12;17081
118091;1873;2198;97890;77;-75;0;-9;-12;17081
119077;1921;1982;97819;83;-86;0;-9;-12;17081
120077;2758;1862;98201;83;-94;2;-9;-12;17081
121079;2878;1671;98129;77;-94;5;-9;-12;17081
122080;2256;1432;98081;69;-91;5;-9;-12;17081
123076;2447;2150;98440;64;-86;7;-9;-12;17081
124076;1729;2533;98177;64;-80;7;-9;-12;17081
125078;1753;2389;97914;67;-80;10;-9;-12;17081
126079;2064;2269;98034;77;-78;15;-9;-12;17081
127075;1562;1958;98153;83;-78;18;-9;-12;17081
128075;2304;1791;97890;83;-72;13;-9;-13;17081
129091;2352;1695;98010;83;-64;7;-8;-12;17081
130080;1921;1623;98750;77;-64;5;-8;-12;17082
131075;2352;1886;99013;69;-72;0;-8;-12;17082
132076;1658;1934;98822;69;-78;0;-8;-12;17082
133077;1729;1886;98416;77;-78;0;-8;-13;17082
134077;1897;1336;97866;85;-70;0;-8;-13;17082
135079;1873;1384;97914;93;-62;-2;-8;-13;17082
136079;2304;1815;98368;85;-59;-10;-8;-12;17081
137080;2615;1647;98320;77;-59;-13;-8;-12;17081
138079;2710;2054;98488;69;-59;-10;-8;-12;17081
139075;1658;2198;98798;67;-59;-8;-8;-12;17081
140090;1394;2054;98559;67;-64;-5;-8;-12;17081
141079;1562;1623;98273;67;-70;-2;-8;-12;17081
142075;2280;1599;98034;67;-70;-2;-8;-12;17081
143075;2830;1551;97436;61;-62;-5;-8;-12;17081
144076;2998;1336;97699;59;-57;-8;-8;-12;17081
145077;3285;1719;98774;51;-57;-10;-8;-12;17081
146078;2184;1886;99109;46;-59;-13;-9;-12;17081
147078;1658;2078;98798;48;-62;-13;-9;-12;17081
148079;1634;2437;98368;51;-59;-13;-9;-12;17081
149079;1203;2054;97460;54;-54;-16;-9;-12;17081
150093;1921;1527;97460;51;-49;-16;-9;-12;17081
151079;2639;1671;98511;54;-49;-13;-9;-12;17081
152093;2423;1982;98607;61;-54;-5;-9;-12;17081
153077;2352;2054;98344;64;-62;-2;-10;-12;17081
154078;1490;1982;98368;69;-67;-2;-10;-12;17080
155079;820;1886;98655;77;-67;-5;-10;-12;17080
156080;1777;1599;98583;80;-64;-10;-10;-12;17080
157080;3117;1910;97866;83;-62;-13;-9;-12;17080
158075;3213;2174;97699;85;-62;-10;-9;-12;17080
159076;2710;1743;98416;80;-62;-5;-9;-12;17080
160077;2399;1575;99252;72;-67;-5;-9;-12;17080
161077;1777;1815;99085;67;-72;-5;-9;-12;17080
162078;1490;1839;98296;64;-75;-8;-9;-12;17080
163089;1897;1886;97580;61;-75;-8;-10;-12;17080
164079;2304;2006;97771;61;-70;-8;-10;-12;17080
165080;2687;1815;98559;64;-64;-2;-10;-12;17080
166075;2806;1456;98535;67;-62;0;-10;-12;17080
167076;2328;1599;98153;67;-59;2;-10;-12;17080
168076;1849;2293;97962;67;-57;5;-10;-12;17080
169077;1059;2245;98058;67;-54;5;-10;-12;17080
170077;1179;1910;98392;72;-54;5;-10;-12;17080
171079;1969;2030;98392;77;-54;2;-10;-12;17080
172079;1945;2054;97962;83;-54;2;-10;-12;17080
173075;2806;1862;98153;91;-57;0;-10;-12;17080
174091;2663;1599;98798;93;-57;-5;-10;-11;17080
175075;2136;1934;98798;93;-59;-5;-10;-11;17080
176077;2280;2293;98177;88;-62;-2;-9;-11;17080
177077;1418;2102;97795;85;-64;-2;-9;-11;17080
178079;1897;1767;97866;85;-64;-2;-9;-11;17080
179080;2471;1360;98225;85;-64;0;-9;-11;17080
180076;2639;1432;98631;85;-64;2;-9;-11;17080
181076;3093;2174;98344;83;-64;7;-9;-11;17080
182078;2328;1910;97914;77;-64;10;-9;-11;17080
183079;2136;1719;98225;75;-62;10;-9;-11;17080
184088;1610;2150;98440;75;-62;7;-9;-11;17080
185078;1801;2245;98225;80;-62;7;-9;-11;17080
186079;2806;2078;98129;83;-62;13;-9;-11;17080
187080;2471;1599;98559;85;-59;13;-9;-11;17080
188076;2806;1575;98703;83;-59;10;-9;-11;17080
189076;2543;1551;98201;77;-62;10;-9;-11;17081
190078;2088;1934;97843;72;-59;13;-9;-11;17081
191079;2304;2150;98010;69;-57;13;-9;-11;17081
192076;1849;1934;98488;69;-54;13;-9;-11;17081
193077;1777;1815;99037;72;-54;10;-9;-11;17081
194090;2375;1743;99013;75;-62;10;-9;-11;17081
195075;2806;1839;98249;72;-67;7;-9;-11;17081
196080;2519;1839;98177;67;-70;2;-9;-11;17081
197076;1897;1839;98392;67;-72;-2;-9;-11;17081
198076;2160;1982;98440;67;-78;-8;-9;-11;17081
199077;2136;2102;98368;64;-83;-5;-9;-11;17081
200077;1705;2054;98249;64;-83;-5;-9;-11;17081
201078;1897;2030;98798;64;-80;-2;-9;-11;17081
202079;2352;1886;99133;61;-80;-2;-9;-11;17081
203080;2663;1815;98416;59;-80;-5;-9;-12;17081
204091;2567;1958;97556;59;-83;-8;-10;-12;17081
205075;2160;1934;97460;61;-86;-5;-10;-12;17081
206076;1562;2030;98177;67;-88;-5;-10;-12;17081
207076;1036;2030;98631;72;-88;-2;-10;-12;17081
208077;1227;2102;98416;77;-80;0;-10;-12;17081
209078;1370;1982;98105;80;-75;2;-10;-12;17081
210079;1777;1910;97938;83;-72;0;-10;-12;17081
211079;2591;1958;97962;83;-72;-5;-10;-12;17081
212075;2352;1958;98081;80;-70;-5;-10;-12;17081
213075;2280;2293;98440;77;-64;0;-10;-12;17081
214091;1945;2078;98320;83;-62;7;-9;-12;17081
215076;1705;1719;98416;88;-64;15;-9;-12;17081
216076;2495;1958;98559;88;-70;23;-9;-12;17081
217078;2112;2102;98105;83;-78;23;-9;-12;17081
218078;2399;1982;97890;77;-80;21;-9;-12;17081
219079;2878;2102;98153;75;-80;23;-9;-12;17081
220079;1873;1982;98464;75;-80;23;-9;-12;17081
221075;1801;1982;98105;75;-78;18;-9;-12;17081
222076;1849;2078;97866;69;-75;13;-9;-12;17082
223077;1849;1767;98225;64;-70;13;-9;-12;17082
224088;2256;1527;98344;61;-67;13;-9;-12;17082
225079;2495;1886;98105;64;-70;10;-9;-12;17082
226079;2639;2365;97843;64;-67;5;-9;-12;17082
227075;1945;2269;97986;61;-64;2;-9;-12;17082
228080;1155;1839;98535;64;-62;7;-9;-12;17082
229076;1203;1791;98488;67;-59;15;-9;-12;17082
230076;1418;2150;97795;69;-57;18;-9;-12;17082
231077;1586;2293;97604;72;-57;10;-9;-12;17082
232078;1777;1982;98392;69;-59;2;-9;-12;17082
233079;2352;2054;98989;67;-64;2;-9;-12;17082
234079;2232;2078;98249;61;-70;2;-9;-12;17082
235091;1849;1886;97460;56;-70;-2;-9;-12;17082
236076;1753;1934;97532;54;-72;-10;-9;-12;17082
237076;1203;1934;98129;54;-70;-16;-10;-12;17082
238077;1849;2006;98559;56;-70;-16;-10;-12;17082
239077;2304;2006;98249;56;-70;-10;-10;-12;17082
240079;1945;1839;98201;54;-70;-5;-10;-12;17082
241079;1945;1934;98440;48;-70;-2;-10;-12;17082
242076;1418;1982;98153;48;-72;-5;-10;-12;17082
243076;1275;2054;97771;48;-75;-10;-10;-12;17082
244078;1897;2413;97890;51;-75;-18;-10;-12;17082
245079;1610;2078;98368;59;-72;-21;-10;-12;17082
246091;1323;1767;98870;69;-70;-18;-10;-12;17081
247076;1777;1910;99037;75;-70;-16;-10;-12;17081
248077;1777;2078;98416;72;-75;-16;-10;-12;17081
249079;2399;2245;97580;67;-78;-10;-10;-12;17081
250079;2064;1934;97795;67;-75;-5;-10;-12;17081
251076;1514;1862;98249;75;-70;-2;-10;-12;17081
252077;2280;2389;98129;80;-64;-2;-10;-12;17081
253078;1945;2413;98273;83;-70;-10;-10;-12;17081
254079;2184;1815;98631;83;-78;-16;-10;-12;17081
255075;2184;1815;98631;77;-83;-13;-10;-12;17081
256092;2399;1623;98081;75;-86;-13;-10;-12;17081
257077;2040;2030;97484;69;-83;-16;-10;-12;17081
258078;1993;2509;97532;72;-83;-16;-10;-12;17081
259080;2352;2341;98249;77;-86;-16;-10;-12;17080
260079;2017;1958;99133;85;-88;-13;-9;-12;17080
261080;1777;2222;98129;96;-88;-13;-9;-12;17080
262080;1753;2174;97962;93;-86;-18;-9;-12;17080
263076;2280;2150;97938;83;-88;-21;-9;-12;17080
264076;2639;2317;97651;75;-94;-21;-9;-12;17080
265077;2256;2605;97866;72;-91;-16;-9;-13;17080
266132;1705;2269;98559;67;-80;-10;-9;-13;17080
267079;2328;1839;99133;67;-70;-8;-9;-13;17080
268080;2639;1982;98870;64;-62;-8;-9;-13;17080
269075;2232;2581;97675;59;-64;-8;-9;-12;17080
270075;2088;2605;97245;59;-70;-8;-9;-12;17080
271076;1466;1767;98010;61;-70;-8;-9;-12;17080
272077;964;1623;99109;67;-75;-8;-9;-12;17080
273078;1753;2222;98941;72;-80;-5;-9;-13;17079
274078;2136;2509;97843;72;-86;-2;-9;-13;17079
275079;2232;2509;98081;69;-86;-5;-9;-13;17079
276079;2208;2461;98535;67;-80;-8;-9;-13;17079
277093;2064;2150;98416;64;-80;-8;-9;-13;17079
278077;2328;1862;98034;61;-80;-5;-9;-13;17079
279078;1897;1767;97365;64;-86;0;-9;-13;17079
280078;1490;1934;98034;67;-86;2;-9;-13;17079
281080;1777;2317;99156;61;-78;0;-9;-13;17079
282080;2232;2796;98631;56;-67;0;-9;-13;17079
283076;2471;3227;97938;54;-67;2;-9;-13;17079
284076;1610;2628;97866;54;-75;7;-9;-13;17079
285077;1251;1767;98273;54;-75;10;-10;-13;17079
286076;1538;1623;98822;56;-72;5;-10;-13;17079
287078;1658;2293;98368;61;-72;2;-10;-13;17079
288109;2256;2820;97819;64;-72;5;-10;-13;17080
289078;1945;2509;98249;64;-75;2;-10;-13;17080
290079;1777;2078;99109;64;-75;0;-10;-13;17080
291080;2184;2078;99180;67;-80;-2;-10;-13;17080
292075;2208;2365;97986;69;-83;-2;-10;-13;17080
293076;2280;2222;96959;69;-88;2;-9;-13;17080
294076;1945;1958;97556;64;-91;2;-9;-13;17080
295077;1825;1958;98989;59;-94;0;-10;-13;17080
296078;1993;2509;99395;54;-94;-2;-10;-13;17080
297079;1993;2652;98368;54;-94;0;-10;-13;17080
298079;2088;2389;97938;56;-91;5;-10;-13;17080
299080;1442;2389;98034;56;-86;10;-10;-14;17080
300092;1107;2150;97699;56;-83;10;-10;-14;17080
301076;2064;2317;97723;61;-80;13;-10;-14;17080
302077;1729;2509;98058;69;-80;13;-10;-14;17080
303077;1323;2222;98535;77;-78;10;-10;-14;17080
304078;1873;2174;98918;88;-75;10;-9;-14;17080
305078;2017;2509;98559;93;-75;13;-9;-14;17080
306079;2208;2940;97938;91;-78;13;-9;-14;17080
307080;2280;2844;97532;85;-83;10;-9;-14;17080
308076;2256;2365;97747;77;-86;10;-9;-14;17080
309077;2160;2150;98511;75;-83;10;-9;-14;17080
310079;1993;2317;98607;80;-83;13;-9;-14;17080
311093;1825;2437;98440;80;-83;15;-9;-14;17080
312079;1682;2461;98488;72;-86;13;-9;-14;17081
313075;1777;2413;98105;61;-86;10;-9;-14;17081
314075;1705;2389;97675;61;-80;13;-9;-14;17081
315077;1538;2437;97747;64;-78;13;-9;-14;17081
316077;1347;2054;98153;64;-72;13;-8;-14;17081
317079;1825;1886;98535;59;-70;13;-9;-14;17081
318079;2184;2293;98464;56;-70;13;-9;-14;17081
319076;1873;2581;98058;54;-67;13;-9;-14;17081
320076;1729;2485;98153;51;-64;13;-9;-14;17081
321089;1418;2126;98392;48;-64;15;-9;-13;17081
322077;1131;1958;97938;54;-64;15;-9;-13;17081
323077;1945;2054;97460;59;-72;10;-9;-13;17081
324079;2112;2198;97914;61;-78;7;-9;-13;17081
325080;1825;2461;98870;61;-75;7;-9;-13;17081
326075;2256;2293;99300;61;-72;10;-9;-13;17081
327080;2208;2461;98655;61;-70;7;-9;-13;17082
328075;1945;2389;97580;61;-70;5;-9;-13;17082
329075;1610;1599;97651;56;-64;2;-9;-13;17082
330076;1323;1815;98368;54;-62;-2;-9;-13;17082
331096;1921;2605;98511;56;-62;-5;-9;-13;17082
332076;1873;2700;98177;59;-64;-5;-9;-13;17081
333076;1514;2413;98225;59;-70;0;-9;-13;17081
334077;2184;1934;98822;61;-72;2;-9;-13;17082
335077;1753;1791;98870;61;-75;2;-9;-13;17082
336079;1586;2461;98105;67;-80;0;-9;-13;17082
337078;2328;2700;97460;72;-80;-2;-9;-13;17082
338080;1562;2006;97771;72;-72;-2;-9;-13;17081
339080;1849;1815;98535;64;-62;-2;-9;-13;17081
340075;2304;2293;98535;61;-59;2;-9;-12;17081
341075;1514;2652;97843;61;-62;2;-9;-12;17081
342219;1658;2365;97819;59;-62;0;-9;-12;17081
343075;1921;2054;98129;61;-62;5;-9;-12;17082
344080;2017;1958;98344;67;-62;13;-9;-12;17082
345076;1849;2078;98129;69;-62;13;-9;-12;17082
346076;1849;1886;97771;72;-64;7;-9;-12;17082
347077;2304;1599;98225;72;-67;5;-8;-12;17082
348077;1897;1791;99061;69;-67;5;-8;-12;17082
349078;1753;2030;99061;67;-67;5;-8;-12;17082
350079;1610;2317;98201;67;-72;2;-8;-12;17082
351080;1275;2126;97628;67;-70;2;-8;-12;17082
352075;1729;1839;97962;67;-67;2;-8;-12;17082
353090;1969;1910;98607;64;-67;0;-8;-12;17082
354088;2256;2293;98488;67;-72;-2;-8;-12;17082
355079;2017;2150;98034;67;-75;-8;-8;-12;17082
356080;1394;1910;97843;64;-78;-13;-8;-12;17082
357075;1873;1815;98273;61;-78;-16;-8;-12;17082
358076;1969;1886;98488;59;-80;-13;-8;-12;17082
359076;1634;2293;98034;56;-80;-10;-8;-12;17081
360077;2064;2389;97819;54;-72;-10;-9;-12;17081
361077;1873;2126;98225;51;-67;-16;-9;-12;17081
362078;1562;2126;98989;54;-64;-18;-9;-12;17081
363078;1610;2198;99109;59;-67;-16;-9;-12;17081
364096;1610;1910;98344;59;-72;-10;-9;-12;17081
365093;1825;1934;97795;59;-75;-2;-9;-12;17081
366077;2184;2150;97866;61;-78;-8;-9;-12;17081
367078;1921;2078;97962;72;-78;-13;-9;-12;17081
368079;2064;2126;98296;80;-75;-16;-9;-12;17081
369080;1705;2078;98535;83;-72;-13;-9;-12;17081
370080;1634;2030;98583;80;-70;-8;-9;-12;17081
371076;2184;2245;98440;72;-67;-5;-8;-12;17081
372077;1921;2389;98081;67;-70;-5;-8;-11;17081
373079;2064;2293;98129;64;-75;-8;-8;-11;17081
374079;1969;2078;98440;61;-80;-8;-8;-12;17081
375076;1945;2078;98440;59;-83;-10;-9;-12;17080
376088;2064;2078;98296;56;-80;-10;-9;-12;17080
377079;1825;2198;98368;56;-75;-10;-9;-12;17080
378075;1610;2341;98153;56;-72;-8;-9;-12;17080
379076;1777;2317;98249;56;-72;-8;-9;-12;17080
380077;1945;2533;98535;51;-78;-8;-9;-12;17080
381079;2184;2533;98201;54;-80;-8;-9;-12;17080
382080;2017;2222;98105;64;-80;-5;-9;-12;17080
383076;1466;2078;98488;77;-75;0;-9;-12;17080
384076;1849;1934;98655;85;-72;0;-9;-12;17080
385078;2256;1743;98392;91;-75;-2;-9;-12;17080
386092;1801;1719;97962;91;-78;-2;-8;-12;17080
387078;1777;1934;98058;93;-83;-2;-8;-12;17080
388079;2375;1934;98368;93;-86;2;-8;-12;17080
389075;2375;1934;98440;93;-88;5;-8;-12;17080
390075;2615;2198;98440;88;-86;5;-8;-12;17080
391076;2399;1934;98320;85;-86;5;-8;-12;17080
392076;2040;1791;98177;83;-88;0;-8;-12;17080
393077;2064;1982;98392;75;-91;-5;-8;-12;17080
394077;1921;2006;98655;67;-88;-10;-8;-12;17080
395078;2471;2078;98296;61;-86;-10;-8;-12;17080
396078;2352;2126;97843;61;-80;-10;-8;-12;17080
397091;2064;1886;97962;61;-75;-5;-8;-12;17080
398076;2304;1791;98631;61;-70;5;-8;-12;17080
399077;2184;1958;98894;61;-64;13;-8;-12;17080
400078;1897;2269;98225;67;-59;15;-8;-12;17080
401079;1466;1910;97843;69;-57;10;-8;-12;17080
402075;1323;1599;97938;69;-57;5;-8;-12;17080
403075;1873;2078;98105;64;-57;2;-8;-12;17080
404077;2256;2533;98177;64;-59;7;-8;-12;17080
405077;2710;2437;98105;67;-67;10;-8;-12;17080
406078;2280;1791;98249;67;-70;10;-8;-12;17080
407078;1394;1623;98488;61;-67;10;-8;-12;17080
408091;2064;2054;98798;54;-62;7;-8;-12;17080
409076;2088;2245;98440;48;-62;5;-8;-12;17081
410076;1801;1886;97819;51;-67;2;-8;-12;17081
411077;1897;1551;98081;54;-70;0;-8;-12;17081
412078;1682;1456;98798;56;-67;-2;-8;-12;17081
413079;2280;2030;98631;56;-67;0;-9;-12;17081
414080;2495;2413;97651;61;-72;5;-9;-12;17081
415075;2136;2198;97628;59;-75;7;-9;-12;17081
416075;1825;1982;98464;56;-72;13;-9;-12;17081
417077;1610;1791;98989;59;-70;13;-9;-12;17081
418096;1969;1910;98631;69;-72;13;-9;-12;17081
419076;2112;1982;97771;83;-72;15;-9;-12;17081
420076;2136;1886;97747;88;-67;15;-9;-12;17081
421078;2280;1767;98464;88;-59;13;-9;-12;17081
422079;2806;2102;98631;85;-59;7;-8;-12;17081
423075;2615;2557;97986;85;-57;5;-8;-12;17081
424075;1729;2174;97556;88;-59;13;-8;-12;17081
425076;1538;1623;98105;85;-62;15;-8;-12;17081
426076;1969;1647;98703;85;-62;13;-8;-12;17081
427077;3213;2078;98535;91;-59;7;-8;-12;17081
428091;3213;2222;98105;88;-54;5;-8;-11;17081
429092;2304;1910;98105;80;-49;2;-8;-11;17081
430076;2710;1551;98822;72;-46;0;-8;-11;17081
431077;1969;1647;98989;67;-57;2;-8;-11;17081
432077;1729;2126;97986;67;-64;2;-8;-11;17081
433079;2399;2126;97436;69;-72;0;-8;-11;17081
434078;1658;1647;97962;69;-67;-5;-8;-11;17081
435080;2423;1815;98392;67;-62;-5;-8;-11;17081
436080;3093;1934;98464;64;-59;-2;-8;-11;17081
437075;2040;1791;98416;64;-57;0;-8;-11;17081
438076;1682;1862;98225;61;-59;-2;-8;-11;17081
439088;1634;1575;98535;56;-62;-2;-8;-11;17081
440079;1993;1575;98679;61;-62;-5;-8;-11;17081
441075;2495;2198;98034;72;-59;-8;-8;-11;17081
442076;2040;2413;97771;75;-51;-5;-8;-11;17081
443078;2280;2222;98535;72;-49;-10;-8;-11;17081
444079;2615;2222;99324;72;-54;-16;-9;-11;17081
445075;1777;2126;99180;69;-64;-18;-9;-11;17081
446075;1347;1719;98010;69;-70;-16;-9;-11;17081
447077;1849;1360;97699;67;-70;-16;-9;-11;17081
448077;1969;1503;98488;67;-70;-13;-9;-11;17081
449079;2710;1839;98607;67;-72;-13;-9;-11;17081
450088;3093;1791;98344;69;-72;-13;-9;-11;17081
451078;1873;1862;98344;64;-72;-13;-9;-11;17081
452076;1442;1743;98703;56;-72;-8;-9;-11;17080
453076;2184;1767;98535;54;-72;-5;-9;-11;17080
454078;2088;2078;97795;56;-72;-10;-9;-11;17080
455079;2064;1958;97723;61;-70;-13;-9;-11;17080
456075;2471;1767;98464;67;-67;-13;-9;-11;17080
457075;2352;1791;99156;72;-64;-13;-9;-11;17080
458075;2854;2222;98750;75;-64;-10;-9;-11;17080
459075;2663;2605;97914;75;-67;-8;-9;-11;17080
460092;1705;2269;98153;75;-64;-10;-9;-11;17080
461076;1729;1934;98583;75;-59;-8;-9;-11;17080
462078;1993;2054;98320;77;-59;-2;-9;-11;17080
463078;2591;2341;97914;80;-62;0;-9;-11;17080
464079;2782;2150;97914;83;-67;0;-9;-11;17080
465079;1849;1647;98392;80;-70;-5;-9;-11;17080
466075;1873;1599;98750;80;-67;-10;-9;-11;17080
467075;1969;1958;98296;77;-67;-10;-9;-11;17080
468076;1705;2245;97651;77;-70;-5;-9;-11;17080
469077;1801;2198;97651;77;-78;-2;-9;-11;17080
470091;1705;2102;98177;75;-80;-2;-9;-11;17080
471076;2304;1886;98726;75;-80;-2;-9;-11;17080
472078;3093;2102;98703;80;-78;0;-9;-11;17080
473079;2471;2293;98010;75;-80;7;-9;-11;17080
474079;1873;1982;97819;69;-83;13;-9;-11;17080
475075;1921;2030;98535;64;-83;15;-9;-11;17080
476075;1490;2317;98488;64;-75;18;-9;-11;17080
477076;1993;2269;97962;64;-64;21;-9;-11;17080
478076;2543;2006;98153;72;-64;21;-9;-11;17080
479077;1969;1456;98511;80;-64;21;-9;-11;17080
480077;2136;1336;98655;83;-70;21;-9;-11;17080
481113;2352;1360;98392;83;-78;18;-9;-11;17081
482077;1969;1432;98153;77;-80;15;-9;-12;17081
483077;1777;1743;98129;75;-78;13;-9;-12;17081
484078;1682;1862;98058;75;-72;10;-9;-12;17081
485078;1873;2126;98344;75;-70;5;-9;-12;17081
486079;2160;2174;98511;75;-70;2;-9;-12;17081
487080;2256;1815;98225;75;-72;2;-9;-12;17081
488075;1801;1551;97914;72;-78;2;-9;-12;17081
