Timestamp;scop_ax_x;scop_ax_y;scop_ax_z;scop_pitch;scop_pitchspeed;scop_roll;scop_rollspeed;scop_yaw;scop_yawspeed
0;15;99;-1192;-1;-94;0;-20;1164;11
1076;14;99;-1192;-1;-94;0;-23;1164;9
2079;13;99;-1192;-1;-94;0;-20;1164;1
3079;13;99;-1192;-1;-94;0;-23;1164;-4
4078;13;100;-1192;-1;-94;0;-25;1164;1
5078;13;100;-1192;-1;-94;0;-28;1164;3
6080;12;100;-1193;-1;-97;0;-25;1164;3
7079;12;100;-1193;-1;-100;0;-20;1164;1
8080;12;100;-1192;-1;-100;0;-20;1164;-1
9079;10;100;-1192;-1;-92;0;-23;1164;-1
10080;10;101;-1192;-1;-86;0;-25;1164;-4
11079;10;101;-1192;-1;-86;0;-23;1164;-4
12080;9;101;-1192;-1;-81;0;-20;1164;-9
13080;9;101;-1192;-1;-78;0;-23;1164;-14
14079;9;101;-1192;-1;-81;0;-23;1164;-14
15079;10;101;-1192;-1;-84;0;-23;1164;-14
16080;11;100;-1192;-1;-89;0;-23;1164;-14
17079;11;100;-1191;-1;-89;0;-25;1164;-14
18078;10;101;-1191;-1;-97;0;-31;1164;-17
19079;10;100;-1191;-1;-102;0;-28;1164;-20
20075;10;100;-1191;-1;-102;0;-23;1164;-20
21076;10;100;-1191;-1;-100;0;-20;1164;-14
22075;9;100;-1191;-1;-102;0;-23;1164;-9
23076;9;100;-1191;-1;-105;0;-28;1164;-9
24093;9;100;-1191;-1;-108;0;-31;1164;-17
25077;8;100;-1191;-1;-108;0;-28;1164;-20
26075;7;100;-1191;-1;-102;0;-28;1164;-25
27076;6;100;-1191;-1;-102;0;-25;1164;-25
28080;7;100;-1191;-1;-105;0;-23;1164;-22
29079;8;100;-1191;-1;-108;0;-20;1164;-20
30078;8;100;-1191;-1;-105;0;-17;1164;-14
31079;8;100;-1191;-1;-102;0;-23;1164;-9
32079;8;100;-1191;-1;-97;0;-25;1164;-9
33079;8;100;-1191;-1;-92;0;-28;1163;-12
34093;8;100;-1192;-1;-89;0;-28;1163;-12
35076;7;100;-1192;-1;-86;0;-28;1163;-12
36080;7;100;-1193;-1;-86;0;-28;1163;-12
37079;7;100;-1193;-1;-86;0;-36;1163;-9
38080;7;100;-1193;-1;-89;0;-39;1163;-12
39079;7;100;-1193;-1;-89;0;-36;1163;-14
40080;7;100;-1193;-1;-89;0;-36;1163;-12
41079;7;100;-1193;-1;-92;0;-39;1163;-6
42080;7;100;-1193;-1;-92;0;-39;1163;-6
43079;6;100;-1193;-1;-92;0;-36;1163;-6
44093;7;100;-1193;-1;-92;0;-33;1163;-6
45076;6;100;-1193;-1;-92;0;-33;1163;-4
46080;7;100;-1193;-1;-92;0;-31;1163;1
47079;8;100;-1193;-1;-97;0;-31;1163;1
48077;8;100;-1193;-1;-97;0;-28;1163;1
49077;7;100;-1193;-1;-94;0;-28;1163;-1
50080;6;100;-1193;-1;-89;0;-31;1163;-1
51079;6;100;-1193;-1;-89;0;-36;1163;1
52080;7;100;-1193;-1;-86;0;-36;1163;1
53080;8;100;-1193;-1;-84;0;-33;1163;1
54093;9;101;-1193;-1;-78;0;-36;1163;-1
55077;9;101;-1192;-1;-78;0;-39;1163;1
56080;9;101;-1192;-1;-84;0;-41;1163;6
57079;10;101;-1191;-1;-89;0;-47;1163;11
58080;10;101;-1191;-1;-92;0;-44;1163;14
59079;10;101;-1191;-1;-92;0;-41;1163;14
60080;10;101;-1191;-1;-92;0;-41;1163;19
61079;10;101;-1191;-1;-92;0;-39;1163;22
62080;11;102;-1191;-1;-94;0;-33;1163;19
63080;12;101;-1191;-1;-102;0;-36;1163;19
64093;13;101;-1191;-1;-102;0;-41;1164;19
65076;13;102;-1191;-1;-100;0;-52;1164;17
66080;14;102;-1191;-1;-97;0;-55;1164;11
67079;13;102;-1192;-1;-94;0;-52;1164;9
68080;13;102;-1192;-1;-94;0;-52;1164;9
69079;13;102;-1191;-1;-97;0;-57;1164;9
70080;14;101;-1191;-1;-97;0;-60;1164;9
71079;15;101;-1191;-1;-97;0;-60;1164;9
72080;15;101;-1191;-1;-92;0;-60;1164;11
73080;14;101;-1191;-1;-84;0;-57;1164;9
74078;13;101;-1191;-1;-86;0;-52;1164;6
75093;13;100;-1191;-1;-86;0;-44;1164;3
76076;13;100;-1191;-1;-86;0;-39;1164;1
77080;13;100;-1191;-1;-86;0;-39;1164;1
78079;12;100;-1191;-1;-86;0;-41;1164;1
79078;12;100;-1191;-1;-86;0;-47;1164;3
80078;11;100;-1190;-1;-89;0;-49;1164;9
81075;10;100;-1190;-1;-89;0;-47;1164;14
82076;10;100;-1190;-1;-92;0;-41;1164;19
83075;9;100;-1190;-1;-97;0;-39;1164;22
84076;7;101;-1190;-1;-105;0;-36;1164;19
85093;7;101;-1190;-1;-105;0;-33;1164;19
86077;6;101;-1190;-1;-105;0;-28;1164;22
87075;5;101;-1190;-1;-100;0;-28;1164;22
88076;5;101;-1190;-1;-100;0;-31;1164;19
89080;5;101;-1190;-1;-100;0;-28;1164;17
90079;5;102;-1190;-1;-94;0;-25;1164;11
91078;4;102;-1190;-1;-94;0;-25;1164;9
92079;4;102;-1190;-1;-97;0;-25;1164;6
93075;4;102;-1190;-1;-97;0;-23;1164;3
94076;5;102;-1190;-1;-94;0;-20;1164;3
95080;5;102;-1190;-1;-92;0;-20;1164;1
96093;6;102;-1191;-1;-89;0;-17;1164;1
97076;6;102;-1191;-1;-84;0;-17;1164;-1
98079;6;102;-1191;-1;-84;0;-20;1164;3
99079;7;102;-1191;-1;-89;0;-23;1164;3
100079;8;102;-1191;-1;-94;0;-25;1164;3
101079;8;102;-1191;-1;-94;0;-28;1164;3
102080;8;102;-1192;-1;-92;0;-31;1164;3
103080;8;102;-1192;-1;-92;0;-33;1164;1
104078;7;102;-1192;-1;-92;0;-31;1164;1
105078;7;102;-1192;-1;-92;0;-25;1164;-1
106093;7;102;-1192;-1;-92;0;-25;1164;-4
107077;7;102;-1192;-1;-92;0;-23;1164;-6
108080;7;102;-1192;-1;-97;0;-25;1164;-4
109079;6;101;-1192;-1;-100;0;-28;1164;-1
110080;6;101;-1192;-1;-102;0;-33;1164;-4
111079;6;101;-1192;-1;-100;0;-36;1164;-9
112080;6;101;-1192;-1;-102;0;-36;1164;-12
113080;5;101;-1192;-1;-105;0;-33;1164;-12
114078;6;101;-1191;-1;-108;0;-31;1164;-17
115078;5;101;-1191;-1;-108;0;-36;1164;-17
116093;4;101;-1191;-1;-108;0;-41;1164;-14
117076;4;101;-1191;-1;-105;0;-39;1164;-14
118080;4;101;-1191;-1;-105;0;-36;1164;-17
119079;4;101;-1191;-1;-105;0;-36;1164;-20
120077;4;101;-1191;-1;-105;0;-44;1164;-17
121077;4;101;-1191;-1;-102;0;-44;1164;-12
122080;5;101;-1191;-1;-100;0;-39;1164;-9
123080;6;101;-1192;-1;-100;0;-33;1164;-9
124078;7;101;-1192;-1;-102;0;-31;1164;-9
125078;7;101;-1192;-1;-102;0;-28;1164;-12
126093;8;101;-1192;-1;-102;0;-23;1164;-14
127076;10;101;-1192;-1;-100;0;-20;1164;-17
128080;10;101;-1193;-1;-94;0;-23;1164;-20
129079;11;101;-1193;-1;-92;0;-28;1164;-17
130080;12;101;-1194;-1;-94;0;-33;1164;-14
131079;12;101;-1194;-1;-97;0;-33;1164;-12
132080;12;101;-1194;-1;-97;0;-28;1164;-12
133079;13;101;-1194;-1;-97;0;-23;1164;-9
134078;14;100;-1194;-1;-97;0;-20;1164;-4
135078;14;100;-1194;-1;-92;0;-17;1164;-1
136093;14;100;-1194;-1;-86;0;-15;1164;-1
137077;15;100;-1194;-1;-89;0;-15;1164;-1
138080;15;99;-1194;-1;-89;0;-15;1164;-6
139079;15;99;-1194;-1;-86;0;-12;1164;-14
140080;16;99;-1194;-1;-84;0;-15;1164;-20
141079;16;99;-1194;-1;-81;0;-17;1163;-17
142080;16;98;-1194;-1;-81;0;-20;1163;-12
143080;16;98;-1194;-1;-78;0;-20;1163;-9
144078;17;98;-1194;-1;-78;0;-25;1163;-9
145079;17;98;-1194;-1;-78;0;-28;1163;-6
146093;17;98;-1194;-1;-84;0;-31;1163;-4
147077;17;98;-1194;-1;-86;0;-33;1163;1
148075;16;98;-1193;-1;-89;0;-36;1163;3
149076;16;98;-1193;-1;-89;0;-33;1163;3
150075;17;98;-1193;-1;-86;0;-28;1163;6
151076;17;98;-1193;-1;-84;0;-31;1163;6
152080;17;98;-1192;-1;-84;0;-25;1163;6
153080;17;98;-1192;-1;-86;0;-20;1163;3
154078;16;98;-1193;-1;-86;0;-17;1163;-4
155079;15;98;-1193;-1;-89;0;-23;1163;-9
156093;14;98;-1193;-1;-92;0;-25;1163;-9
157077;14;98;-1193;-1;-94;0;-28;1163;-4
158075;14;98;-1193;-1;-97;0;-28;1163;-1
159076;15;98;-1193;-1;-100;0;-31;1163;-1
160080;14;98;-1193;-1;-100;0;-33;1163;1
161079;14;99;-1193;-1;-102;0;-39;1163;-1
162078;14;99;-1193;-1;-105;0;-41;1163;-1
163075;14;99;-1193;-1;-108;0;-39;1163;-1
164079;14;99;-1192;-1;-108;0;-36;1163;-1
165079;13;99;-1193;-1;-110;0;-36;1163;-4
166093;13;99;-1193;-1;-113;0;-31;1163;-1
167076;13;99;-1192;-1;-113;0;-28;1163;1
168080;13;99;-1193;-1;-113;0;-28;1163;3
169079;13;100;-1193;-1;-108;0;-28;1163;9
170080;13;100;-1192;-1;-108;0;-28;1163;9
171079;13;100;-1192;-1;-108;0;-31;1163;11
172080;12;100;-1192;-1;-113;0;-39;1163;11
173079;12;100;-1192;-1;-113;0;-36;1163;17
174078;12;100;-1192;-1;-113;0;-31;1164;22
175078;13;100;-1192;-1;-113;0;-25;1164;22
176093;13;100;-1192;-1;-108;0;-28;1164;19
177076;12;100;-1192;-1;-108;0;-31;1164;19
178080;12;100;-1192;-1;-100;0;-28;1164;17
179079;12;100;-1192;-1;-92;0;-23;1164;14
180080;12;100;-1192;-1;-92;0;-20;1164;9
181079;12;101;-1192;-1;-94;0;-20;1164;11
182080;13;101;-1192;-1;-92;0;-23;1164;17
183080;13;101;-1192;-1;-92;0;-23;1164;17
184078;14;101;-1192;-1;-94;0;-25;1164;22
185078;15;102;-1192;-1;-89;0;-25;1164;22
186080;15;102;-1192;-1;-84;0;-28;1164;19
187093;15;102;-1192;-1;-84;0;-33;1164;14
188076;15;102;-1192;-1;-86;0;-39;1164;14
189080;16;102;-1192;-1;-86;0;-39;1164;14
190079;17;102;-1192;-1;-86;0;-31;1164;11
191080;17;102;-1192;-1;-89;0;-28;1164;6
192079;17;103;-1192;-1;-89;0;-31;1164;3
193075;17;103;-1191;-1;-86;0;-33;1164;6
194075;18;103;-1191;-1;-84;0;-33;1164;3
195080;17;103;-1192;-1;-84;0;-28;1164;1
196079;17;103;-1192;-1;-86;0;-28;1164;-1
197080;17;103;-1192;-1;-89;0;-31;1164;-1
198093;17;103;-1192;-1;-86;0;-31;1164;1
199076;17;103;-1192;-1;-84;0;-25;1164;1
200080;17;103;-1192;-1;-84;0;-23;1164;-1
201079;16;102;-1192;-1;-81;0;-23;1164;-4
202080;15;102;-1193;-1;-78;0;-25;1164;-4
203079;15;102;-1193;-1;-78;0;-25;1164;-1
204078;15;101;-1193;-1;-84;0;-23;1164;-1
205107;14;101;-1194;-1;-89;0;-23;1164;-4
206080;14;100;-1194;-1;-86;0;-25;1164;-9
207078;14;100;-1194;-1;-89;0;-28;1164;-9
208187;14;100;-1195;-1;-92;0;-31;1164;-6
209006;14;100;-1194;-1;-102;0;-36;1164;1
210080;13;100;-1194;-1;-108;0;-33;1164;1
211078;12;100;-1194;-1;-102;0;-31;1164;1
212079;12;100;-1194;-1;-102;0;-28;1164;-4
213075;11;99;-1194;-1;-105;0;-31;1164;-6
214076;10;99;-1194;-1;-108;0;-33;1164;-9
215080;9;99;-1195;-1;-102;0;-36;1164;-12
216079;8;99;-1195;-1;-100;0;-39;1164;-9
217078;8;99;-1195;-1;-102;0;-44;1164;-6
218079;7;99;-1195;-1;-105;0;-47;1164;-9
219093;5;99;-1195;-1;-105;0;-47;1164;-12
220077;4;99;-1195;-1;-102;0;-44;1164;-12
221075;3;99;-1195;-1;-97;0;-39;1164;-14
222076;4;99;-1195;-1;-94;0;-33;1164;-14
223075;4;100;-1195;-1;-92;0;-25;1164;-12
224076;4;100;-1194;-1;-86;0;-23;1164;-9
225075;4;100;-1194;-1;-89;0;-20;1164;-6
226076;4;100;-1194;-1;-89;0;-17;1164;-6
227075;5;101;-1194;-1;-92;0;-15;1164;-9
228075;5;101;-1195;-1;-92;0;-15;1164;-12
229093;6;101;-1195;-1;-89;0;-20;1164;-9
230076;7;101;-1195;-1;-86;0;-28;1164;-9
231080;8;101;-1195;-1;-86;0;-31;1164;-12
232079;9;101;-1196;-1;-89;0;-31;1164;-12
233075;9;101;-1195;-1;-92;0;-31;1164;-9
234075;10;101;-1195;-1;-86;0;-31;1164;-6
235080;10;102;-1195;-1;-84;0;-28;1164;-6
236079;11;102;-1194;-1;-84;0;-23;1164;-9
237080;12;102;-1194;-1;-86;0;-25;1164;-9
238079;12;101;-1194;-1;-89;0;-31;1164;-4
239093;13;101;-1194;-1;-92;0;-33;1164;-1
240076;14;101;-1194;-1;-94;0;-33;1164;6
241080;14;101;-1194;-1;-97;0;-31;1164;11
242079;14;101;-1195;-1;-97;0;-31;1164;9
243075;13;101;-1195;-1;-97;0;-33;1164;9
244075;13;101;-1195;-1;-97;0;-36;1164;9
245080;13;100;-1195;-1;-100;0;-39;1164;6
246079;13;100;-1195;-1;-100;0;-41;1164;3
247080;13;100;-1195;-1;-97;0;-39;1164;1
248079;14;100;-1195;-1;-97;0;-36;1164;1
249093;13;100;-1194;-1;-102;0;-33;1164;-1
250076;13;100;-1195;-1;-105;0;-31;1164;-4
251080;13;100;-1195;-1;-100;0;-25;1164;1
252079;13;100;-1195;-1;-92;0;-28;1164;6
253075;13;100;-1195;-1;-89;0;-31;1164;9
254075;13;100;-1195;-1;-86;0;-31;1164;11
255080;13;100;-1195;-1;-86;0;-33;1164;9
256079;14;100;-1195;-1;-86;0;-36;1164;11
257080;14;100;-1195;-1;-89;0;-39;1164;11
258079;14;100;-1195;-1;-89;0;-36;1164;6
259093;15;100;-1195;-1;-92;0;-31;1164;-1
260076;14;100;-1196;-1;-97;0;-25;1164;-1
261080;14;100;-1196;-1;-100;0;-20;1164;1
262079;14;100;-1195;-1;-100;0;-23;1164;1
263075;14;100;-1195;-1;-100;0;-23;1164;1
264075;14;100;-1195;-1;-100;0;-23;1164;3
265080;14;99;-1195;-1;-89;0;-23;1164;9
266079;14;99;-1195;-1;-78;0;-25;1164;14
267080;14;99;-1195;-1;-76;0;-25;1164;14
268079;14;99;-1195;-1;-81;0;-25;1164;9
269093;13;99;-1195;-1;-86;0;-23;1164;6
270076;13;100;-1195;-1;-89;0;-20;1164;6
271080;13;100;-1195;-1;-92;0;-20;1164;6
272079;13;100;-1195;-1;-97;0;-23;1164;1
273075;13;100;-1195;-1;-94;0;-25;1164;1
274075;13;100;-1196;-1;-89;0;-28;1164;6
275080;14;100;-1196;-1;-89;0;-28;1164;6
276079;14;101;-1196;-1;-92;0;-25;1164;1
277078;15;101;-1196;-1;-100;0;-23;1164;-9
278079;15;101;-1195;-1;-102;0;-17;1164;-9
279093;14;101;-1195;-1;-105;0;-15;1164;-4
280077;14;102;-1195;-1;-108;0;-17;1164;-1
281080;14;102;-1195;-1;-110;0;-23;1164;-4
282079;15;102;-1195;-1;-110;0;-17;1164;-6
283079;15;102;-1195;-1;-105;0;-12;1164;-6
284079;14;102;-1196;-1;-100;0;-9;1164;-6
285078;13;102;-1196;-1;-100;0;-12;1164;-1
286078;13;102;-1196;-1;-100;0;-20;1164;-1
287080;12;102;-1196;-1;-97;0;-25;1164;-4
288079;12;102;-1196;-1;-97;0;-31;1164;-9
289299;13;102;-1196;-1;-94;0;-36;1164;-4
290006;12;102;-1196;-1;-94;0;-36;1164;-4
291079;11;101;-1196;-1;-94;0;-39;1164;-1
292079;11;101;-1196;-1;-92;0;-41;1164;-1
293076;11;101;-1196;-1;-86;0;-41;1164;-1
294079;9;101;-1196;-1;-86;0;-39;1164;-1
295078;8;101;-1196;-1;-89;0;-33;1164;1
296079;7;101;-1196;-1;-94;0;-28;1164;3
297079;6;101;-1196;-1;-97;0;-25;1164;3
298080;6;100;-1196;-1;-97;0;-28;1164;3
299079;7;100;-1196;-1;-94;0;-31;1164;1
300179;7;100;-1196;-1;-89;0;-33;1164;-9
301077;7;100;-1195;-1;-92;0;-28;1164;-9
302080;8;100;-1195;-1;-94;0;-23;1164;-12
303080;9;100;-1196;-1;-97;0;-17;1164;-17
304078;10;100;-1196;-1;-97;0;-20;1164;-20
305078;11;100;-1196;-1;-100;0;-25;1164;-20
306080;12;100;-1196;-1;-97;0;-25;1164;-17
307079;12;100;-1196;-1;-92;0;-23;1164;-14
308080;11;100;-1196;-1;-86;0;-23;1164;-17
309079;11;100;-1195;-1;-84;0;-28;1164;-12
310187;11;100;-1195;-1;-84;0;-33;1164;-6
311005;12;101;-1195;-1;-78;0;-36;1164;-6
312079;13;101;-1195;-1;-78;0;-39;1164;-6
313078;13;101;-1195;-1;-78;0;-44;1163;-6
314078;13;101;-1195;-1;-78;0;-44;1163;-1
315080;13;101;-1195;-1;-81;0;-47;1163;3
316079;15;102;-1195;-1;-84;0;-44;1164;6
317080;16;102;-1195;-1;-86;0;-41;1164;3
318079;16;102;-1195;-1;-89;0;-39;1164;1
319080;16;102;-1195;-1;-86;0;-39;1164;-4
320186;15;102;-1195;-1;-89;0;-33;1163;-12
321005;15;103;-1195;-1;-92;0;-31;1163;-12
322079;15;103;-1195;-1;-97;0;-31;1163;-14
323075;15;103;-1195;-1;-102;0;-33;1163;-12
324075;15;103;-1195;-1;-108;0;-33;1163;-6
325080;15;103;-1195;-1;-105;0;-31;1163;-4
326079;16;103;-1195;-1;-100;0;-33;1163;-4
327080;16;103;-1195;-1;-97;0;-39;1163;-1
328079;17;103;-1195;-1;-102;0;-39;1163;6
329080;18;103;-1195;-1;-102;0;-36;1163;9
330079;18;103;-1195;-1;-100;0;-33;1163;6
331096;18;103;-1195;-1;-102;0;-33;1163;3
332100;18;103;-1196;-1;-108;0;-33;1163;3
333079;17;103;-1196;-1;-110;0;-31;1163;3
334080;17;102;-1196;-1;-108;0;-28;1163;3
335079;16;102;-1196;-1;-102;0;-31;1163;3
336080;16;102;-1196;-1;-105;0;-28;1163;6
337079;15;102;-1196;-1;-105;0;-25;1163;6
338080;14;102;-1196;-1;-105;0;-28;1164;9
339079;14;102;-1195;-1;-105;0;-31;1164;11
340080;13;102;-1195;-1;-105;0;-36;1164;11
341079;14;102;-1195;-1;-108;0;-33;1164;11
342101;15;102;-1195;-1;-105;0;-25;1164;17
343095;14;101;-1195;-1;-100;0;-23;1164;19
344079;14;101;-1195;-1;-94;0;-20;1164;19
345080;14;101;-1196;-1;-92;0;-17;1164;17
346079;14;101;-1196;-1;-89;0;-12;1164;9
347078;14;102;-1196;-1;-86;0;-12;1164;6
348079;14;102;-1196;-1;-81;0;-20;1164;6
349075;13;102;-1196;-1;-78;0;-25;1164;6
350076;13;102;-1196;-1;-76;0;-25;1164;3
351075;13;102;-1196;-1;-78;0;-23;1164;-1
352076;14;102;-1196;-1;-78;0;-23;1164;-1
353075;14;102;-1197;-1;-78;0;-28;1164;3
354093;14;102;-1197;-1;-78;0;-33;1164;6
355077;14;102;-1197;-1;-86;0;-31;1164;11
356075;14;102;-1197;-1;-92;0;-28;1164;11
357076;13;102;-1197;-1;-97;0;-31;1164;9
358080;13;102;-1197;-1;-97;0;-28;1164;17
359079;12;101;-1197;-1;-97;0;-28;1164;19
360079;12;101;-1197;-1;-100;0;-23;1164;17
361078;11;101;-1197;-1;-102;0;-23;1164;11
362079;11;101;-1197;-1;-100;0;-25;1164;3
363079;11;101;-1197;-1;-97;0;-28;1164;-1
364093;10;101;-1197;-1;-97;0;-25;1164;-1
365076;10;101;-1197;-1;-97;0;-23;1164;-1
366080;10;101;-1196;-1;-97;0;-23;1164;-4
367079;10;101;-1196;-1;-100;0;-25;1164;-4
368080;10;101;-1196;-1;-100;0;-23;1164;-1
369079;10;101;-1196;-1;-97;0;-20;1164;1
370080;9;101;-1196;-1;-97;0;-20;1164;1
371079;8;101;-1195;-1;-94;0;-23;1164;-1
372080;8;101;-1196;-1;-94;0;-25;1164;1
373079;8;101;-1196;-1;-94;0;-25;1164;3
374078;9;101;-1196;-1;-100;0;-23;1164;3
375093;9;101;-1195;-1;-102;0;-23;1164;1
376076;10;101;-1195;-1;-100;0;-23;1164;1
377080;10;101;-1195;-1;-94;0;-25;1164;3
378079;11;101;-1195;-1;-92;0;-25;1164;6
379080;11;101;-1195;-1;-89;0;-28;1164;6
380079;11;101;-1196;-1;-86;0;-33;1164;1
381080;12;101;-1196;-1;-86;0;-36;1164;-1
382079;12;101;-1196;-1;-86;0;-39;1164;1
383075;13;101;-1195;-1;-86;0;-36;1164;3
384075;13;101;-1195;-1;-92;0;-33;1164;3
385080;13;101;-1196;-1;-92;0;-36;1164;3
386093;13;101;-1196;-1;-92;0;-39;1164;6
387076;13;101;-1196;-1;-94;0;-36;1164;3
388080;13;100;-1196;-1;-100;0;-31;1164;-1
389079;13;100;-1196;-1;-102;0;-33;1164;-4
390080;14;100;-1196;-1;-105;0;-36;1164;-1
391079;15;100;-1196;-1;-108;0;-36;1164;-4
392080;15;100;-1196;-1;-108;0;-31;1164;-6
393080;14;100;-1196;-1;-108;0;-28;1164;-9
394078;14;100;-1196;-1;-108;0;-28;1164;-14
395078;13;100;-1196;-1;-105;0;-31;1164;-20
396080;12;101;-1196;-1;-105;0;-31;1164;-22
397165;12;101;-1196;-1;-105;0;-31;1164;-9
398079;12;101;-1197;-1;-105;0;-28;1164;-9
399078;11;101;-1197;-1;-102;0;-31;1164;-6
400078;11;101;-1196;-1;-100;0;-31;1164;-9
401080;10;101;-1196;-1;-94;0;-20;1164;-12
402079;11;101;-1197;-1;-89;0;-17;1164;-14
403075;11;101;-1196;-1;-84;0;-15;1164;-12
404075;11;101;-1196;-1;-84;0;-17;1164;-6
405080;12;101;-1197;-1;-84;0;-20;1164;-4
406079;12;101;-1197;-1;-86;0;-20;1164;-6
407078;12;101;-1196;-1;-84;0;-20;1164;-9
408093;12;101;-1196;-1;-84;0;-28;1164;-12
409077;12;101;-1196;-1;-86;0;-36;1164;-12
410077;13;101;-1196;-1;-86;0;-41;1164;-12
411075;14;101;-1196;-1;-89;0;-41;1164;-9
412076;15;101;-1196;-1;-92;0;-44;1164;-6
413075;15;102;-1195;-1;-92;0;-41;1164;-6
414076;16;102;-1195;-1;-94;0;-39;1164;-6
415075;16;101;-1195;-1;-100;0;-33;1164;-6
416076;16;101;-1195;-1;-102;0;-28;1164;-4
417080;17;101;-1195;-1;-100;0;-23;1164;-1
418093;17;101;-1195;-1;-92;0;-23;1164;-4
419077;18;102;-1195;-1;-89;0;-28;1164;-6
420075;19;102;-1195;-1;-94;0;-28;1164;-4
421076;19;102;-1195;-1;-100;0;-28;1164;-1
422075;19;102;-1195;-1;-102;0;-31;1164;1
423077;18;102;-1195;-1;-100;0;-36;1164;1
424075;18;102;-1195;-1;-97;0;-41;1164;1
425075;18;102;-1195;-1;-97;0;-44;1164;1
426079;19;102;-1195;-1;-92;0;-49;1164;3
427078;19;102;-1195;-1;-89;0;-49;1164;3
428093;19;102;-1195;-1;-92;0;-47;1164;1
429076;19;101;-1195;-1;-100;0;-36;1164;3
430080;20;101;-1195;-1;-105;0;-28;1164;6
431079;19;101;-1195;-1;-105;0;-28;1164;6
432080;19;101;-1195;-1;-105;0;-31;1164;3
433079;19;101;-1195;-1;-108;0;-28;1164;1
434078;18;101;-1195;-1;-110;0;-25;1164;3
435078;18;101;-1195;-1;-113;0;-25;1164;3
436080;17;101;-1195;-1;-113;0;-28;1164;3
437079;17;101;-1195;-1;-113;0;-31;1164;1
438165;16;101;-1195;-1;-110;0;-33;1164;-6
439079;15;101;-1195;-1;-102;0;-31;1164;-6
440078;15;100;-1195;-1;-92;0;-23;1164;-4
441078;14;100;-1194;-1;-92;0;-20;1164;-1
442080;13;100;-1194;-1;-100;0;-17;1164;1
443079;14;100;-1194;-1;-102;0;-17;1164;3
444078;13;100;-1195;-1;-94;0;-20;1164;6
445078;12;100;-1195;-1;-89;0;-20;1164;9
446080;12;100;-1195;-1;-81;0;-17;1164;11
447079;11;100;-1195;-1;-81;0;-17;1164;11
448174;11;100;-1195;-1;-84;0;-20;1164;6
449077;10;100;-1196;-1;-86;0;-20;1164;6
450080;10;100;-1196;-1;-89;0;-17;1164;1
451079;9;100;-1196;-1;-92;0;-12;1164;1
452080;7;101;-1197;-1;-92;0;-7;1164;3
453079;6;101;-1197;-1;-89;0;-7;1164;1
454078;6;100;-1197;-1;-86;0;-9;1164;1
455078;5;100;-1198;-1;-86;0;-9;1164;3
456080;5;100;-1198;-1;-92;0;-7;1164;9
457079;5;100;-1198;-1;-100;0;-7;1164;9
458095;5;100;-1198;-1;-105;0;-12;1164;9
459095;5;100;-1198;-1;-113;0;-20;1164;6
460078;6;100;-1198;-1;-113;0;-23;1164;9
461080;6;100;-1198;-1;-108;0;-25;1164;14
462079;6;100;-1198;-1;-100;0;-25;1164;14
463075;6;101;-1198;-1;-89;0;-23;1164;11
464075;6;100;-1198;-1;-89;0;-20;1164;11
465080;7;100;-1197;-1;-94;0;-20;1164;11
466079;8;100;-1197;-1;-97;0;-20;1164;11
467080;9;100;-1197;-1;-97;0;-25;1164;9
468079;10;100;-1197;-1;-94;0;-31;1164;9
469283;11;100;-1197;-1;-97;0;-31;1164;3
470005;12;101;-1197;-1;-100;0;-31;1164;3
471079;14;101;-1197;-1;-105;0;-28;1164;-1
472075;14;101;-1197;-1;-108;0;-28;1164;-1
473076;15;101;-1196;-1;-105;0;-28;1164;1
474080;16;101;-1196;-1;-97;0;-25;1164;3
475079;16;101;-1196;-1;-86;0;-25;1164;3
476078;17;102;-1196;-1;-78;0;-31;1164;3
477079;17;102;-1196;-1;-78;0;-39;1164;-1
478075;18;102;-1196;-1;-84;0;-47;1164;-6
479076;18;102;-1196;-1;-89;0;-47;1164;-6
480093;17;102;-1196;-1;-92;0;-47;1164;-9
481077;15;101;-1196;-1;-94;0;-52;1164;-9
482075;15;101;-1196;-1;-94;0;-57;1164;-12
483076;15;101;-1197;-1;-97;0;-55;1164;-14
484080;14;101;-1197;-1;-97;0;-52;1164;-14
485079;14;101;-1197;-1;-94;0;-49;1164;-14
486078;13;101;-1197;-1;-94;0;-47;1164;-20
487079;13;100;-1198;-1;-97;0;-47;1164;-17
488080;12;100;-1197;-1;-102;0;-47;1164;-12
489079;12;100;-1197;-1;-108;0;-49;1164;-9
490093;11;100;-1197;-1;-113;0;-47;1164;-6
491076;10;100;-1198;-1;-116;0;-41;1164;-4
492079;9;100;-1198;-1;-121;0;-39;1164;-1
493079;9;100;-1198;-1;-118;0;-39;1164;1
494078;8;100;-1198;-1;-116;0;-39;1164;1
495078;8;100;-1198;-1;-113;0;-39;1164;3
496080;7;100;-1198;-1;-110;0;-39;1164;3
497079;6;100;-1198;-1;-105;0;-39;1164;6
498080;5;100;-1198;-1;-97;0;-31;1164;9
499079;4;100;-1198;-1;-86;0;-23;1164;11
500080;5;100;-1197;-1;-73;0;-17;1164;11
501093;6;101;-1197;-1;-68;0;-17;1164;14
502076;7;101;-1197;-1;-70;0;-17;1164;11
503075;7;101;-1197;-1;-81;0;-20;1164;9
504075;8;101;-1196;-1;-89;0;-23;1164;9
505080;8;101;-1196;-1;-92;0;-28;1164;3
