Timestamp;js_gxf;js_gxr;js_gyf;js_gyr;js_gzf;js_gzr
54080;-2237;-5256;1192;2905;177;181
55078;-4826;-2019;2747;1363;-72;-108
56077;384;4545;-50;-2652;73;105
57092;5178;4270;-3071;-2560;3;-16
58076;2115;-2553;-1444;950;261;304
59076;-4133;-5210;1893;2767;29;-16
60076;-3740;438;2036;-239;-171;-184
61075;2711;5751;-1489;-3171;-92;-77
62075;5302;2438;-2891;-1232;18;29
63080;-91;-4523;121;2416;259;288
64078;-5203;-4248;2859;2584;-135;-199
65077;-2041;2728;1370;-1400;-170;-153
66077;4454;5827;-2318;-2911;-137;-138
67091;4408;178;-2119;141;156;197
68079;-2214;-5515;1437;3240;244;243
69077;-5214;-2553;3098;1698;-79;-123
70077;-85;4316;278;-2331;-10;14
71076;5152;4591;-2730;-2163;-8;-16
72076;2509;-2187;-1006;1454;304;349
73075;-3910;-5317;2426;3332;102;59
74076;-3998;11;2566;187;-95;-108
75080;2317;5537;-1150;-2988;-56;-47
76079;5240;2636;-2775;-1186;8;14
77091;146;-4340;177;2538;216;243
78080;-5159;-4508;3024;2813;-195;-260
79078;-2410;2270;1583;-1262;-245;-230
80079;4084;5720;-2260;-3003;-267;-276
81078;4450;423;-2276;-87;17;59
82079;-1984;-5439;1222;3103;134;136
83078;-5271;-2843;3010;1683;-185;-230
84079;-401;4072;257;-2407;-197;-184
85078;5031;4728;-2878;-2453;-276;-291
86079;2735;-1897;-1338;1103;81;136
87090;-3729;-5439;2099;3072;-2;-31
88080;-4292;-523;2327;-41;-90;-92
89078;1809;5232;-1413;-3339;-79;-77
90079;5126;2865;-3191;-1705;-50;-47
91078;483;-3943;-364;2004;248;288
92079;-4886;-4569;2535;2431;0;-47
93078;-2654;1782;1251;-1537;25;44
94079;3585;5339;-2530;-3293;-59;-77
95077;4231;530;-2583;-423;133;166
96076;-1750;-5088;886;2782;199;197
97090;-4972;-2737;2701;1393;-84;-123
98077;-430;3827;-24;-2682;-9;14
99076;4746;4469;-3138;-2682;-62;-77
100077;2547;-1927;-1544;935;255;304
101076;-3684;-5301;1964;2996;97;59
102076;-4157;-446;2270;-87;-54;-62
103075;1826;5140;-1444;-3339;-77;-77
104075;5016;2774;-3176;-1675;-64;-62
105080;440;-3882;-317;2080;233;273
106078;-4775;-4401;2626;2538;-41;-92
107090;-2499;1873;1365;-1415;-61;-47
108077;3621;5278;-2389;-3110;-165;-184
109076;4136;407;-2375;-178;40;75
110077;-1854;-5134;1141;3042;121;120
111076;-4976;-2676;2948;1607;-201;-245
112076;-358;3888;160;-2545;-172;-153
113075;4787;4469;-3018;-2575;-244;-260
114075;2540;-1927;-1431;1072;125;181
115080;-3664;-5240;2115;3164;17;-16
116078;-4084;-370;2445;95;-102;-108
117089;1862;5079;-1259;-3156;-109;-108
118077;4902;2591;-2985;-1461;-67;-62
119076;249;-4050;-90;2324;260;304
120077;-4881;-4370;2873;2782;-23;-77
121076;-2422;1980;1586;-1247;-73;-62
122076;3697;5262;-2261;-3049;-221;-245
123075;4064;255;-2343;-178;-8;29
124075;-1994;-5195;1131;3027;116;120
125080;-4979;-2584;2932;1592;-160;-199
126078;-255;3965;136;-2591;-112;-92
127090;4801;4346;-3081;-2667;-169;-184
128077;2368;-2141;-1541;935;175;227
129076;-3827;-5256;1964;2996;48;14
130077;-4034;-248;2261;-117;-72;-77
131076;1970;5110;-1483;-3385;-91;-92
132076;4870;2453;-3215;-1690;-79;-77
133075;116;-4111;-328;2065;217;258
134075;-4876;-4248;2583;2431;-56;-108
135080;-2276;2117;1220;-1614;-49;-31
136078;3752;5125;-2587;-3278;-149;-169
137089;3845;-50;-2524;-301;68;105
138077;-2252;-5286;1032;2950;165;166
139076;-4953;-2370;2846;1469;-101;-138
140076;-31;4102;21;-2667;-51;-31
141076;4816;4117;-3111;-2606;-149;-169
142076;2061;-2492;-1446;1057;216;273
143076;-4097;-5301;2064;3027;95;59
144077;-3957;-4;2257;-163;-13;-16
145076;2198;5201;-1513;-3354;-30;-31
146077;4827;2163;-3147;-1568;-31;-31
147092;-229;-4446;-206;2156;236;273
148077;-5103;-4217;2638;2416;-28;-77
149077;-2129;2392;1184;-1659;-5;14
150078;3995;5217;-2617;-3262;-116;-138
151077;3812;-294;-2492;-255;72;105
152078;-2528;-5515;1054;2905;151;151
153078;-5071;-2248;2757;1317;-103;-138
154079;176;4377;-123;-2759;-37;-16
155078;5031;4148;-3153;-2560;-147;-169
156079;1993;-2691;-1372;1149;148;197
157088;-4273;-5347;2127;3011;-9;-47
158078;-3899;224;2202;-270;-66;-62
159078;2443;5385;-1611;-3400;-74;-77
160078;4914;2056;-3157;-1522;-64;-62
161076;-396;-4645;-150;2202;206;243
162076;-5226;-4141;2651;2355;-59;-108
163080;-1952;2698;1110;-1720;-36;-16
164078;4278;5369;-2627;-3156;-174;-199
165077;3866;-401;-2339;-56;23;59
166077;-2644;-5561;1233;3011;92;90
167088;-5033;-2050;2802;1256;-151;-184
168077;402;4575;-198;-2804;-55;-31
169076;5148;4087;-3140;-2423;-148;-169
170076;1861;-2889;-1200;1332;135;181
171075;-4424;-5347;2272;3057;-24;-62
172075;-3793;499;2199;-331;-95;-92
173080;2729;5598;-1642;-3323;-105;-108
174078;5026;1965;-3013;-1278;-81;-77
175077;-541;-4798;101;2416;164;197
176077;-5313;-4065;2791;2340;-119;-169
177092;-1816;2881;1041;-1827;-70;-47
178076;4393;5293;-2691;-3094;-150;-169
179075;3681;-737;-2225;111;95;136
180075;-2970;-5775;1388;3103;102;90
181080;-5134;-1943;2829;1164;-126;-153
182078;571;4774;-288;-2820;-24;-1
183077;5262;3980;-3093;-2270;-64;-77
184077;1663;-3179;-1029;1485;228;273
185076;-4654;-5378;2372;3042;26;-16
186077;-3713;728;2128;-468;-23;-16
187086;2952;5720;-1746;-3308;-15;-16
188093;5033;1751;-2923;-1079;50;59
189078;-792;-5011;309;2584;289;319
190077;-5422;-3943;2898;2324;15;-31
191077;-1609;3156;1010;-1827;40;59
192076;4613;5339;-2618;-2865;-84;-108
193076;3634;-905;-1924;492;115;151
194075;-3096;-5729;1743;3347;63;44
195076;-4969;-1592;2992;1195;-200;-230
196080;928;5033;-266;-2743;-141;-123
197079;5394;3858;-2954;-2010;-200;-214
198077;1452;-3454;-726;1821;91;136
199090;-4851;-5347;2651;3164;-124;-169
200079;-3572;1003;2170;-530;-150;-138
201077;3179;5751;-1775;-3201;-150;-153
202077;4922;1415;-2744;-804;-33;-16
203076;-1149;-5286;583;2798;174;197
204076;-5567;-3821;3003;2202;-120;-169
205075;-1406;3400;813;-2072;-83;-62
206076;4761;5232;-2813;-2911;-206;-230
207076;3403;-1286;-1918;538;60;105
208076;-3437;-5882;1747;3225;32;14
209083;-4991;-1408;2772;813;-177;-199
210091;1115;5110;-640;-3003;-136;-123
211078;5335;3537;-3109;-1980;-201;-214
212078;1091;-3759;-659;1866;91;136
213079;-5026;-5240;2626;2981;-111;-153
214078;-3368;1278;1906;-896;-80;-62
215079;3376;5720;-2097;-3354;-72;-77
216078;4745;1018;-2810;-759;55;75
217079;-1521;-5469;625;2767;212;227
218078;-5588;-3561;2880;1897;-51;-92
219079;-1107;3629;485;-2346;20;44
220090;4840;4988;-2989;-2881;-85;-108
221078;3050;-1714;-1816;691;209;258
222078;-3752;-5882;1850;3179;119;90
223079;-4825;-1027;2629;523;-88;-108
224078;1475;5293;-897;-3094;-57;-47
225079;5340;3217;-3082;-1766;-58;-62
226077;719;-4065;-400;2126;245;288
227077;-5163;-5011;2810;2981;14;-31
228075;-3009;1736;1848;-988;54;75
229075;3717;5720;-2100;-3125;25;14
230080;4566;606;-2478;-316;173;197
231090;-1888;-5592;1051;3088;281;288
232077;-5511;-3149;3088;1897;-31;-77
233076;-642;4026;445;-2362;35;59
234077;5064;4835;-2919;-2621;-56;-77
235076;2766;-2095;-1506;1011;267;319
236076;-4016;-5805;2110;3286;153;120
237076;-4570;-538;2634;370;-59;-77
238076;1905;5446;-1028;-3079;-53;-47
239075;5279;2804;-2957;-1461;-72;-77
240075;274;-4385;-59;2447;216;258
241091;-5288;-4737;3029;2966;-29;-77
242077;-2612;2194;1747;-1156;34;59
243076;4029;5644;-2199;-3018;10;-1
244076;4302;117;-2291;-56;211;243
245076;-2285;-5637;1261;3134;315;319
246076;-5305;-2538;3012;1622;38;-1
247075;-2;4499;163;-2545;112;136
248076;5289;4560;-2969;-2407;-7;-31
249080;2351;-2553;-1220;1317;299;349
250078;-4289;-5607;2329;3286;143;105
251093;-4151;133;2516;95;5;-1
252076;2505;5720;-1245;-3064;11;14
253076;5302;2407;-2813;-1140;14;14
254076;-163;-4676;264;2676;268;304
255075;-5347;-4324;3121;2782;-38;-92
256075;-2079;2743;1490;-1430;-8;14
257075;4398;5568;-2356;-2881;-62;-77
258075;4042;-324;-2041;294;147;181
259079;-2630;-5637;1567;3271;201;197
260078;-5089;-2004;3004;1363;-31;-62
261092;519;4804;-99;-2667;39;59
262076;5352;4163;-2951;-2133;-84;-108
263076;1844;-3057;-888;1637;209;258
264076;-4596;-5439;2527;3195;25;-16
265075;-3799;652;2294;-270;-77;-77
266075;2896;5705;-1551;-3140;-117;-123
267075;5042;1797;-2782;-988;-70;-62
268075;-736;-4950;388;2660;140;166
269079;-5343;-3821;2947;2309;-123;-169
270078;-1471;3308;952;-1949;-42;-16
271091;4732;5369;-2743;-2957;-119;-138
272077;3627;-950;-2006;416;153;197
273078;-3100;-5607;1628;3134;177;166
274078;-4771;-1286;2717;828;-49;-77
275078;1207;5186;-604;-2957;-28;-16
276079;5449;3751;-3075;-1980;-108;-123
277079;1354;-3439;-688;1790;222;273
278079;-4700;-4935;2542;2905;27;-16
279078;-3093;1491;1889;-774;-50;-47
280079;3539;5797;-1928;-3156;-140;-153
281089;4816;1125;-2624;-621;-62;-47
282078;-1367;-5225;736;2843;89;105
283078;-5301;-3225;2964;2019;-186;-230
284078;-794;3858;627;-2178;-103;-77
285078;4987;4988;-2816;-2713;-167;-184
286079;3029;-1698;-1680;752;161;212
287078;-3645;-5576;1844;3057;127;105
288079;-4445;-584;2465;324;-32;-47
289078;1835;5415;-1057;-3140;-22;-16
290079;5323;3003;-3086;-1736;-69;-77
291077;521;-4111;-408;2004;175;212
292091;-5071;-4676;2615;2676;-76;-123
293077;-2640;2041;1568;-1140;-104;-92
294076;3868;5537;-2146;-2988;-224;-245
295076;4276;255;-2318;-209;-61;-31
296075;-2116;-5485;1073;2935;53;59
297075;-5222;-2614;2857;1576;-194;-230
298080;-2167;-2614;1357;1576;-187;-62
299078;3331;4240;-1940;-2468;-72;-169
300077;4503;4362;-2559;-2468;-78;197
301077;-1739;-2553;645;1057;172;-47
302090;-5242;-5454;2751;2905;-102;-108
303077;-540;178;154;-255;-73;14
304076;5091;5629;-3156;-3476;33;29
305077;2904;2423;-1988;-1720;91;243
306076;-3789;-4553;1571;1973;143;-184
307076;-4456;-4294;2270;2233;-209;-77
308075;1931;2759;-1247;-1720;-50;-62
309075;5543;5766;-3143;-3247;29;258
310080;626;-126;-555;-163;293;243
311078;-5219;-5775;2613;2920;113;-169
312091;-2892;-2385;1497;-2896;-190;-77
313075;4046;4835;-2438;-2896;-67;-108
314075;5011;4881;-2773;-2667;1;288
315075;-1526;-2385;691;1134;262;29
316080;-5404;-5653;2913;3072;-50;-108
317079;-785;-65;296;-117;-91;-16
318077;5102;5675;-2965;-3278;23;75
319077;3130;2667;-1628;-1339;151;304
320076;-3690;-4477;2077;2492;191;-169
321076;-4626;-4492;2765;2721;-222;-138
322075;1700;2530;-880;-1369;-137;-184
323090;5543;5797;-2862;-2972;-103;120
324077;890;163;-268;126;154;105
325076;-5058;-5637;3011;3332;7;-199
326077;-3040;-2569;1898;-2652;-186;-31
327076;3776;4560;-2176;-2652;-5;-31
328077;4909;4804;-2639;-2545;66;319
329076;-1491;-2340;838;1286;268;-1
330076;-5477;-5744;3134;3301;-92;-153
331075;-1028;-324;513;95;-168;-169
332075;4920;5507;-2819;-3140;-142;-77
333090;3166;2728;-1639;2416;18;212
334077;-3571;-4355;2003;2416;147;-123
335076;-4785;-4691;2661;2614;-147;-47
336077;1334;2148;-1041;-3232;-61;-153
337076;5333;5614;-3111;-3232;-98;90
338077;953;255;-556;-163;109;44
339077;-4948;-5530;2828;3164;-38;-199
340078;-3256;-2828;1773;-2713;-182;-47
341077;3335;4102;-2244;-2713;-46;-123
342078;4609;4530;-2753;1057;-38;212
343078;-1439;-2248;620;3027;175;-62
344092;-5298;-5561;2863;-209;-134;-169
345077;-1018;-340;211;-3385;-184;-199
346077;4726;5293;-3071;-3385;-180;-123
347079;2949;2514;-1828;2309;-33;151
348078;-3636;-4401;1888;2309;75;-214
349079;-4679;-4569;2556;-1675;-246;-153
350078;1365;2163;-1175;-1675;-164;-245
351079;5211;5476;-3182;-148;-165;75
352078;800;102;-548;-148;116;75
353079;-4967;-5530;2831;1485;-12;-199
354090;-3092;-2645;1746;-2728;-191;-62
355088;3454;4209;-2262;-2545;-62;-138
356080;4540;4438;-2647;1271;-30;273
357077;-1602;-2416;825;1271;249;14
358077;-5265;-5500;2997;-255;-53;-77
359075;-805;-111;183;-255;-81;-77
360076;4877;5430;-3174;-1614;-41;44
361080;2950;2499;-1896;-1614;157;380
362078;-3614;-4370;1868;2492;311;14
363077;-4500;-4370;2541;2492;-41;-1
364077;1581;2377;-1218;-3339;-43;-169
365076;5223;5461;-3229;-3339;-83;197
366185;659;-5500;1150;3072;249;212
367078;-4960;-5500;2743;1301;125;-62
368077;-2856;-2385;1573;1301;-72;14
369077;3651;4392;-2473;-2682;-6;-108
370076;4493;4362;-2794;-2682;-4;304
371076;-1737;-2553;757;3149;285;59
372075;-5242;-5454;2991;3149;-10;-47
373075;-607;102;225;-3369;-75;-123
374080;4960;5491;-3060;-3369;-118;-77
375078;2779;2301;-1719;2447;9;197
376090;-3817;-4569;2026;2584;126;-153
377090;-4483;-4324;2640;-1675;-184;-92
378079;1725;2530;-1167;-3247;-117;-230
379077;5216;5430;-3143;-3247;-155;90
380077;490;-233;-501;3088;137;105
381076;-4999;-5515;2769;3088;33;-123
382076;-2653;-2156;1479;-2942;-127;-47
383075;3830;4560;-2489;-2942;-82;-214
384076;4350;4178;-2657;1347;-130;151
385080;-1994;-2813;899;1347;123;-108
386078;-5207;-5378;3007;-270;-161;-153
387078;-323;407;168;-270;-152;-153
388093;5081;5583;-3055;-1278;-122;-47
389093;2557;2041;-1581;2584;50;243
390078;-4043;-4782;2167;2569;173;-108
391077;-4346;-4141;2642;2569;-142;-62
392077;2010;2820;-1172;-3033;-97;-230
393076;5145;5308;-2955;-3033;-163;75
394076;64;-691;-163;3317;116;75
395075;-5301;-5790;3015;3317;9;-123
396076;-2547;-2004;1571;-2850;-114;-16
397075;3991;4713;-2402;-2850;-21;-92
398076;4179;3965;-2444;1637;11;304
399080;-2376;-3210;1184;3301;282;59
400093;-5338;-5469;3177;-239;12;29
401078;-112;652;211;-3186;27;14
402077;5210;5690;-2906;-3186;42;120
403077;2325;1766;-1316;2752;205;365
404077;-4298;-5027;2350;2752;298;44
405078;-4253;-4004;2553;-1888;27;136
406078;2356;3186;-1381;-3110;105;-31
407080;5287;5415;-3049;279;20;227
408078;-143;-935;-142;279;240;151
409079;-5471;-5943;2994;1088;77;-47
410078;-2388;-1805;1405;1088;-41;44
411079;4250;4972;-2547;-2285;32;-47
412093;4117;3858;-2446;1653;33;273
413079;-2638;-3485;1202;3103;225;-31
414078;-5334;-5424;3004;3103;-75;-31
415079;141;927;-125;-3369;-28;-47
416078;5301;5751;-3112;-988;-14;75
417080;2072;1476;-1321;2767;153;288
418078;-4568;-5286;2369;2767;218;-31
419079;-4175;-3882;2406;-2026;-52;44
420078;2567;3400;-1525;-2026;3;-153
421079;5220;5308;-2943;508;-100;120
422093;-417;-1225;80;3286;123;-1
423076;-5469;-5897;3022;843;-85;-214
424080;-2000;-1378;1185;843;-205;-108
425078;4590;5293;-2662;-2102;-104;-153
426077;4059;3751;-2292;1851;-59;197
427078;-2874;-3729;1404;3042;156;-92
428077;-5284;-5332;2974;3042;-131;-77
429077;494;1308;-313;-3308;-86;-138
430077;5459;5873;-3084;-3308;-116;-31
431077;1853;1217;-1106;2843;22;105
432092;-4700;-5393;2466;2004;25;-214
433076;-3875;-3530;2170;-2362;-211;-62
434075;3007;3843;-1860;-2362;-76;-199
435076;5301;5339;-3078;508;-126;120
436080;-664;-1500;72;3149;114;-47
437079;-5494;-5882;2903;508;-123;-214
438077;-1655;-996;870;508;-208;-138
439077;4844;5522;-2867;-1980;-131;-153
440076;3841;3476;-2203;-1980;-46;227
441077;-3172;-4019;1559;2920;194;-47
442088;-5144;-5134;2885;-1049;-66;29
443077;917;1751;-561;-3323;23;-47
444076;5610;5980;-3131;-3323;-18;90
445077;1563;881;-902;3057;135;181
446076;-4923;-5592;2686;2034;91;-153
447076;-3667;-3271;2222;-2224;-164;-47
448075;3275;4102;-1740;-2224;-67;-184
449075;5089;5064;-2643;1088;-92;197
450080;-1124;-1973;646;3485;193;14
451078;-5593;-5927;3270;538;-61;-138
452092;-1357;-660;932;-3049;-129;-62
453076;4972;5614;-2681;-1522;-50;-62
454075;3524;3110;-1770;-1522;25;243
455076;-3520;-4355;1994;2996;190;-62
456080;-5008;-4935;3003;-1110;-92;-16
457079;1247;2087;-613;-3110;-30;-108
458077;5518;5827;-2952;-178;-58;105
459077;1091;377;-561;3149;169;227
460076;-5084;-5698;2811;1729;152;-62
461077;-3295;-2843;1959;-2484;-67;44
462075;3619;4423;-2012;-2484;23;-92
463092;4883;4789;-2565;1286;-9;258
464076;-1585;-2446;843;3363;232;14
465076;-5599;-5866;3187;172;-59;-108
466076;-949;-217;589;-3171;-107;-77
467075;5099;5690;-2837;-1354;-67;-62
468075;3082;2606;-1632;2523;19;212
469075;-3874;-4676;2100;2706;160;-77
470076;-4759;-4614;2756;-1461;-91;14
471075;1688;2530;-964;-3064;0;-92
472076;5411;5644;-2955;95;-41;136
473089;546;-202;-306;3256;180;181
474078;-5281;-5836;2941;1469;101;-92
475078;-2899;-2385;1740;-2636;-103;-16
476079;3913;4682;-2185;-2301;-23;-92
477079;4546;4377;-2419;1546;7;288
478079;-2037;-2889;1099;3286;274;75
479078;-5423;-5607;3152;-163;27;29
480079;-380;377;278;-3217;29;29
481078;5202;5720;-2922;-1079;51;105
482079;2550;2011;-1389;2706;177;319
483090;-4212;-4966;2300;2477;240;-31
484078;-4371;-4141;2575;-1766;-56;44
485078;2216;3049;-1268;-3003;26;-77
486078;5258;5400;-2938;263;-1;243
487078;-48;-828;-143;3072;276;212
488078;-5349;-5821;2802;889;130;-31
489076;-2347;-1775;1201;-2988;-41;29
490076;4238;4957;-2571;-2178;23;-31
491080;4141;3888;-2348;1714;61;319
492078;-2526;-3363;1271;3042;283;44
493077;-5156;-5240;2957;-636;-14;-16
494090;325;1110;-175;-3262;-34;-77
495077;5336;5766;-3023;-835;-49;44
496076;2003;1400;-1171;2721;118;243
497077;-4431;-5118;2347;1989;174;-62
498076;-3774;-3454;2142;-2239;-76;29
499076;2878;3690;-1753;-2927;-1;-138
500075;5117;5156;-2927;538;-72;166
501075;-605;-1408;118;3042;189;105
502080;-5222;-5592;2810;462;55;-16
503078;-1496;-859;815;-3110;-15;29
504092;4736;5385;-2737;-1873;19;-31
505076;3698;3339;-2087;1958;48;273
506075;-3027;-3836;1530;2843;213;-62
507076;-4806;-4782;2810;-942;-109;-62
508075;1043;1843;-477;-3049;-89;-184
509076;5334;5659;-2873;-331;-146;-1
510080;1262;591;-691;2981;64;136
511078;-4755;-5363;2641;1729;81;-92
512077;-3200;-2782;1939;-2423;-91;14
513077;3432;4209;-1955;-2606;-12;-138
514076;4772;4698;-2664;935;-52;227
515093;-1337;-2156;515;3011;235;90
516076;-5195;-5454;2832;80;25;-47
517076;-817;-126;467;-3110;-68;-77
518076;4915;5476;-2789;-1476;-83;-92
519075;2957;2499;-1729;2202;-9;197
520076;-3642;-4401;1799;2477;152;-77
521080;-4383;-4233;2513;-1476;-99;-16
522078;1842;2652;-1003;-3018;-47;-169
523077;5286;5491;-2912;-26;-132;29
524077;523;-202;-407;2935;74;90
525093;-4942;-5454;2641;1164;30;-123
526076;-2470;-1958;1429;-2698;-140;-92
527076;3951;4667;-2274;-2255;-129;-245
528076;4240;4041;-2381;1393;-162;105
529075;-2136;-2950;972;2889;106;-47
530075;-5062;-5195;2780;-407;-91;-108
531080;-12;728;10;-3064;-124;-153
532078;5081;5537;-2813;-942;-141;-92
533077;2195;1644;-1242;2523;-13;151
534077;-4151;-4843;2154;2126;94;-138
535077;-3889;-3622;2237;-1827;-165;-92
536090;2446;3232;-1367;-2728;-125;-245
537078;4883;4957;-2698;492;-190;14
538078;-476;-1240;96;3027;44;-1
539079;-5141;-5530;2787;752;-53;-153
540078;-1774;-1179;1069;-2759;-148;-77
541079;4247;4881;-2387;-1766;-78;-123
542078;3420;3094;-1950;-1766;-131;-123
543079;1035;-3744;-693;1790;186;227
544078;-4846;-4706;2467;2645;33;-1
545079;-2831;1614;1634;-911;-7;-1
546091;3463;5324;-1956;-2988;-67;-77
547078;4234;514;-2440;-514;68;90
548078;-1809;-5240;794;2828;53;44
549079;-5149;-2920;2900;1882;-198;-230
550078;-561;3827;567;-2010;-114;-92
551079;4791;4545;-2574;-2423;-115;-123
552078;2571;-2050;-1422;905;170;212
553079;-3898;-5653;1948;3103;-8;-47
554077;-4491;-660;2501;370;-187;-199
555076;1749;5324;-974;-2972;-107;-92
556075;5262;3018;-2953;-1736;30;44
557093;549;-4095;-467;1882;315;349
558076;-5152;-4981;2477;2538;20;-31
559075;-3024;1598;1431;-1278;-67;-62
560076;3563;5598;-2355;-3369;-88;-92
561080;4557;850;-2792;-804;134;166
562078;-1582;-5286;502;2492;199;197
563077;-5340;-3301;2543;1500;-151;-199
564077;-944;3553;145;-2514;-140;-123
565076;4668;4728;-3091;-2927;-133;-138
566076;2851;-1714;-1897;492;195;243
567077;-3642;-5622;1569;2767;36;-1
568093;-4594;-950;2177;50;-168;-184
569076;1445;5094;-1321;-3385;-146;-138
570076;5157;3171;-3350;-2056;-96;-92
571076;782;-3821;-716;1760;176;212
572075;-4959;-5011;2453;2676;-116;-169
573075;-3156;1354;1623;-1049;-205;-199
574079;3358;5553;-2156;-3262;-239;-245
575078;4605;1033;-2701;-698;-5;29
576077;-1398;-5179;651;2737;169;181
577078;-5332;-3485;2848;1897;-97;-138
578089;-1173;3323;544;-2163;-51;-31
579077;4533;4820;-2780;-2682;-149;-169
580076;3062;-1347;-1655;767;95;136
581077;-3325;-5515;1880;3149;8;-16
582076;-4657;-1301;2593;508;-128;-138
583076;1040;4728;-882;-3018;-100;-92
584075;4923;3232;-3045;-1858;-131;-138
585075;979;-3469;-576;1821;155;197
586079;-4635;-4843;2491;2706;-63;-108
587079;-3135;1110;1661;-988;-62;-47
588077;3037;5201;-2068;-3125;-138;-153
589090;4339;988;-2560;-575;4;29
590077;-1321;-4935;752;2798;114;120
591076;-5068;-3271;2871;1851;-159;-199
592077;-1035;3308;464;-2285;-85;-62
593076;4452;4667;-2900;-2774;-125;-138
594076;2915;-1439;-1742;676;181;227
595075;-3349;-5408;1792;3072;101;75
596075;-4514;-1149;2519;431;-77;-92
597075;1145;4713;-941;-3033;-108;-108
598075;4838;3049;-3021;-1766;-121;-123
599092;792;-3607;-460;1958;225;273
600077;-4697;-4752;2614;2782;-13;-62
601077;-2995;1278;1702;-1003;-43;-31
602077;3160;5201;-2080;-3094;-123;-138
603077;4255;774;-2490;-438;46;75
604078;-1531;-5057;910;2966;200;212
605078;-5103;-3149;3037;2004;-67;-108
606078;-882;3446;606;-2163;-21;-1
607078;4528;4606;-2777;-2636;-118;-138
608079;2808;-1576;-1593;843;220;273
609078;-3442;-5378;1955;3210;188;166
610091;-4400;-905;2620;462;28;14
611076;1393;4896;-936;-3049;-15;-16
612076;4938;2988;-3036;-1766;-43;-47
613077;694;-3698;-453;1973;301;349
614076;-4725;-4630;2631;2798;76;29
615077;-2811;1522;1713;-1003;-5;-1
616077;3379;5324;-2086;-3110;-148;-169
617079;4325;774;-2516;-484;55;90
618078;-1525;-4996;848;2874;270;288
619077;-4993;-2950;2913;1821;23;-16
620092;-668;3644;412;-2346;43;59
621076;4657;4575;-2927;-2713;-71;-92
622075;2719;-1714;-1652;782;225;273
623075;-3521;-5286;1871;3072;147;120
624079;-4221;-614;2465;294;8;-1
625078;1649;5003;-1088;-3156;10;14
626077;4943;2835;-3112;-1797;-25;-31
627078;528;-3805;-471;1958;262;304
628077;-4728;-4416;2590;2691;2;-47
629077;-2525;1858;1586;-1140;-42;-31
630077;3616;5293;-2176;-3079;-150;-169
631161;4150;407;-691;-331;15;44
632078;-1870;-5179;1012;3027;143;151
633077;-5018;-2691;3033;1866;-128;-169
634077;-346;3949;446;-2301;-82;-62
635076;4843;4484;-2852;-2575;-193;-214
636077;2517;-2019;-1495;950;116;166
637077;-3759;-5301;2014;3149;27;-1
638077;-4086;-248;2489;233;-86;-92
639076;2037;5308;-1142;-3140;-67;-62
640076;5114;2728;-3049;-1659;-61;-62
641090;342;-4019;-339;2034;246;288
642077;-4848;-4294;2598;2569;-12;-62
643076;-2289;2224;1405;-1385;-17;-1
644077;3951;5476;-2418;-3278;-92;-108
645076;4208;255;-2598;-453;117;151
