Timestamp;scop_gx;scop_gy;scop_gz
24041000;-177;-109;-124
24042000;-32;60;-39
24043000;52;85;5
24044000;47;-79;-64
24045000;67;10;-74
24046000;-22;-59;-89
24047000;-182;-49;65
24048000;-47;-34;65
24049000;92;-9;-64
24050000;97;-34;-64
24051000;-37;-94;10
24052000;-27;-119;-14
24053000;-47;-109;-109
24054000;-42;55;-104
24055000;-12;135;-59
24056000;-7;20;-4
24057000;-37;-159;30
24058000;-72;-129;-49
24059000;-122;115;-24
24060000;-32;150;20
24061000;47;60;-4
24062000;-12;-54;-74
24063000;-2;-74;15
24064000;-152;-34;95
24065000;-82;-14;-29
24066000;-72;-134;-89
24067000;22;-164;-24
24068000;-57;-44;45
24069000;7;-24;-4
24070000;147;-94;-64
24071000;2;-239;-74
24072000;-132;-139;75
24073000;-7;5;65
24074000;-47;-44;-94
24075000;-72;-49;-69
24076000;12;-69;-59
24077000;92;75;-69
24078000;12;70;-44
24079000;62;50;-19
24080000;-32;-79;10
24081000;-117;0;-19
24082000;147;165;30
24083000;187;85;-4
24084000;92;-24;-74
24085000;-47;-49;-94
24086000;-92;85;-64
24087000;7;-44;-59
24088000;142;25;-29
24089000;142;160;-59
24090000;37;-9;-39
24091000;-32;15;-54
24092000;-17;70;25
24093000;-27;-14;50
24094000;-62;-154;-29
24095000;-42;-29;10
24096000;-62;85;-44
24097000;2;50;-44
24098000;2;60;-84
24099000;12;125;-24
24100000;37;50;30
24101000;37;50;30
24102000;-107;40;25
24103000;-7;-64;-154
24104000;17;30;-69
24105000;-42;70;-44
24106000;2;15;-49
24107000;2;-14;-59
24108000;-32;70;35
24109000;2;135;30
24110000;-32;-9;-9
24111000;-107;-94;-49
24112000;2;10;55
24113000;-2;30;-59
24114000;152;35;-109
24115000;132;-24;20
24116000;107;-199;-24
24117000;2;-34;25
24118000;-57;55;20
24119000;-32;-49;-79
24120000;72;-134;-54
24121000;-117;-49;-39
24122000;-112;-24;-64
24123000;-22;0;-79
24124000;-12;60;-4
24125000;-52;80;25
24126000;-107;25;0
24127000;-87;0;-4
24128000;-32;25;-94
24129000;2;65;-54
24130000;-22;65;-4
24131000;17;25;15
24132000;-102;-89;-74
24133000;22;10;-19
24134000;127;50;-19
24135000;-72;-134;-59
24136000;-252;-49;-74
24137000;-72;0;30
24138000;32;0;110
24139000;-62;-34;10
24140000;-62;-114;-14
24141000;72;-34;-39
24142000;67;100;-19
24143000;47;100;0
24144000;-22;-89;-29
24145000;-22;-144;-19
24146000;67;-39;-14
24147000;-12;0;5
24148000;2;10;20
24149000;87;50;30
24150000;27;-89;-24
24151000;77;-74;-79
24152000;97;15;-104
24153000;-22;-109;10
24154000;-47;-69;-9
24155000;52;60;-9
24156000;107;-24;-29
24157000;-47;-9;15
24158000;-72;70;15
24159000;-32;-19;-59
24160000;87;-74;-49
24161000;87;-119;-74
24162000;12;25;35
24163000;-42;75;-14
24164000;-202;-54;-54
24165000;-57;-74;-24
24166000;-27;0;-69
24167000;-57;90;-54
24168000;57;175;-34
24169000;37;50;25
24170000;147;35;-4
24171000;-77;-14;-79
24172000;-157;-14;-19
24173000;-42;75;-14
24174000;72;55;20
24175000;32;-14;15
24176000;57;-24;-74
24177000;-7;35;-89
24178000;-32;15;25
24179000;12;20;110
24180000;-142;-79;130
24181000;-167;-19;25
24182000;-132;-34;-29
24183000;-12;60;50
24184000;27;35;25
24185000;22;25;-79
24186000;32;65;60
24187000;-72;-59;0
24188000;17;-104;-29
24189000;62;-34;25
24190000;42;-9;-29
24191000;7;85;5
24192000;7;85;5
24193000;42;-49;60
24194000;87;-9;0
24195000;112;-129;-54
24196000;-82;-164;-59
24197000;-132;-159;-59
24198000;-27;-119;-14
24199000;-7;35;-44
24200000;-32;45;-29
24201000;-57;60;-29
24202000;32;115;-114
24203000;47;-24;-14
24204000;37;10;50
24205000;-87;60;10
24206000;-62;85;-19
24207000;117;-4;-49
24208000;127;0;-44
24209000;-17;-39;-84
24210000;-117;-74;-59
24211000;-87;-109;-69
24212000;-32;-79;-94
24213000;27;0;-29
24214000;47;-14;-19
24215000;-202;-334;-44
24216000;-82;-169;-19
24217000;-2;35;20
24218000;-72;15;-19
24219000;-62;-24;-9
24220000;-12;50;40
24221000;107;55;-44
24222000;-32;30;10
24223000;-117;-89;-29
24224000;82;-134;50
24225000;82;-84;15
24226000;-2;-39;-29
24227000;32;10;-9
24228000;67;-19;20
24229000;-7;-184;-44
24230000;27;40;-74
24231000;-72;50;20
24232000;-62;25;40
24233000;-57;0;25
24234000;-22;20;100
24235000;-7;50;95
24236000;-42;-24;-9
24237000;-77;-99;-49
24238000;-52;-14;-9
24239000;12;-34;5
24240000;-117;-59;5
24241000;-97;-39;5
24242000;107;-29;20
24243000;-22;10;85
24244000;22;-24;-4
24245000;-82;-109;-109
24246000;-82;-39;20
24247000;-37;35;115
24248000;-142;-34;-49
24249000;-12;-4;-69
24250000;87;5;20
24251000;92;-64;40
24252000;12;20;-19
24253000;-52;110;-4
24254000;-132;30;-39
24255000;47;-59;-49
24256000;72;70;-49
24257000;17;110;-4
24258000;-17;35;35
24259000;-72;-64;-4
24260000;-62;-94;5
24261000;2;70;30
24262000;-12;55;-74
24263000;-2;-14;-49
24264000;-22;50;40
24265000;-32;0;10
24266000;-72;35;-14
24267000;-142;-64;-94
24268000;-12;-94;25
24269000;-27;-79;-124
24270000;-92;-94;-64
24271000;-17;50;55
24272000;32;45;-49
24273000;-62;-29;-69
24274000;-17;-4;-44
24275000;-22;25;-14
24276000;-32;-144;35
24277000;-32;-64;10
24278000;-72;-84;-39
24279000;-112;-24;-19
24280000;87;-129;5
24281000;-62;-24;5
24282000;-62;-24;5
24283000;67;50;-99
24284000;-12;-99;-54
24285000;-107;-4;-94
24286000;-107;-24;-54
24287000;-7;-144;-94
24288000;-132;-14;-14
24289000;-132;45;-4
24290000;-107;-24;-29
24291000;-52;-54;-19
24292000;-172;-69;15
24293000;42;90;75
24294000;-12;95;-49
24295000;-122;-39;-29
24296000;12;35;0
24297000;27;-54;15
24298000;47;-74;30
24299000;12;-84;-44
24300000;12;-89;10
24301000;62;0;50
24302000;-57;-24;5
24303000;-107;-89;-19
24304000;-177;70;15
24305000;72;130;-44
24306000;167;25;-4
24307000;107;-44;45
24308000;-57;100;-9
24309000;37;-44;-49
24310000;-32;-84;-39
24311000;-57;85;-44
24312000;-57;-39;55
24313000;-127;-169;35
24314000;97;105;-34
24315000;97;145;-49
24316000;-77;-44;65
24317000;-12;10;-4
24318000;57;-24;-9
24319000;62;-119;-54
24320000;27;25;-84
24321000;-67;-39;10
24322000;-92;-194;50
24323000;-97;-109;50
24324000;-67;-19;5
24325000;-12;-29;-54
24326000;32;25;-44
24327000;-82;85;-39
24328000;32;-39;-69
24329000;142;55;-9
24330000;97;165;45
24331000;82;165;0
24332000;-47;25;-109
24333000;-117;-4;-29
24334000;-222;30;45
24335000;-32;170;25
24336000;72;50;100
24337000;67;0;70
24338000;157;155;-44
24339000;132;105;-69
24340000;-37;-109;50
24341000;-167;-89;30
24342000;-97;-49;-139
24343000;-32;-74;-19
24344000;7;-169;-14
24345000;92;-94;-54
24346000;-17;95;-154
24347000;7;215;-144
24348000;57;120;-29
24349000;37;-154;-29
24350000;37;-69;-84
24351000;212;50;-89
24352000;87;55;0
24353000;22;20;-19
24354000;-2;-49;-59
24355000;-57;35;-99
24356000;-57;155;-24
24357000;22;0;40
24358000;-82;30;0
24359000;52;110;-24
24360000;132;-154;35
24361000;112;-49;-74
24362000;42;-29;-44
24363000;37;-24;-14
24364000;22;-109;-79
24365000;47;10;-29
24366000;-32;210;-4
24367000;-72;85;-89
24368000;12;-9;-94
24369000;12;60;30
24370000;-132;-24;25
24371000;57;-79;-49
24372000;62;-14;30
24373000;32;-69;95
24374000;-117;-59;65
24375000;-142;-84;65
24376000;22;-149;-34
24377000;122;30;-84
24378000;47;195;-49
24379000;82;30;0
24380000;57;-34;100
24381000;7;-24;40
24382000;12;-144;-84
24383000;-22;0;-114
24384000;-137;145;20
24385000;-22;115;-119
24386000;47;30;-149
24387000;-7;5;-69
24388000;-62;95;65
24389000;-12;210;70
24390000;-12;10;-24
24391000;-72;-184;-124
24392000;87;-29;-69
24393000;52;70;-69
24394000;-22;20;-24
24395000;-22;-84;45
24396000;32;85;15
24397000;-47;-109;-14
24398000;-32;-99;-59
24399000;62;25;-39
24400000;-127;-9;55
24401000;-82;-24;95
24402000;-37;-14;45
24403000;-72;-89;5
24404000;-42;-74;-59
24405000;-32;-49;-29
24406000;182;135;-49
24407000;87;145;-69
24408000;-12;130;60
24409000;-17;-14;-4
24410000;-37;-49;-64
24411000;-47;95;25
24412000;107;50;-24
24413000;62;35;50
24414000;17;-24;45
24415000;-77;-9;-54
24416000;-22;45;-129
24417000;-52;25;-89
24418000;-62;25;-64
24419000;-117;-119;-69
24420000;-57;-184;-44
24421000;2;10;40
24422000;-57;-94;95
24423000;-47;-94;35
24424000;-32;-44;35
24425000;-37;-19;55
24426000;-22;-99;100
24427000;27;-74;30
24428000;-67;180;10
24429000;-47;170;10
24430000;-12;155;0
24431000;-182;10;10
24432000;-97;-134;-44
24433000;27;-34;-29
24434000;77;125;-49
24435000;2;55;-24
24436000;-82;-184;-19
24437000;-87;-139;25
24438000;-102;180;-24
24439000;-67;50;-64
24440000;-47;15;-49
24441000;-107;5;-24
24442000;12;75;30
24443000;-27;35;-24
24444000;-102;-4;-64
24445000;-97;-24;-14
24446000;-107;-14;25
24447000;-132;-49;30
24448000;-2;-139;-109
24449000;-137;-94;-19
24450000;-12;-139;-59
24451000;-12;-34;-84
24452000;72;50;-49
24453000;37;-19;-24
24454000;-42;0;-19
24455000;-27;5;-9
24456000;-17;0;40
24457000;-7;-74;20
24458000;32;-34;0
24459000;-22;105;-129
24460000;-17;35;-89
24461000;12;-179;-44
24462000;-82;-49;-49
24463000;-82;-44;-74
24464000;-7;-29;-39
24465000;97;60;-89
24466000;12;-74;-79
24467000;37;70;-94
24468000;-27;90;-64
24469000;-52;65;-14
24470000;-22;-34;5
24471000;-107;-49;15
24472000;7;5;10
24473000;72;-39;-24
24474000;107;-54;-79
24475000;17;-89;-24
24476000;-32;-134;-9
24477000;-72;-149;0
24478000;57;60;-69
24479000;-12;20;-24
24480000;-17;30;-44
24481000;37;-9;35
24482000;-97;-84;15
24483000;-17;-89;-29
24484000;-7;-129;-29
24485000;-137;-229;-9
24486000;-82;-184;-44
24487000;-22;15;-79
24488000;-72;55;-114
24489000;-32;-129;-44
24490000;-72;-49;20
24491000;-97;-39;-19
24492000;-167;-24;-44
24493000;-162;-44;0
24494000;87;-29;-24
24495000;97;25;-74
24496000;-202;10;120
24497000;-192;125;55
24498000;77;-24;-19
24499000;2;-84;85
24500000;-97;20;75
24501000;-132;-4;10
24502000;-132;-144;-139
24503000;-27;-49;-54
24504000;-17;25;80
24505000;72;90;25
24506000;107;0;-99
24507000;47;130;10
24508000;-82;240;35
24509000;-72;120;-24
24510000;-22;-169;-79
24511000;-67;-169;-99
24512000;-127;-179;-59
24513000;-157;60;-29
24514000;92;55;-74
24515000;107;-24;15
24516000;62;25;45
24517000;22;35;45
24518000;-152;-69;-4
24519000;-47;-19;-109
24520000;17;-14;-9
24521000;-32;-29;30
24522000;-47;95;45
24523000;-37;25;-39
24524000;-52;30;-114
24525000;27;30;-39
24526000;-22;-24;-54
24527000;-47;10;-39
24528000;62;20;60
24529000;92;5;30
24530000;17;-134;-144
24531000;-117;-74;-79
24532000;-177;95;-4
24533000;-57;125;40
24534000;22;40;40
24535000;12;-44;-29
24536000;12;-89;-29
24537000;47;-99;60
24538000;-82;-219;40
24539000;7;-94;-59
24540000;42;-44;-4
24541000;62;60;5
24542000;62;80;-34
24543000;-97;-94;-164
24544000;-32;-94;-54
24545000;-12;-34;65
24546000;-22;0;20
24547000;122;230;-49
24548000;112;130;-54
24549000;-67;-94;-74
24550000;-102;-84;-44
24551000;27;-14;-29
24552000;37;140;75
24553000;87;140;20
24554000;-47;-14;-64
24555000;-167;0;-44
24556000;-57;5;80
24557000;-22;-44;40
24558000;-62;-59;-159
24559000;-72;-34;-94
24560000;-27;-14;-9
24561000;-32;-194;-69
24562000;-152;-84;-84
24563000;-92;125;-64
24564000;-2;0;-74
24565000;-57;-49;10
24566000;122;25;55
24567000;82;10;-39
24568000;122;-144;-134
24569000;-82;-24;70
24570000;-112;90;10
24571000;-22;60;30
24572000;47;-4;35
24573000;-17;-69;-9
24574000;-87;25;-64
24575000;-47;70;-74
24576000;-17;-89;-79
24577000;-32;-94;-29
24578000;27;-24;-54
24579000;7;-34;-29
24580000;37;-109;-24
24581000;-2;-39;-89
24582000;-7;0;-4
24583000;47;0;20
24584000;97;-49;20
24585000;-32;-19;-59
24586000;-167;-74;-24
24587000;-117;60;50
24588000;-57;-59;-14
24589000;-27;-134;-9
24590000;27;-14;0
24591000;82;-34;-64
24592000;62;-24;-74
24593000;-142;-29;0
24594000;-142;25;45
24595000;-42;-24;-4
24596000;-47;-24;-64
24597000;-7;130;-109
24598000;97;120;-114
24599000;-62;70;45
24600000;-127;75;70
24601000;-47;-49;-4
24602000;-12;25;40
24603000;32;-14;-64
24604000;-82;-74;-9
24605000;52;0;5
24606000;97;155;60
24607000;32;230;55
24608000;-52;70;5
24609000;-122;-194;55
24610000;-12;-59;0
24611000;72;-34;5
24612000;87;-119;-34
24613000;12;30;-19
24614000;-32;15;-44
24615000;-107;-59;-59
24616000;-132;-49;-114
24617000;-112;5;-109
24618000;-22;-39;30
24619000;57;-14;5
24620000;-22;70;-29
24621000;52;-19;-59
24622000;72;-94;-49
24623000;-122;-69;105
24624000;-122;15;-24
24625000;-97;120;-14
24626000;2;0;20
24627000;-72;-179;-69
24628000;-57;-14;-9
24629000;-72;30;35
24630000;-107;-14;-29
24631000;-12;10;-29
24632000;-2;-59;-19
24633000;-2;-59;-19
24634000;-47;-84;55
24635000;37;80;5
24636000;-42;130;-29
24637000;37;130;-109
24638000;7;-34;40
24639000;-57;-84;70
24640000;-67;-49;-14
24641000;-47;-84;-49
24642000;62;-9;-59
24643000;-27;90;75
24644000;-72;110;10
24645000;-42;-44;-74
24646000;42;-64;-74
24647000;-97;-9;-74
24648000;-82;10;-79
24649000;-87;35;-94
24650000;-92;25;-79
24651000;-37;-14;-69
24652000;-57;-144;-89
24653000;-32;-34;-59
24654000;62;95;105
24655000;72;35;30
24656000;12;-4;-54
24657000;-52;-4;45
24658000;-22;15;-59
24659000;67;-49;15
24660000;22;-59;100
24661000;157;30;45
24662000;87;-94;45
24663000;-97;-59;10
24664000;-47;95;65
24665000;-117;-34;-69
24666000;-72;-139;-179
24667000;-47;20;50
24668000;-82;-19;50
24669000;47;-104;-44
24670000;67;-104;35
24671000;37;-64;0
24672000;-97;-154;-69
24673000;-142;-89;35
24674000;-92;-44;50
24675000;62;-59;35
24676000;-12;-89;-4
24677000;-57;10;-109
24678000;37;10;-29
24679000;-22;-29;10
24680000;-72;35;-19
24681000;-57;-34;-99
24682000;27;50;5
24683000;72;135;35
24684000;-47;25;40
24685000;37;-94;60
24686000;-22;25;20
24687000;-87;195;-69
24688000;-102;-119;-99
24689000;-22;-99;-24
24690000;97;70;-54
24691000;12;130;-179
24692000;-52;-24;-99
24693000;92;-59;55
24694000;132;45;45
24695000;-52;35;35
24696000;-97;15;-19
24697000;17;135;-34
24698000;27;85;-59
24699000;2;10;-24
24700000;-27;85;-14
24701000;-97;40;-14
24702000;-187;-134;-44
24703000;-157;-154;-74
24704000;-12;-14;-49
24705000;47;-24;10
24706000;-152;-54;35
24707000;-117;-9;5
24708000;-12;-14;-54
24709000;27;-79;0
24710000;-97;-64;0
24711000;-177;50;-14
24712000;62;10;-44
24713000;27;-179;-159
24714000;-37;70;-9
24715000;-37;135;25
24716000;77;25;-64
24717000;82;-69;-59
24718000;-57;-24;-54
24719000;-167;50;-4
24720000;-42;35;-24
24721000;-27;75;0
24722000;122;185;-44
24723000;-22;-29;5
24724000;-102;-89;30
24725000;-102;-69;20
24726000;122;-19;-64
24727000;27;-74;-99
24728000;47;25;-9
24729000;12;25;-9
24730000;67;0;-44
24731000;72;-129;-74
24732000;27;-74;-24
24733000;-2;25;50
24734000;87;0;25
24735000;37;75;35
24736000;-12;55;30
24737000;127;-14;20
24738000;92;-14;10
24739000;37;50;-69
24740000;2;70;-49
24741000;37;-84;25
24742000;47;-109;-14
24743000;12;-129;-9
24744000;107;5;40
24745000;-37;35;0
24746000;2;-4;90
24747000;7;20;-44
24748000;-17;0;-94
24749000;-2;-49;-14
24750000;2;-24;10
24751000;-67;-4;15
24752000;-77;0;-14
24753000;-47;-49;-99
24754000;37;20;-29
24755000;-27;-99;0
24756000;-57;-264;45
24757000;22;-99;20
24758000;-12;110;-14
24759000;72;-49;40
24760000;77;20;30
24761000;-82;-24;-54
24762000;12;-69;-59
24763000;-12;45;-69
24764000;2;-14;-54
24765000;-2;-19;-24
24766000;17;45;-39
24767000;-12;55;-4
24768000;-67;-39;-4
24769000;12;-34;10
24770000;-22;0;-44
24771000;-132;20;-14
24772000;-107;25;55
24773000;-112;5;-29
24774000;-107;35;-49
24775000;-77;-34;80
24776000;-22;-94;10
24777000;42;20;10
24778000;-22;0;-29
24779000;-72;-149;-89
24780000;-57;-99;-79
24781000;2;-39;-29
24782000;-142;-59;-54
24783000;-132;-79;-9
24784000;57;-14;75
24785000;-7;-29;-54
24786000;-27;-24;0
24787000;-32;-34;-4
24788000;72;60;-49
24789000;102;15;-59
24790000;-32;45;-74
24791000;-132;165;-39
24792000;2;95;-29
24793000;47;65;10
24794000;77;40;35
24795000;37;-159;-94
24796000;37;-89;-129
24797000;62;50;25
24798000;72;85;45
24799000;27;90;-84
24800000;-12;-29;-84
24801000;-57;-14;10
24802000;-47;25;-4
24803000;-22;-134;-14
24804000;-57;-19;35
24805000;-27;140;65
24806000;-62;25;75
24807000;87;-109;-69
24808000;137;60;-94
24809000;-32;-69;10
24810000;-77;-129;30
24811000;-37;60;30
24812000;122;20;30
24813000;-57;-89;20
24814000;-127;-94;5
24815000;17;70;0
24816000;32;-24;20
24817000;32;-69;-19
24818000;2;50;60
24819000;-167;-19;-19
24820000;-107;-44;-59
24821000;37;-39;-39
24822000;-72;15;-19
24823000;-142;25;5
24824000;-17;30;-19
24825000;42;-9;-69
24826000;-32;-49;-44
24827000;-82;-104;-39
24828000;12;-14;45
24829000;-52;-4;60
24830000;-47;-49;-24
24831000;-22;0;-24
24832000;87;-34;0
24833000;-7;-134;-109
24834000;-17;-94;-69
24835000;27;-94;30
24836000;-27;-49;-44
24837000;-47;5;10
24838000;-12;-49;15
24839000;42;-59;-44
24840000;47;10;-59
24841000;-82;-134;-84
24842000;-182;10;-94
24843000;-17;35;-19
24844000;137;30;-54
24845000;62;105;-4
24846000;2;70;-9
24847000;-2;-4;-124
24848000;-82;-34;-74
24849000;-82;-119;125
24850000;12;0;0
24851000;-12;20;15
24852000;-82;-119;60
24853000;-162;-29;-4
24854000;2;135;-59
24855000;107;-24;-84
24856000;-42;-164;-79
24857000;-17;-24;45
24858000;-22;35;25
24859000;-22;-94;30
24860000;-2;-104;45
24861000;82;45;-34
24862000;-32;25;-24
24863000;-22;-14;-29
24864000;-17;-39;-29
24865000;-112;95;-9
24866000;47;70;45
24867000;47;-14;-19
24868000;-132;-64;-124
24869000;-147;-9;-19
24870000;-27;-34;55
24871000;-132;-154;-59
24872000;-47;80;15
24873000;132;130;40
24874000;57;55;-4
24875000;-117;-59;-59
24876000;-22;35;20
24877000;-112;-129;10
24878000;-62;-14;20
24879000;147;110;-29
24880000;42;35;15
24881000;-17;65;35
24882000;17;60;-44
24883000;-22;-84;85
24884000;-157;-69;-9
24885000;-282;50;-14
24886000;-142;-79;20
24887000;-37;-109;50
24888000;2;-14;70
24889000;-62;-44;30
24890000;-32;5;20
24891000;97;225;25
24892000;-57;55;-59
24893000;-22;60;20
24894000;-62;40;45
24895000;-207;-159;-14
24896000;-2;0;-24
24897000;77;70;35
24898000;-57;-74;10
24899000;-47;-109;-44
24900000;12;-224;-29
24901000;47;-19;145
24902000;-7;-34;-84
24903000;-32;-114;-79
24904000;17;-144;-4
24905000;-22;-24;-54
24906000;97;15;-29
24907000;87;-84;45
24908000;-17;45;10
24909000;-102;110;5
24910000;-52;-74;-44
24911000;-7;-74;-94
24912000;57;70;-24
24913000;147;-44;30
24914000;47;-79;-19
24915000;-17;45;-99
24916000;2;75;-84
24917000;-7;95;20
24918000;-52;-24;0
24919000;-12;-34;60
24920000;87;65;-54
24921000;7;-44;-99
24922000;2;-119;10
24923000;-52;15;100
24924000;-197;-129;-49
24925000;-67;-14;15
24926000;27;70;-9
24927000;2;-29;-39
24928000;-57;10;-74
24929000;-42;10;-104
24930000;-37;-39;35
24931000;-22;-59;-24
24932000;147;-14;-49
24933000;107;60;-44
24934000;-27;50;-134
24935000;-42;-29;-89
24936000;127;25;105
24937000;97;80;170
24938000;-57;-14;20
24939000;2;-54;-54
24940000;97;55;-4
24941000;122;55;40
24942000;-82;-189;-54
24943000;-127;-64;-109
24944000;-32;95;-119
24945000;27;10;-94
24946000;92;55;25
24947000;87;0;-4
24948000;-62;-94;-44
24949000;67;-14;45
24950000;17;-89;15
24951000;-97;-49;-69
24952000;-2;-54;-89
24953000;-112;125;-19
24954000;-32;95;-64
24955000;-117;-119;-69
24956000;-62;-49;15
24957000;12;10;15
24958000;-67;-89;10
24959000;-72;-34;-99
24960000;87;-124;-69
24961000;-12;-14;25
24962000;-117;55;20
24963000;-32;-49;-44
24964000;-52;0;-54
24965000;22;-84;-139
24966000;-7;-134;-124
24967000;-47;-49;-69
24968000;122;-9;15
24969000;182;-34;-9
24970000;47;-24;-4
24971000;-52;-34;-19
24972000;2;-44;5
24973000;32;-94;-44
24974000;-52;-59;-104
24975000;-187;-4;-19
24976000;-57;-84;0
24977000;62;-29;-89
24978000;17;-19;-84
24979000;-52;-74;-24
24980000;-27;-24;-79
24981000;17;60;-24
24982000;-137;-89;45
24983000;-47;-84;-119
24984000;-12;-139;-144
24985000;-12;-104;-14
24986000;-87;95;25
24987000;-82;30;30
24988000;-107;-134;60
24989000;37;-44;40
24990000;2;115;15
24991000;57;20;50
24992000;-82;-129;-14
24993000;-72;-49;-29
24994000;-12;10;40
24995000;-67;25;35
24996000;-122;-49;20
24997000;-77;-49;-39
24998000;-57;10;-124
24999000;-32;-19;50
25000000;127;-9;120
25001000;52;-14;-14
25002000;-2;30;-59
25003000;-12;10;-14
25004000;-77;25;-99
25005000;-72;155;-14
25006000;-37;10;-44
25007000;-7;-29;5
25008000;12;5;0
25009000;62;65;-59
25010000;52;-4;-14
25011000;12;-14;5
25012000;52;15;10
25013000;177;40;50
25014000;17;25;-4
25015000;-72;-99;50
25016000;-97;-184;0
25017000;37;50;80
25018000;-77;85;55
25019000;-92;20;-69
25020000;12;-74;-104
25021000;-72;-74;-44
25022000;-182;50;10
25023000;12;-34;-79
25024000;32;-59;-29
25025000;-127;-94;30
25026000;-62;-34;-29
25027000;72;-79;70
25028000;2;-49;50
25029000;12;5;-69
25030000;27;-19;0
25031000;-32;80;30
25032000;-52;-59;10
25033000;-102;30;10
25034000;-132;20;0
25035000;-202;-99;-89
25036000;-172;-14;-84
25037000;-92;25;-64
25038000;62;-9;-49
25039000;12;85;40
25040000;-7;125;5
25041000;-107;-69;-24
25042000;72;5;-59
25043000;-32;35;-44
25044000;-57;20;-84
25045000;77;60;-49
25046000;67;-14;-124
25047000;-22;-9;-149
25048000;-22;-24;-24
25049000;37;10;110
25050000;67;60;-54
25051000;2;-89;-69
25052000;-37;-134;-54
25053000;-22;-74;-59
25054000;-97;-34;-19
25055000;62;10;50
25056000;-12;-24;65
25057000;12;-14;-9
25058000;82;-4;-54
25059000;-22;70;-79
25060000;-72;65;-114
25061000;-92;0;-74
25062000;-2;45;20
25063000;62;65;20
25064000;-62;55;-14
25065000;-142;55;10
25066000;-92;-24;-64
25067000;-52;85;-59
25068000;-52;85;-29
25069000;-47;50;5
25070000;22;-84;-19
25071000;2;30;-79
25072000;-2;-49;40
25073000;-7;-134;-69
25074000;82;50;-34
25075000;-72;-74;30
25076000;12;-209;-109
25077000;97;-134;-154
25078000;67;-69;-119
25079000;-32;130;-9
25080000;37;-44;-9
25081000;32;-94;-74
25082000;42;5;30
25083000;-2;-94;35
25084000;-7;-49;-59
25085000;27;20;-74
25086000;22;5;-49
25087000;-112;-144;-9
25088000;-187;-159;25
25089000;47;-69;-39
25090000;47;-29;35
25091000;-62;-9;-4
25092000;-197;25;-44
25093000;-122;-4;-4
25094000;67;-54;-99
25095000;-107;-4;-59
25096000;-167;-144;-14
25097000;-97;35;-24
25098000;2;120;-79
25099000;-57;45;-59
25100000;-12;90;65
25101000;-82;-44;105
25102000;-142;-134;-4
25103000;-67;-69;-109
25104000;97;-4;-124
25105000;-32;-79;20
25106000;-77;5;50
25107000;12;-84;-44
25108000;47;-39;-19
25109000;162;35;70
25110000;57;-34;-59
25111000;-12;50;-94
25112000;7;55;-9
25113000;-2;-74;-24
25114000;-32;-69;35
25115000;27;15;65
25116000;-47;0;-14
25117000;-2;0;5
25118000;-57;-54;40
25119000;-107;-54;-64
25120000;-107;15;-89
25121000;12;5;-84
25122000;62;-59;-29
25123000;-57;-69;5
25124000;-22;-4;25
25125000;72;45;-14
25126000;97;145;20
25127000;-87;60;70
25128000;-182;-44;-99
25129000;-77;-34;-89
25130000;-27;-24;50
25131000;62;-24;40
25132000;22;25;-19
25133000;-47;-4;-64
25134000;-32;-74;-59
25135000;252;60;-4
25136000;162;60;-29
25137000;-22;-154;-114
25138000;17;-14;-24
25139000;37;85;50
25140000;-22;-34;-79
25141000;17;25;-104
25142000;-32;-29;-119
25143000;-57;-114;30
25144000;27;85;65
25145000;-37;-74;-14
25146000;47;-114;-89
25147000;117;30;30
25148000;-17;35;10
25149000;-162;5;-64
25150000;-117;-29;-59
25151000;27;50;65
25152000;-97;-24;35
25153000;-152;-259;-79
25154000;37;-104;-139
25155000;17;120;-94
25156000;-62;-24;-4
25157000;-22;-74;-74
25158000;2;-54;-79
25159000;47;-84;-59
25160000;-52;-94;10
25161000;-12;70;-9
25162000;177;190;0
25163000;-12;80;65
25164000;-72;-54;-19
25165000;-62;5;-29
25166000;-32;-109;-59
25167000;12;-84;-84
25168000;-102;-54;75
25169000;-62;-109;-54
25170000;-57;-74;-74
25171000;-2;-19;10
25172000;-57;55;15
25173000;-122;-34;-54
25174000;-47;-144;-64
25175000;-32;-94;-29
25176000;-22;85;15
25177000;47;105;-14
25178000;172;-34;-64
25179000;87;-34;-29
25180000;42;75;-14
25181000;-2;135;-64
25182000;-72;60;-94
25183000;-117;-14;-54
25184000;12;85;95
25185000;-52;80;20
25186000;17;-59;-69
25187000;-72;-14;-49
25188000;-97;20;35
25189000;-2;60;15
25190000;-7;20;30
25191000;-147;5;25
25192000;-152;-34;-64
25193000;-17;110;-64
25194000;132;100;30
25195000;132;5;-14
25196000;-107;-19;-49
25197000;-97;-9;40
25198000;-47;10;65
25199000;-7;95;65
25200000;-102;-94;50
25201000;-97;-54;-99
25202000;-67;-24;-49
25203000;-12;30;-4
25204000;147;110;5
25205000;-62;-84;-64
25206000;-12;-109;5
25207000;-47;0;65
25208000;-72;-4;85
25209000;42;35;45
25210000;42;10;-29
25211000;-17;-119;30
25212000;-67;-104;-14
25213000;-22;30;-59
25214000;-7;50;-39
25215000;-62;-34;-14
25216000;32;45;35
25217000;137;65;-84
25218000;-32;-9;-84
25219000;7;-14;-9
25220000;-52;-59;5
25221000;-47;50;-24
25222000;22;10;-14
25223000;72;50;35
25224000;-32;175;-9
25225000;-12;85;5
25226000;17;-19;-44
25227000;-17;-14;-69
