Timestamp;scop_gx;scop_gy;scop_gz
9159000;-97;-14;10
9160000;37;-64;60
9161000;-132;-69;35
9162000;-107;-144;65
9163000;192;-59;55
9164000;137;-74;25
9165000;72;-119;10
9166000;52;-134;60
9167000;-97;-84;-49
9168000;-122;10;-64
9169000;2;15;-69
9170000;42;50;65
9171000;12;25;60
9172000;2;10;-144
9173000;47;75;-179
9174000;-32;-104;-59
9175000;-27;-24;-29
9176000;42;130;5
9177000;72;145;95
9178000;-77;0;110
9179000;12;-44;-79
9180000;122;25;-34
9181000;122;55;-24
9182000;-7;-74;80
9183000;17;-124;10
9184000;87;10;0
9185000;47;45;30
9186000;12;-69;-9
9187000;-107;-144;-19
9188000;-107;-169;-59
9189000;-92;-144;-109
9190000;47;85;-49
9191000;-12;20;-114
9192000;2;-14;-84
9193000;62;110;-14
9194000;-42;85;-44
9195000;27;60;45
9196000;72;35;30
9197000;-32;-29;40
9198000;-22;-19;10
9199000;-72;-84;-99
9200000;-62;-84;-89
9201000;-47;-99;25
9202000;12;-54;-4
9203000;12;-24;110
9204000;-17;-19;165
9205000;-57;-14;75
9206000;27;-94;35
9207000;37;-54;25
9208000;17;15;50
9209000;-32;-84;-89
9210000;-32;-159;-54
9211000;62;70;-29
9212000;-22;75;110
9213000;-27;95;25
9214000;-22;80;-84
9215000;82;-54;-69
9216000;82;-69;-9
9217000;2;-59;-19
9218000;2;-24;-4
9219000;82;-104;-14
9220000;2;-124;-54
9221000;87;70;-114
9222000;77;95;-119
9223000;72;0;40
9224000;32;-34;-4
9225000;-47;-129;-84
9226000;12;-14;35
9227000;-47;-64;-79
9228000;-47;-139;-44
9229000;-37;-84;-9
9230000;27;-24;-64
9231000;12;-54;-69
9232000;57;35;0
9233000;102;85;60
9234000;82;45;40
9235000;-37;-119;-49
9236000;-22;0;-89
9237000;-82;-69;-79
9238000;27;55;10
9239000;57;140;-9
9240000;-72;155;-89
9241000;-167;10;-19
9242000;-87;-159;-69
9243000;12;15;-129
9244000;-7;95;-9
9245000;-2;-39;90
9246000;-42;-129;-109
9247000;-57;-59;-94
9248000;-57;20;120
9249000;-57;0;75
9250000;-117;-34;-39
9251000;-117;-194;-69
9252000;37;15;-39
9253000;-42;0;-79
9254000;-117;-19;-79
9255000;-57;45;-24
9256000;27;65;25
9257000;-82;-74;75
9258000;-17;0;-49
9259000;2;15;-119
9260000;-217;50;25
9261000;-92;-99;30
9262000;77;-49;-14
9263000;102;65;10
9264000;32;-144;-44
9265000;-22;-169;-74
9266000;-12;-114;30
9267000;-92;-59;-69
9268000;52;60;-24
9269000;2;90;-24
9270000;-47;-49;25
9271000;87;-44;0
9272000;87;-44;0
9273000;-17;-24;-14
9274000;12;45;-39
9275000;-32;-49;-99
9276000;-92;-64;-44
9277000;-77;35;60
9278000;-47;10;-24
9279000;-67;-144;25
9280000;-32;-139;80
9281000;-57;-144;-54
9282000;-102;-259;-159
9283000;-127;-144;-79
9284000;-12;-4;-14
9285000;57;0;35
9286000;37;-29;30
9287000;-2;-59;-39
9288000;-92;-129;-39
9289000;-2;-174;-139
9290000;27;0;-69
9291000;-72;10;0
9292000;-127;40;-44
9293000;32;-84;-49
9294000;-27;-184;50
9295000;2;10;75
9296000;32;80;20
9297000;-62;25;10
9298000;-132;-4;-29
9299000;-97;25;0
9300000;-2;100;10
9301000;-112;55;60
9302000;-137;-54;-54
9303000;-27;-169;-114
9304000;47;-59;-39
9305000;-37;-94;-39
9306000;-22;-94;-89
9307000;147;-24;45
9308000;62;-49;-9
9309000;-57;-14;-49
9310000;32;-24;-9
9311000;87;-14;70
9312000;-12;-29;-69
9313000;12;-59;-114
9314000;2;-84;30
9315000;-32;0;105
9316000;-147;-84;-44
9317000;-37;-19;-74
9318000;-2;70;-54
9319000;77;0;-104
9320000;2;-109;-119
9321000;2;-114;-69
9322000;77;-74;-84
9323000;7;-49;-59
9324000;47;-19;20
9325000;-97;-94;-4
9326000;-17;-14;-9
9327000;72;-94;70
9328000;-47;10;-74
9329000;-37;25;-124
9330000;-92;-194;-104
9331000;-97;-29;45
9332000;72;70;20
9333000;132;-119;-64
9334000;72;-49;-64
9335000;-67;-4;-99
9336000;-57;5;-59
9337000;-12;-19;-29
9338000;32;-174;-49
9339000;-72;-114;-59
9340000;-92;125;-69
9341000;112;160;-24
9342000;-22;25;-29
9343000;-87;-74;-74
9344000;-12;-39;-74
9345000;-7;-24;85
9346000;-67;-74;75
9347000;-157;-94;-54
9348000;-57;100;5
9349000;-32;20;-4
9350000;-7;-99;-44
9351000;12;-49;10
9352000;17;45;10
9353000;-17;-14;25
9354000;-87;-69;40
9355000;-132;10;75
9356000;-2;50;-24
9357000;87;-29;-79
9358000;42;-44;-49
9359000;-157;-19;-29
9360000;-157;35;0
9361000;-12;25;-49
9362000;-132;-94;-64
9363000;-207;-109;-34
9364000;-117;-34;0
9365000;-57;-119;-89
9366000;-127;-109;-119
9367000;-107;-54;-64
9368000;72;-99;-9
9369000;22;-24;100
9370000;-132;-44;60
9371000;-132;-49;-24
9372000;27;65;-29
9373000;22;10;-94
9374000;27;-54;-9
9375000;77;-49;-54
9376000;107;-19;-139
9377000;12;-24;-99
9378000;-82;-19;0
9379000;-62;70;0
9380000;17;0;-149
9381000;-2;-14;-29
9382000;-17;-14;-104
9383000;-7;-14;-114
9384000;-27;-194;30
9385000;2;-54;-59
9386000;-197;-59;25
9387000;-142;35;15
9388000;-22;65;-114
9389000;12;35;45
9390000;37;-64;-9
9391000;22;-74;-44
9392000;82;-39;5
9393000;12;-119;-64
9394000;42;10;15
9395000;62;20;10
9396000;-2;0;-54
9397000;97;20;10
9398000;-37;15;20
9399000;42;-119;-74
9400000;17;-104;-44
9401000;-97;125;-79
9402000;92;60;-64
9403000;62;-94;-124
9404000;-72;-124;-109
9405000;-92;-29;-9
9406000;-22;50;40
9407000;27;-29;-64
9408000;-82;-49;-104
9409000;-47;-14;60
9410000;22;-9;-69
9411000;-12;35;-139
9412000;-12;35;-139
9413000;37;35;-49
9414000;-2;25;-69
9415000;-32;80;-44
9416000;-37;-34;-104
9417000;-107;-44;-79
9418000;-197;-24;25
9419000;12;-119;-44
9420000;97;-99;-9
9421000;22;170;115
9422000;-92;-49;-59
9423000;27;-109;-64
9424000;-82;50;-59
9425000;-127;10;-14
9426000;-32;-124;-39
9427000;-17;-154;15
9428000;-92;-169;30
9429000;-97;-84;-84
9430000;-47;25;-84
9431000;-82;-14;-39
9432000;92;-49;-54
9433000;72;35;15
9434000;17;15;20
9435000;-22;-109;5
9436000;72;50;25
9437000;32;60;-54
9438000;-72;25;-39
9439000;42;35;-54
9440000;-17;-59;-24
9441000;-47;-74;0
9442000;7;-79;5
9443000;102;-74;-29
9444000;77;-14;50
9445000;12;35;90
9446000;-37;-49;70
9447000;47;-104;-59
9448000;-42;0;-129
9449000;-107;-14;-84
9450000;132;-49;45
9451000;92;-29;80
9452000;-67;85;-29
9453000;-67;85;-29
9454000;-157;-64;-114
9455000;-127;-94;-164
9456000;57;20;-49
9457000;142;10;25
9458000;107;0;-154
9459000;-17;-14;-64
9460000;-172;-74;-14
9461000;-217;-179;0
9462000;-67;-69;-9
9463000;-97;0;-24
9464000;-257;-189;10
9465000;-12;-44;30
9466000;42;0;-29
9467000;2;-54;-99
9468000;-12;-64;55
9469000;-92;-49;-24
9470000;-102;-34;-99
9471000;-27;60;-114
9472000;-12;-49;-29
9473000;57;-34;-44
9474000;-137;35;-14
9475000;-62;-44;-4
9476000;32;0;-14
9477000;62;0;-84
9478000;122;10;-99
9479000;57;-29;-59
9480000;-92;-119;-4
9481000;-142;-49;-69
9482000;-227;-114;-114
9483000;47;-34;-49
9484000;92;75;-34
9485000;27;90;-109
9486000;27;90;-109
9487000;12;-34;80
9488000;72;-69;-24
9489000;142;5;-129
9490000;-22;20;-9
9491000;-22;70;20
9492000;-82;-64;-109
9493000;-52;-14;-29
9494000;-2;45;50
9495000;-12;-44;5
9496000;-17;-34;-59
9497000;-47;-59;35
9498000;-92;-64;55
9499000;-92;90;80
9500000;-12;10;30
9501000;97;-94;-49
9502000;-17;110;-39
9503000;-92;60;-49
9504000;-57;-9;-9
9505000;52;10;-74
9506000;72;110;-9
9507000;-52;65;0
9508000;2;35;-84
9509000;27;-159;-89
9510000;-107;-94;20
9511000;-222;-4;70
9512000;-57;120;95
9513000;137;60;-4
9514000;27;35;-49
9515000;-97;-94;-109
9516000;27;-119;-59
9517000;27;-114;-49
9518000;-82;-134;-54
9519000;-82;-134;-54
9520000;-82;-109;-14
9521000;7;-109;0
9522000;77;125;-24
9523000;-112;-29;-94
9524000;-42;-44;-24
9525000;27;5;45
9526000;2;10;30
9527000;-92;-9;10
9528000;-7;90;-74
9529000;7;160;-24
9530000;-72;60;-134
9531000;2;-34;-64
9532000;37;15;-49
9533000;-147;-199;-24
9534000;-72;95;30
9535000;-47;125;25
9536000;-102;-144;0
9537000;2;-29;-139
9538000;-22;35;-59
9539000;-57;-69;-14
9540000;-52;-34;-69
9541000;47;-59;-39
9542000;12;-4;-49
9543000;-32;35;-44
9544000;-22;-84;25
9545000;-12;25;-19
9546000;12;-9;-64
9547000;27;-24;-9
9548000;-97;-29;-49
9549000;-162;-9;-14
9550000;-42;0;45
9551000;52;10;50
9552000;-22;80;20
9553000;-47;50;-19
9554000;-22;25;-64
9555000;-12;-29;0
9556000;-2;70;10
9557000;-67;-14;-134
9558000;-52;25;-114
9559000;-102;-14;-89
9560000;-47;-229;-149
9561000;72;-24;-79
9562000;17;-84;-114
9563000;-32;-89;-29
9564000;37;50;50
9565000;12;25;-44
9566000;182;20;25
9567000;192;-19;45
9568000;-17;-39;115
9569000;-97;55;40
9570000;-102;-124;-24
9571000;-107;-219;-59
9572000;-22;-84;0
9573000;-17;60;55
9574000;-22;55;20
9575000;12;35;25
9576000;-12;-74;40
9577000;-2;0;30
9578000;-67;0;-64
9579000;-87;35;-69
9580000;-12;-14;-84
9581000;-2;45;-49
9582000;47;35;10
9583000;47;-74;-39
9584000;47;-104;-64
9585000;-32;-99;-44
9586000;-82;10;-29
9587000;-72;20;45
9588000;-137;-34;-9
9589000;-177;55;40
9590000;-67;25;0
9591000;2;-9;0
9592000;17;-39;40
9593000;22;10;15
9594000;7;60;85
9595000;52;0;10
9596000;-7;-59;-99
9597000;22;-34;-14
9598000;42;-114;-19
9599000;-122;-19;5
9600000;-132;70;30
9601000;37;20;-49
9602000;72;10;-59
9603000;137;45;-24
9604000;162;35;-24
9605000;42;-134;-54
9606000;-12;-114;-94
9607000;47;-14;15
9608000;67;50;0
9609000;12;-24;-74
9610000;12;-84;-9
9611000;7;-44;-14
9612000;12;-64;-4
9613000;-7;-94;25
9614000;-132;-34;25
9615000;-147;90;-9
9616000;-27;-14;-74
9617000;-12;-24;-79
9618000;37;5;-89
9619000;52;-39;-99
9620000;-7;40;-89
9621000;77;95;-49
9622000;142;-14;-39
9623000;77;-134;-69
9624000;87;-34;25
9625000;47;35;35
9626000;-102;50;40
9627000;-57;70;-54
9628000;97;-14;-124
9629000;67;-19;25
9630000;-82;105;20
9631000;-107;45;-9
9632000;17;-14;-14
9633000;87;-49;-84
9634000;32;30;10
9635000;-52;-74;-9
9636000;-82;-119;-19
9637000;-82;25;15
9638000;-107;-64;-79
9639000;-97;-184;0
9640000;-37;-139;-14
9641000;62;85;-4
9642000;47;5;-29
9643000;32;-39;5
9644000;32;25;15
9645000;-22;-9;-19
9646000;-82;-94;30
9647000;-167;-54;-29
9648000;-72;-99;-64
9649000;47;-19;-19
9650000;27;-34;15
9651000;-127;-44;30
9652000;-12;130;-4
9653000;32;-14;-74
9654000;27;-74;-109
9655000;-42;-44;-9
9656000;-12;35;0
9657000;7;-79;5
9658000;32;-89;5
9659000;-97;-34;-49
9660000;-97;85;10
9661000;12;-139;-84
9662000;-152;-124;-104
9663000;12;-34;-19
9664000;132;-49;0
9665000;-22;-59;0
9666000;-92;5;-19
9667000;-27;-9;-79
9668000;-62;-44;-44
9669000;-72;155;40
9670000;-112;130;20
9671000;-117;-119;-19
9672000;87;35;-74
9673000;27;-4;-29
9674000;-27;-14;15
9675000;-22;-24;35
9676000;-162;-99;0
9677000;-17;-54;5
9678000;-22;-119;30
9679000;27;-94;-9
9680000;-12;-34;-124
9681000;-92;-59;50
9682000;-107;-104;-24
9683000;-57;-139;-104
9684000;2;-49;-54
9685000;-47;50;-79
9686000;-47;-74;-114
9687000;2;40;-39
9688000;-2;-54;60
9689000;2;-134;65
9690000;122;5;-9
9691000;-12;10;-9
9692000;52;35;-64
9693000;107;65;5
9694000;-2;-19;-64
9695000;-72;-149;15
9696000;-12;-109;-39
9697000;37;10;15
9698000;12;15;50
9699000;12;-64;10
9700000;32;-24;25
9701000;-102;45;-24
9702000;-22;0;15
9703000;77;95;-54
9704000;-67;-39;-94
9705000;-12;-9;-69
9706000;-7;-29;-54
9707000;-97;-4;-24
9708000;-192;-24;10
9709000;-157;35;-84
9710000;27;25;-9
9711000;122;50;95
9712000;-22;45;10
9713000;62;-24;20
9714000;-72;-119;65
9715000;-147;-184;30
9716000;-17;-119;-39
9717000;32;-134;-54
9718000;-47;-54;10
9719000;27;-9;10
9720000;-47;5;0
9721000;-82;10;45
9722000;97;85;-79
9723000;12;20;-79
9724000;-102;-14;-64
9725000;-97;-149;-94
9726000;57;-94;75
9727000;-7;-9;10
9728000;-132;50;-54
9729000;-147;25;-4
9730000;-57;5;-59
9731000;92;95;-124
9732000;82;115;-74
9733000;-37;-34;30
9734000;32;-59;30
9735000;-72;-54;-124
9736000;-162;-44;-134
9737000;72;120;40
9738000;107;45;80
9739000;-172;-109;-174
9740000;-272;-69;-119
9741000;-57;185;115
9742000;-72;-14;20
9743000;2;25;-74
9744000;37;175;35
9745000;-27;-29;-39
9746000;-97;-129;-84
9747000;-22;-34;-24
9748000;-17;-14;-9
9749000;-17;-39;5
9750000;67;-54;0
9751000;2;-74;-64
9752000;-72;105;-134
9753000;-57;70;-29
9754000;-132;-34;15
9755000;-67;60;-19
9756000;57;60;-109
9757000;97;80;-64
9758000;-57;-94;5
9759000;-12;-14;-49
9760000;72;60;30
9761000;27;25;60
9762000;97;120;-9
9763000;87;10;-19
9764000;-32;-49;-14
9765000;-97;-44;-9
9766000;-17;-14;10
9767000;-7;60;15
9768000;-47;20;-64
9769000;-172;25;-59
9770000;-82;-14;30
9771000;-22;-94;5
9772000;-97;-74;10
9773000;-77;-99;-14
9774000;2;0;75
9775000;-32;-49;10
9776000;47;-19;-64
9777000;-57;85;-39
9778000;-17;60;-14
9779000;147;20;-134
9780000;82;15;-39
9781000;47;125;5
9782000;-12;35;-9
9783000;-77;-49;5
9784000;-32;-14;-14
9785000;-107;-79;-44
9786000;-152;-4;15
9787000;-72;-24;10
9788000;72;-154;-109
9789000;72;-169;-94
9790000;-42;-24;-129
9791000;47;5;-159
9792000;27;-29;-9
9793000;-62;-119;60
9794000;52;0;-9
9795000;2;-14;-74
9796000;2;-14;15
9797000;-2;35;30
9798000;12;130;0
9799000;-12;-39;-29
9800000;-32;10;-4
9801000;-132;55;30
9802000;2;-59;-29
9803000;97;-134;-64
9804000;32;35;20
9805000;-177;-84;-14
9806000;-127;-84;-14
9807000;-52;35;-9
9808000;17;-24;-129
9809000;-97;35;-9
9810000;-132;-44;0
9811000;-117;-94;10
9812000;-2;0;-49
9813000;-12;-59;-94
9814000;-47;-39;-39
9815000;-172;30;15
9816000;-47;20;-29
9817000;-47;-24;55
9818000;-22;-59;-59
9819000;2;-74;10
9820000;-57;-4;95
9821000;77;50;-29
9822000;37;-49;-19
9823000;-82;10;-9
9824000;-202;-14;-39
9825000;-177;-134;-54
9826000;-172;-104;-109
9827000;-27;60;-69
9828000;12;-74;-59
9829000;-67;-204;-139
9830000;-32;-134;-114
9831000;27;145;70
9832000;-77;35;80
9833000;-77;40;-9
9834000;-67;-69;-79
9835000;-107;45;-9
9836000;-37;50;45
9837000;-22;-29;25
9838000;-12;-24;-49
9839000;-17;50;-19
9840000;-142;-124;-69
9841000;-107;-59;5
9842000;122;50;85
9843000;2;-59;-4
9844000;-132;20;-159
9845000;-167;-74;-174
9846000;-97;-34;-9
9847000;12;-49;15
9848000;37;-94;-9
9849000;-12;-119;-59
9850000;2;20;75
9851000;97;160;-79
9852000;217;120;-79
9853000;107;-14;15
9854000;47;-129;-14
9855000;22;-164;-34
9856000;-12;30;-29
9857000;27;65;50
9858000;22;-34;40
9859000;-12;15;-59
9860000;-47;30;25
9861000;-2;-4;15
9862000;-7;90;40
9863000;42;105;35
9864000;-62;-24;-39
9865000;-12;-134;15
9866000;97;-139;-109
9867000;-17;-49;-129
9868000;-107;-64;-134
9869000;32;35;-19
9870000;112;40;120
9871000;-17;-69;35
9872000;-77;-94;-39
9873000;-12;-89;0
9874000;2;60;-39
9875000;-42;90;-79
9876000;-12;45;-24
9877000;-112;60;-19
9878000;2;25;-104
9879000;17;10;-109
9880000;-22;10;35
9881000;-67;-124;50
9882000;-17;10;-9
9883000;-37;15;0
9884000;-62;-24;-89
9885000;-42;-29;-89
9886000;32;100;95
9887000;-107;70;55
9888000;-182;10;5
9889000;27;50;25
9890000;-82;-24;-69
9891000;27;-64;15
9892000;-97;-134;90
9893000;-52;-94;5
9894000;97;195;60
9895000;-27;-44;40
9896000;-42;-154;20
9897000;-67;10;55
9898000;12;35;-39
9899000;7;-64;-124
9900000;-107;-74;-139
9901000;2;10;30
9902000;112;35;-54
9903000;-7;-29;-24
9904000;2;20;25
9905000;97;50;0
9906000;47;25;-59
9907000;-57;-49;-94
9908000;-72;-134;-124
9909000;-27;5;-4
9910000;-112;-49;95
9911000;-32;-119;40
9912000;-32;-9;-24
9913000;-82;55;-84
9914000;-72;-39;-94
9915000;-52;-219;-29
9916000;-12;-39;-19
9917000;-47;75;60
9918000;2;45;-14
9919000;32;-154;-124
9920000;-32;-74;-64
9921000;-7;-24;-59
9922000;2;35;-39
9923000;-162;50;-14
9924000;-42;-119;-24
9925000;-12;-119;-64
9926000;-12;60;-114
9927000;-92;55;-64
9928000;-87;-34;30
9929000;-57;-4;40
9930000;-142;-34;-84
9931000;27;110;-64
9932000;107;115;25
9933000;57;55;30
9934000;-32;-14;-29
9935000;-32;-64;-9
9936000;-82;-54;-4
9937000;-72;-34;-64
9938000;-22;-119;-104
9939000;-92;-49;-69
9940000;-112;-14;65
9941000;-37;-39;-19
9942000;22;10;-114
9943000;17;-34;-9
9944000;-32;-129;50
9945000;-42;-74;-29
9946000;-27;-44;-64
9947000;-52;-139;20
9948000;-72;-134;-24
9949000;-112;-99;-114
9950000;-42;-29;-89
9951000;82;-14;-89
9952000;-32;25;-49
9953000;-57;85;-4
9954000;-47;70;-39
9955000;-7;70;-74
9956000;127;155;30
9957000;157;70;-9
9958000;-82;-109;-19
9959000;-52;-204;10
9960000;2;-59;-84
9961000;2;105;-139
9962000;12;95;-119
9963000;-12;-84;-44
9964000;-142;-124;-49
9965000;-17;80;-4
9966000;72;20;-54
9967000;67;-34;-19
9968000;-12;-49;-9
9969000;-67;-54;-29
9970000;12;-34;-109
9971000;-77;-34;-54
9972000;127;-14;15
9973000;-12;-94;-64
9974000;-77;-84;-9
9975000;12;40;-44
9976000;142;20;-59
9977000;-77;-144;-19
9978000;-117;-109;0
9979000;-82;0;85
9980000;62;-59;-9
9981000;107;15;55
9982000;-22;30;45
9983000;-47;75;-14
9984000;-82;85;-94
9985000;-82;5;-59
9986000;-47;-104;-129
9987000;67;-124;-124
9988000;167;65;0
9989000;12;-24;5
9990000;-97;-154;-29
9991000;-52;-94;-74
9992000;42;125;-74
9993000;-87;120;-49
9994000;-82;65;-24
9995000;-47;-14;-24
9996000;47;-9;-39
9997000;-82;-69;50
9998000;7;-109;-4
9999000;-32;-109;-19
10000000;-32;-79;0
10001000;22;-9;-54
10002000;27;10;-94
10003000;-57;80;15
10004000;-97;-34;130
10005000;-102;-109;70
10006000;102;45;-104
10007000;22;70;-59
10008000;2;-39;-99
10009000;-47;-4;-59
10010000;67;130;15
10011000;-77;25;-29
10012000;-62;-64;5
10013000;-32;10;60
10014000;47;95;0
10015000;-27;125;-24
10016000;-177;-134;-14
10017000;-137;-84;-64
10018000;-97;-14;-24
10019000;62;70;-9
10020000;37;120;10
10021000;-92;5;-9
10022000;-72;-14;15
10023000;92;130;-19
10024000;62;-4;-49
10025000;37;35;-4
10026000;22;10;40
10027000;12;-4;70
10028000;-77;35;-64
10029000;67;0;-49
10030000;-17;-124;-54
10031000;-47;145;10
10032000;47;70;40
10033000;52;10;-44
10034000;-22;55;0
10035000;17;25;-79
10036000;37;50;-69
10037000;-57;10;30
10038000;-32;70;20
10039000;47;-14;-69
10040000;-102;-89;25
10041000;12;-109;-19
10042000;7;-114;-39
10043000;12;-69;30
10044000;-82;10;60
10045000;-42;70;5
10046000;-22;-64;60
10047000;-37;-19;-19
10048000;22;5;-24
10049000;27;-49;-69
10050000;-47;-69;-84
10051000;147;10;-54
10052000;72;-39;-64
10053000;-137;-4;-114
10054000;-117;5;-9
10055000;-142;-44;45
10056000;-152;-109;0
10057000;-72;35;-49
10058000;102;85;30
10059000;107;-74;-34
10060000;-72;-14;-59
10061000;-27;-34;5
10062000;147;80;-4
10063000;107;25;-119
10064000;42;10;-94
10065000;2;110;-54
10066000;62;0;-69
10067000;92;-114;-84
10068000;-12;-9;-134
10069000;-82;110;5
10070000;-82;-14;-69
10071000;27;-59;-89
10072000;87;60;-89
10073000;72;35;-149
10074000;47;-9;-24
10075000;-97;110;-69
10076000;-47;25;-109
10077000;-22;-34;-44
10078000;7;-14;10
10079000;-82;15;-29
10080000;-77;-44;-69
10081000;-22;40;-14
10082000;72;90;-29
10083000;-97;-34;0
10084000;-92;20;-19
10085000;-42;0;25
10086000;-57;-204;15
10087000;-27;-134;-89
10088000;12;25;-79
10089000;-117;-14;10
10090000;-22;15;20
10091000;47;70;-74
10092000;157;150;-54
10093000;-7;-24;5
10094000;22;-149;-94
10095000;-52;-24;-64
10096000;-177;-24;-54
10097000;-97;-104;-44
10098000;-97;-34;-79
10099000;-107;-34;-54
10100000;-47;10;25
10101000;12;0;20
10102000;-22;-14;-54
10103000;-67;-69;5
10104000;-67;-89;35
10105000;-7;-9;-74
10106000;17;25;-9
10107000;-12;-99;0
10108000;-2;0;-74
10109000;-27;40;-14
10110000;-82;30;35
10111000;42;90;85
10112000;7;-44;30
10113000;-97;-89;-19
10114000;-12;-19;0
10115000;22;35;-24
10116000;-12;50;-4
10117000;-27;-64;-54
10118000;-17;-4;-9
10119000;-27;-14;0
10120000;-82;-89;10
10121000;-32;90;25
10122000;-27;25;-44
10123000;-57;-84;-19
10124000;-32;-39;-14
10125000;37;100;-69
10126000;-22;50;25
10127000;-172;-49;40
10128000;-82;-89;15
10129000;37;-154;-44
10130000;182;-174;-64
10131000;-7;-74;-54
10132000;-187;-49;-74
10133000;-137;-54;-29
10134000;62;60;45
10135000;132;10;-74
10136000;92;20;-64
10137000;-52;0;-74
10138000;-47;70;-4
10139000;-22;75;85
10140000;-22;-84;80
10141000;-82;-29;-4
10142000;-102;-4;-24
10143000;57;-34;45
10144000;57;-44;-109
10145000;-147;-264;-79
10146000;12;-19;35
10147000;-2;145;20
10148000;2;-44;-74
10149000;-12;-94;-94
10150000;-47;-114;-99
10151000;-22;-109;-99
10152000;-22;-154;-114
10153000;117;10;-44
10154000;-2;50;55
10155000;-112;10;90
10156000;-17;10;5
10157000;-47;-34;-44
10158000;7;-29;-29
10159000;-107;-9;5
10160000;-12;0;15
10161000;112;90;55
10162000;2;-64;65
10163000;-57;-124;-29
10164000;-27;-154;-129
10165000;-82;-179;-74
10166000;-97;-24;-14
10167000;-12;-49;-109
10168000;-12;20;-94
10169000;-72;20;25
10170000;-142;-19;-49
10171000;-87;-109;-94
10172000;-102;-174;45
10173000;27;15;55
10174000;7;-24;-54
10175000;27;-84;-94
10176000;-102;-54;25
10177000;-112;-59;50
10178000;-122;-49;5
10179000;2;-39;-24
10180000;72;-29;30
10181000;-42;70;80
10182000;-42;70;80
10183000;72;0;-124
10184000;27;-154;-54
10185000;52;-39;15
10186000;27;145;-14
10187000;-17;-34;-54
10188000;2;-169;-79
10189000;-102;-39;20
10190000;-42;95;15
10191000;-117;-14;0
10192000;-112;-154;15
10193000;-7;-94;35
10194000;-12;145;-34
10195000;-47;0;5
10196000;-47;-74;125
10197000;-82;-44;70
10198000;7;-64;0
10199000;127;-9;-54
10200000;-17;-109;-24
10201000;117;80;-4
10202000;87;55;-14
10203000;-42;0;35
10204000;27;-29;-44
10205000;72;-104;-179
10206000;-22;-44;40
10207000;-67;-49;85
10208000;-117;10;0
10209000;-117;-34;-14
10210000;57;-49;-69
10211000;97;-49;-84
10212000;-42;-59;-14
10213000;-102;-59;-4
10214000;-57;-49;10
10215000;-32;-49;-14
10216000;-97;-119;-129
10217000;72;75;-94
10218000;72;-4;10
10219000;-32;-164;-59
10220000;67;45;-34
10221000;-32;95;-4
10222000;-102;-89;25
10223000;-132;-194;-49
10224000;-192;-134;-79
10225000;-32;-109;-49
10226000;-27;-164;-59
10227000;-107;-109;40
10228000;-12;10;100
10229000;12;-74;-84
10230000;12;-84;-119
10231000;-52;65;65
10232000;57;155;65
10233000;57;60;-14
10234000;17;-4;-119
10235000;-107;-169;-24
10236000;-142;-74;15
10237000;-172;-134;-39
10238000;-112;-74;35
10239000;-147;110;55
10240000;-162;10;-104
10241000;62;-79;-74
10242000;-47;-89;25
10243000;-2;15;-49
10244000;-22;-94;-19
10245000;-77;-129;10
10246000;2;10;60
10247000;27;-34;45
10248000;-112;-204;-24
10249000;2;-114;-69
10250000;72;-24;-19
10251000;107;5;-34
10252000;-32;50;45
10253000;-87;35;50
10254000;-47;-24;15
10255000;2;-24;0
10256000;142;25;-29
10257000;157;5;50
10258000;-82;0;-19
10259000;-82;70;-124
10260000;2;20;-14
10261000;-27;-14;-44
10262000;37;35;-84
10263000;-37;-34;-89
10264000;-32;-74;-94
10265000;27;0;-99
10266000;72;-29;-94
10267000;67;-119;-119
10268000;47;-159;5
10269000;47;-144;-119
10270000;-132;-109;-89
10271000;-57;-64;-29
10272000;92;-14;45
10273000;-32;-24;-24
10274000;37;40;95
10275000;-12;-74;45
10276000;12;-29;35
10277000;2;-49;-44
10278000;-67;-74;0
10279000;-82;5;-44
10280000;47;65;10
10281000;-57;35;-19
10282000;-57;-34;-69
10283000;42;0;-104
10284000;-37;110;-109
10285000;42;90;25
10286000;-12;-29;35
10287000;17;35;-104
10288000;52;0;-109
10289000;-57;-64;-39
10290000;-112;-14;60
10291000;-7;85;5
10292000;-52;50;25
10293000;47;80;-89
10294000;27;160;-14
10295000;-12;210;60
10296000;-52;95;-59
10297000;32;30;-19
10298000;42;-34;95
10299000;-37;-89;15
10300000;-17;-54;35
10301000;-47;-89;-4
10302000;62;-84;-84
10303000;62;-14;-4
10304000;22;70;35
10305000;-22;-14;-19
10306000;-47;-74;-39
10307000;-7;-9;-84
10308000;-12;70;-29
10309000;-72;-14;-24
10310000;22;-109;-89
10311000;52;0;-64
10312000;52;0;-64
10313000;-187;65;10
10314000;-62;190;-19
10315000;-97;-44;-89
10316000;-67;-24;-49
10317000;27;-24;-49
10318000;107;35;55
10319000;77;10;0
10320000;37;0;-4
10321000;2;85;-24
10322000;67;165;-44
10323000;27;15;20
10324000;12;-54;50
10325000;-132;-49;55
10326000;-22;-59;-49
10327000;-12;85;-9
10328000;-92;75;-59
10329000;-97;35;-79
10330000;-72;25;-9
10331000;-92;-74;35
10332000;-57;-59;25
10333000;-42;35;-104
10334000;-172;10;-159
10335000;-167;-9;-19
10336000;-52;-54;5
10337000;-12;25;35
10338000;-72;85;-19
10339000;-117;-34;-79
10340000;-22;-124;-89
